Gene	ZOIBetaEstimate	ZOIBetaError	ZOIBetaLower95	ZOIBetaUpper95	ZOIBetaTrend	ZINegEstimate	ZINegError	ZINegLower95	ZINegUpper95	ZINegTrend
YAL044C	-2.46211813493883	0.981951228903699	-4.83252014359504	-0.518186060829557	negative	-0.412178778696283	0.305983490078505	-1.04426111422853	0.287191867215832	zero
YAL046C	-2.3621005828821	1.43168267267423	-5.66454926722061	1.02617662638616	zero	-0.315616986177204	0.645430116262055	-1.58591427300157	1.07705207419424	zero
YAL047C	-2.43130520270488	1.02124297021807	-4.84641718017403	-0.314033833404841	negative	-0.396608877121264	0.331232731578742	-1.55992198053029	0.222654382555596	zero
YAL049C	-2.48191907489476	1.04020789817652	-4.77140569335808	-0.399693342149967	negative	-0.447148906614508	0.335180106574639	-1.11589151059504	0.36768509355118	zero
YAL051W	-2.58902272144149	1.05042800834208	-5.82650002288328	-0.754938714262576	negative	-0.411922004761242	0.268111584499969	-1.00667618189028	0.125698127407713	zero
YAL053W	-2.40510518790172	0.817665773653805	-4.21507731598214	-0.80912741795948	negative	-0.378669481538764	0.311875792393384	-1.00534856773205	0.5756968414048	zero
YAL054C	-2.37656560554581	0.842365317446484	-4.16512297745941	-0.464355283636955	negative	-0.330346131713198	0.397226757776385	-1.22890386171697	0.54818189731466	zero
YAL055W	-2.14024341997794	1.21358689707807	-4.41137191489727	1.69070209233937	zero	-0.334490246009325	0.254949518861194	-0.89415554910664	0.224083508535715	zero
YAL056W	-2.35214954720886	0.915696878961454	-4.17472866518397	-0.104273256298223	negative	-0.419779655369394	0.354448116517189	-1.36040452672667	0.401219430038	zero
YAL060W	-2.54079905560031	0.846488298735333	-4.34362030934474	-0.741529424326352	negative	-0.487310094802962	0.26486903940105	-1.07342851619826	0.114447137003274	zero
YAL061W	-2.56207404284193	0.895201523357944	-4.45768759586037	-0.532202735216742	negative	-0.435503098421759	0.307231974352333	-1.04036423013693	0.40122049059374	zero
YAL062W	-2.48503594192775	0.85420739327876	-4.11482807834561	-1.01006997054163	negative	-0.323395285276996	0.259656805531628	-0.87084087010214	0.251324628380811	zero
YAL063C	-2.47319212722603	1.11323252694049	-4.96977292929758	-0.331717315969003	negative	-0.363519587900489	0.455865223014412	-1.1811533951586	1.24240798664825	zero
YAL063C-A	-1.76501421672717	1.32215677369204	-4.660798571735	0.853710407551199	zero	-0.311252824628543	0.436798155185286	-1.55498921399593	0.637346911568223	zero
YAL064C-A	-2.4352216692793	1.00487891730288	-4.62291360981721	-0.0116628298217143	negative	-0.417842883493343	0.209051559458947	-0.869441342899514	0.0395312871954312	zero
YAL064W	-1.71979471449634	1.25051062860601	-4.15143719833627	0.732597916104461	zero	-0.278527921088711	0.317642085630734	-1.11066566920161	0.400424249560933	zero
YAL064W-B	-2.5672780781873	1.2055247825217	-5.88998840938273	-0.507140761878185	negative	-0.459039976249917	0.234285997088366	-0.926221680483824	0.156969398355036	zero
YAL065C	-2.04449656478674	1.09746967273954	-4.51834683415108	0.305495684387972	zero	-0.34336471613711	0.523909184093201	-1.74236704541494	0.724893364309302	zero
YAL066W	-0.903903790810106	1.5317729809762	-4.14645552984368	2.52869402790326	zero	-0.227929932101412	0.504647112081746	-1.38781649899297	0.794614372977343	zero
YAL067C	-2.30523955586977	1.11674531275236	-4.98205945648912	0.00796844162729077	zero	-0.333376123541416	0.361687812963673	-1.14120601536516	0.407966163990511	zero
YAL067W-A	-2.29275964215334	1.34355175708433	-5.16211210576576	1.02163830793361	zero	-0.426916780131932	0.501403093239654	-1.5507605669646	1.03925833283244	zero
YAL068C	-0.498425615816329	1.67606503812192	-3.88433944788383	4.29477304440304	zero	-0.121707107878138	0.434488340546509	-1.06530614603962	0.745008500780064	zero
YAR002C-A	-2.46090562096566	0.897532879452647	-4.94611933821284	-0.686849564571351	negative	-0.359739110110698	0.298386356469085	-0.993577229550333	0.281106649401907	zero
YAR002W	-2.42421914217549	0.756920391832546	-4.03359757570614	-0.880873995373827	negative	-0.380626889174407	0.220911481589844	-0.834811042916172	0.101051730718338	zero
YAR003W	-2.41497413311561	0.92167108317795	-4.42483584750524	-0.516967143686916	negative	-0.313690479196279	0.299706197389497	-0.81923084973055	0.625488191409218	zero
YAR007C	-2.3067210277972	1.1513500488984	-4.5936391498452	0.962118570950641	zero	-0.376334811296429	0.265790387934926	-0.919072116912109	0.211702404570496	zero
YAR008W	-2.49372502463864	0.918370282337469	-4.61144219968328	-0.821268502662979	negative	-0.439943966837473	0.370406929829431	-1.89133011705561	0.11448155828184	zero
YAR009C	-0.545963121181524	1.2950984610514	-3.33873158274945	2.26450708500347	zero	-0.22077642480463	1.04009709497356	-2.47822463116739	1.89655568550306	zero
YAR010C	-0.808305536079153	1.63985937019451	-4.52410351713068	2.59135170717936	zero	0.14892854593393	2.71062550418432	-5.98343160124076	5.19077385419927	zero
YAR014C	-2.31111169002017	1.24168056317176	-4.76074970377076	2.01971361596016	zero	-0.42246434931392	0.272865219285294	-1.08658721872967	0.0803943096397228	zero
YAR015W	-2.46080833461852	0.842870664409914	-4.38517681606774	-0.60431533599078	negative	-0.427586705580859	0.208840970879882	-0.826467931770981	0.103714408920431	zero
YAR018C	-2.34324219101487	1.09610623302553	-4.60333424487788	0.63475981187028	zero	NA	NA	-1.08392446913023	2.40057748462948	zero
YAR020C	-2.26869755431543	1.03378568692954	-4.40163435839404	0.00747677185876628	zero	-0.409202628743196	0.367111025346546	-1.21632399219772	0.340004094006277	zero
YAR023C	-2.15835337124728	1.06082569266257	-4.04894491838186	0.867351139902405	zero	-0.322853505318002	0.384161214328766	-1.04288828435343	0.26721771038174	zero
YAR027W	-2.46947096256685	1.22789409353567	-5.44563960464751	1.21951431463949	zero	-0.369833239982164	0.311717406573165	-1.13525447048123	0.456150948180851	zero
YAR028W	-2.43625428130456	0.904153654465567	-4.33300687872777	-0.605055948518092	negative	-0.302007470219196	0.367866093451471	-0.977423186105765	0.797599889736725	zero
YAR033W	-2.36277303574393	1.49614260442167	-4.78132560098109	2.94877040110875	zero	-0.440796560497696	0.295579002583626	-1.07885454093208	0.164920534013778	zero
YAR035C-A	-1.74833525528145	1.27512360586636	-4.76343824668866	0.843067411378816	zero	-0.381532285834605	0.47941979925673	-1.4153498537233	0.463553784046909	zero
YAR035W	-2.3847021549054	0.794636794675342	-4.03926259848559	-0.564886241110737	negative	-0.350974827991185	0.369974339601629	-1.46098108575513	0.330258953539914	zero
YAR042W	-2.38243809367053	0.871324496149179	-4.22420673305256	-0.4565925937382	negative	-0.41360366115976	0.213405110845637	-0.916097850675707	0.0637418744149483	zero
YAR047C	-2.19888971526789	1.50287116967833	-4.97492678905618	2.54086438421976	zero	-0.409426291279643	0.306289988107668	-1.01675161446234	0.202344307510039	zero
YAR050W	-2.43481011766946	1.01021307881386	-4.31369086489205	-0.139624664388103	negative	-0.566522306472989	0.524860682353569	-1.92696646203369	0.259876346881825	zero
YAR053W	-2.32986151481526	1.33385990500632	-6.10778781846205	0.480328708942327	zero	-0.405532121996751	0.380407134592983	-1.20710468480697	0.403032538328725	zero
YAR060C	-2.28965365682892	1.28285616949873	-5.16823655110196	0.405186951507421	zero	-0.421815594176483	0.400877156093756	-1.30682653204199	0.508687597926622	zero
YAR064W	-2.24043991145168	0.983087547632317	-4.3417092492304	-0.255205102759507	negative	-0.37649600649988	0.34919756976216	-1.03564382048884	0.499399793693367	zero
YAR066W	-0.408689461143102	1.59051604754822	-3.47602579803592	3.61473233693921	zero	-0.148145038423066	0.54542247675358	-1.37602950093365	0.974935163005365	zero
YAR068W	-2.29492791720607	1.29016645677822	-4.98585161408806	0.281894429029662	zero	-0.491751064430315	0.378761269589666	-1.28132653225343	0.372964548338555	zero
YAR070C	-1.17892980875346	1.38684069661275	-4.27983825627274	1.93195313591293	zero	-0.091940228442586	0.411491053252297	-1.20194324275413	0.785816264631157	zero
YAR071W	-1.95748027956842	1.28143830546087	-4.74695347547121	0.757624645648879	zero	-0.357351361813022	0.414013805722505	-1.33920672573366	0.4716614061135	zero
YBL001C	-2.4226455588825	1.09187573362126	-4.52259552452744	0.0138908405424351	zero	-0.485928126775362	0.260161008372986	-1.20514180148942	0.00628623026735142	zero
YBL002W	-2.27931791249931	1.46294391820777	-4.4235807092173	2.61009367564333	zero	-0.48360536450133	0.201683484607707	-0.868452058330733	-0.0171463293230254	negative
YBL003C	-2.49303604460465	0.806052671921221	-4.34598596600487	-0.918945278034023	negative	-0.406853526506418	0.231496588963286	-0.923199546427192	0.178761126207218	zero
YBL004W	-2.55901135824986	1.06659740294231	-5.2720559230163	-0.314712651110729	negative	-0.448123216584529	0.251394428132176	-0.992559420444446	0.0865514650433492	zero
YBL005W	-2.52730300980781	0.89931717188388	-4.3371637306185	-0.224727855421331	negative	-0.483809384233048	0.289796938680214	-1.04223617585891	0.15276798321929	zero
YBL007C	-2.37219176341157	0.847151352137714	-4.28287591685199	-0.543899297960869	negative	-0.391781182709225	0.217340321532366	-0.895695957376262	0.0817738418366096	zero
YBL008W	-2.6347066967768	1.10176702824929	-5.88239617075699	-0.704803115714203	negative	-0.4178006497065	0.258818540274364	-1.0456601309495	0.170653379802455	zero
YBL008W-A	-2.39869108508937	1.1534071396686	-4.74185381509979	0.0812640972460083	zero	-0.412699443862053	0.329818119230696	-1.02949252737546	0.305949438200124	zero
YBL009W	-2.54813854192824	0.792671773495576	-4.14604442986648	-0.999374569937022	negative	-0.435722413605709	0.214104782005773	-0.966725125757594	0.0502641471952617	zero
YBL010C	-2.56457646711294	0.88716019279497	-4.58748646244546	-0.76253902075517	negative	-0.407722939249407	0.281916862188269	-0.964164115026521	0.150786595220777	zero
YBL013W	-2.32508458684661	0.827323385958754	-3.99513793770133	-0.672726578028298	negative	-0.430040345338527	0.334360883210855	-1.48891341077091	0.212894684775731	zero
YBL014C	-2.41825939515581	0.863507290925933	-4.25982737645444	-0.575281182868014	negative	-0.391993493251532	0.255655740053132	-0.971597251759457	0.178137547677914	zero
YBL015W	-2.46742805380533	0.848909453704193	-4.29801230858035	-0.77310200598752	negative	-0.423344028688984	0.22120931749331	-0.93031459521028	0.05494816078326	zero
YBL016W	-2.35694127979782	0.957147881716876	-4.13071453872381	0.399848386559383	zero	-0.419283972246661	0.243476022667187	-0.941179746118969	0.167453521616827	zero
YBL017C	-2.44308586436494	0.890461443639687	-4.36102213882915	-0.564900662772891	negative	-0.441099029613541	0.270457004043209	-0.971642920718471	0.129223165851701	zero
YBL018C	-2.32679789752197	0.761685207053258	-3.9022324405022	-0.68501334150479	negative	-0.359115498938247	0.257799191782192	-0.900654142283588	0.2092759558796	zero
YBL019W	-2.5328493300493	0.796774382692359	-4.17898231051584	-0.918626239545265	negative	-0.495529043965716	0.447344522475234	-2.2312162118728	0.137882329031072	zero
YBL020W	-2.37648450468633	0.819497999687167	-4.087412438421	-0.686542650458129	negative	-0.38010802870172	0.300884336866993	-1.01879871744115	0.205906270967156	zero
YBL021C	-2.38037627745802	0.871264710102695	-4.0750743333639	-0.382552368036043	negative	-0.438052346422891	0.260869136790613	-0.981360374681534	0.190687757293411	zero
YBL022C	-2.41659535675777	0.981763101789319	-4.66223544594727	0.00991832868614362	zero	-0.410439325376703	0.231811589379286	-1.00052843141977	0.0657493505741922	zero
YBL023C	-2.57697452133865	0.98533029824462	-5.56337890542992	-0.778068852013386	negative	-0.420629678505616	0.236255968866887	-0.944798752636851	0.0651919821755762	zero
YBL024W	-2.51592837981408	0.928324770973583	-4.7678038759301	-0.629009024407252	negative	-0.432212308456707	0.278271335717201	-1.06738559776125	0.138331441938713	zero
YBL025W	-2.48082015208033	1.0447206132733	-5.39330693717291	-0.554412092573912	negative	-0.402169745249825	0.219529852323975	-0.91475363487451	0.0674893563397358	zero
YBL026W	-2.44019408941299	0.794857193831031	-4.26558404496996	-0.848255490236773	negative	-0.410546633853451	0.416789837378425	-2.14117679218439	0.204779074955841	zero
YBL027W	-2.42849157255008	0.788049148006163	-3.93863964491212	-0.63767636446717	negative	-0.445614612683499	0.355307802964142	-1.09134392930696	0.15814455511545	zero
YBL028C	-2.58923234558696	0.963627260582767	-4.89339611211582	-0.687529338118601	negative	-0.376577485326169	0.245994956104353	-0.941934750615546	0.137793727240755	zero
YBL029C-A	-2.62308084242241	0.941361325762309	-5.70369003080672	-1.09031573132498	negative	-0.366951758950689	0.267614650078872	-0.886058924619165	0.21052726028974	zero
YBL029W	-2.28663553992	0.894543554850522	-4.19012527052749	-0.373605406359102	negative	-0.319039872434201	0.455463394785585	-1.06081483773402	0.580322232644814	zero
YBL030C	-2.35876857816038	0.767839984815298	-3.89021028567998	-0.61771140077055	negative	-0.416827284678964	0.196646107606158	-0.898650132520381	0.019123150118257	zero
YBL031W	-2.46087575299366	1.04972538337014	-4.81528978839123	0.137316564914418	zero	-0.418286260675207	0.284979858120038	-1.00377730225853	0.391692646223582	zero
YBL032W	-2.47487121553448	0.916541629150185	-4.7454877049822	-0.745744590796415	negative	-0.404966893430154	0.278241470254411	-1.05149202906995	0.160783313123406	zero
YBL033C	-2.31476235688963	0.871009966849423	-4.25570922110876	-0.388062620667358	negative	-0.404458643177871	0.288320618086329	-0.991591314654177	0.111639804938918	zero
YBL034C	-2.48654120545109	0.833581802661528	-4.17468455550408	-0.613937824273988	negative	-0.425721684780262	0.233113481985992	-0.956499652857527	0.075593325066068	zero
YBL035C	-2.4095540925236	0.913115628879557	-4.22380344245055	0.112003718856417	zero	-0.429769387251671	0.270966874329427	-0.988992866979162	0.15398108548494	zero
YBL036C	-2.51669240052932	0.854658410196059	-4.28343263628804	-0.636234815848031	negative	-0.487888229579995	0.289784709309958	-1.16217413207407	0.10982863168079	zero
YBL037W	-2.43123680803003	0.811079517192684	-4.02667614980661	-0.644000562253558	negative	-0.451216759917887	0.295390183753445	-1.20947251076196	0.0700409002324347	zero
YBL038W	-2.52631841629408	0.836184377084231	-4.42879981538944	-0.79595156979667	negative	-0.449268487531111	0.225939706789847	-0.991782864500626	-0.0145179445281921	negative
YBL039W-B	-2.13421294079255	1.00784925529196	-4.37273669408099	-0.128552752588995	negative	-0.327694481031971	0.313056438494442	-1.09820941217333	0.299936303927801	zero
YBL040C	-2.54541754714455	0.827120078357942	-4.22048934883796	-0.797909283675896	negative	-0.350105442978474	0.334855068182637	-1.02654182004925	0.560295426613451	zero
YBL041W	-2.46728080670647	1.11990831126121	-5.31974537956153	0.330907025518265	zero	-0.465331386142197	0.22024488108248	-0.982590326848512	0.0488710177121614	zero
YBL042C	-2.49124859719401	0.86181356310209	-4.28236067251744	-0.49368289825326	negative	-0.439829727327707	0.213812550286399	-0.960483318907373	0.077338437659329	zero
YBL043W	-2.30236823785271	0.937774051951632	-4.46537730880308	-0.462400668317224	negative	-0.323909960262962	0.344341521456448	-1.0221080406018	0.621184943159718	zero
YBL044W	-1.047073259725	1.48861453994111	-4.51636038941959	1.88828994109587	zero	-0.306854082881103	0.467995529003026	-1.33513631533882	0.726089671957109	zero
YBL045C	-2.43856851875699	0.876197720709055	-4.54893094146936	-0.706712575315866	negative	-0.424140667412093	0.207988014107974	-0.891269252477613	0.0817392847600446	zero
YBL046W	-2.23890082766392	1.04269567120811	-4.17729413277653	0.423633391739962	zero	-0.365960725870165	0.279753119107709	-1.01669958020109	0.345968337190522	zero
YBL047C	-2.43110732173069	0.888837450485243	-4.56868823801439	-0.709531561297255	negative	-0.391219687748858	0.189560946954035	-0.831969125710412	0.0303884925053312	zero
YBL048W	-2.37505296065475	1.18137318926274	-4.88024513474118	0.0573515409014406	zero	-0.398393814339486	0.515124832407242	-1.48270346977364	0.842204945251238	zero
YBL049W	-2.51918752118406	0.89509203465655	-4.50899505330973	-0.691243675225762	negative	-0.423529530042849	0.28821658559376	-1.14368588826601	0.121721012608961	zero
YBL050W	-2.39904844852138	0.859997163588081	-4.38730493727266	-0.618665185005173	negative	-0.383630012635994	0.26865140571124	-0.939347895527095	0.218150560806757	zero
YBL051C	-2.38810867495053	0.760100834039902	-4.09507949516426	-0.803648102527432	negative	-0.357846036828106	0.24979288301182	-0.825212681690106	0.324913071347945	zero
YBL054W	-2.39781609868269	0.913715953480845	-4.27792664828124	-0.378552684038644	negative	-0.435615986632293	0.243957385007513	-1.01007162269559	0.110781483661825	zero
YBL055C	-2.39655744444492	0.897756180428476	-4.12894038098983	-0.377592905210495	negative	-0.397714261381144	0.304344314216479	-0.964968945579388	0.458801153261071	zero
YBL056W	-2.5390555504432	1.02986847582691	-5.74435899925023	-0.6342241780616	negative	-0.391714714968006	0.186856340561275	-0.794696068409286	0.0244215594084958	zero
YBL057C	-2.29551216671056	0.860757473749249	-4.02320039442783	-0.305920790308144	negative	-0.387283626921386	0.254495057614766	-0.867253475441082	0.1005552064285	zero
YBL058W	-2.45630798163779	0.874797437805747	-4.7231572976738	-0.749206131389026	negative	-0.451813306955259	0.287202049935399	-1.27592629471912	0.0549956065645334	zero
YBL059C-A	-2.63345905784655	0.847070968560234	-4.80322919449551	-1.06031146125832	negative	-0.350393867689019	0.248783901104664	-0.897580059361872	0.211028483968956	zero
YBL059W	-1.75973087022998	1.16936651805206	-4.29328933596192	0.594933269910219	zero	-0.322049657016856	0.274566683093712	-0.916733402218272	0.278332116157123	zero
YBL060W	-2.4866928306538	0.854718769807846	-4.68719060265581	-0.845355381595931	negative	-0.402734826756704	0.232707703354028	-1.06566962038749	0.147014010373928	zero
YBL063W	-2.43751859880249	0.77431345749036	-4.13275824286305	-0.790641125081923	negative	-0.381355157006504	0.252446260116394	-0.907561980891494	0.205750974212938	zero
YBL064C	-2.55069928186653	1.08921569295029	-6.19364856807966	-0.724340198461241	negative	-0.420914569186958	0.266386337276718	-1.01764083386213	0.207073363771458	zero
YBL067C	-2.45911819727324	1.02480100566577	-4.60622180601347	0.134134093037118	zero	-0.404755051815788	0.21243752823338	-0.838396894043356	0.0926420517297693	zero
YBL068W	-2.50511297298227	0.824904057190856	-4.46758916538514	-0.792366281551844	negative	-0.395770916688871	0.258263600944009	-0.950285917881	0.227233502383969	zero
YBL071C-B	-2.19649108253927	1.29402727009786	-4.96347411606094	0.677478045276555	zero	-0.518882492153279	0.393247562351001	-1.38343227910333	0.299659155151526	zero
YBL072C	-2.49829381341504	0.977227087041336	-5.06231258822163	-0.589425357919325	negative	-0.411324500532382	0.327529996206574	-1.16776096374237	0.4483270508655	zero
YBL075C	-2.50903895946388	0.827312002459402	-4.19692453541414	-0.544299512337219	negative	-0.442719848095426	0.265435546225996	-0.943933800592019	0.348966374283741	zero
YBL078C	-2.35333406943657	0.920700657019842	-4.40847630826701	-0.22762476206863	negative	-0.419281783148832	0.308037443802934	-1.09825180863995	0.239782752786607	zero
YBL079W	-2.33919249724626	1.11652222831568	-4.36872501590738	0.776689530803668	zero	-0.432787084008151	0.219835853742839	-0.872286712727935	0.0943748394135194	zero
YBL080C	-2.55659759875137	1.13368412178708	-6.00788054622793	-0.422165376499711	negative	-0.453582627373592	0.26591614708395	-1.06933006593192	0.132651240745445	zero
YBL081W	-2.44507323673113	0.846580093903527	-4.23645573491012	-0.385098457987873	negative	-0.440061452927528	0.35309514064297	-1.46077090433001	0.191908366244911	zero
YBL084C	-2.52564661074247	0.750021420785023	-4.16577928876416	-1.02426878900895	negative	-0.47312450901141	0.281228330433451	-1.30817074898245	0.0427579675180449	zero
YBL085W	-2.50078198945407	0.976546738019818	-5.0590400488205	-0.661776546119012	negative	-0.435017565936636	0.22300843442953	-0.942311084809163	0.0154821154795529	zero
YBL086C	-2.40672551921242	0.879743442624325	-4.21247283518165	-0.315404560750297	negative	-0.463513080832523	0.229344747400463	-0.958349403832135	0.0185195403678642	zero
YBL087C	-2.56373949254924	0.889042028177339	-4.51143837394552	-0.64967779673673	negative	-0.4952389546285	0.218263159535211	-1.01182918968634	-0.0721244848056911	negative
YBL088C	-2.49615493656588	0.878074441534809	-4.42319034776189	-0.586648457494208	negative	-0.443226112611177	0.230234390967774	-0.966028625298682	0.0611039974142824	zero
YBL089W	-2.53384099430651	0.920824984905721	-4.43187666593907	-0.676581527251303	negative	-0.464428027016851	0.237017793766885	-0.995007392399211	0.0180102422004231	zero
YBL090W	-2.48001590315897	0.90147321626965	-4.45622676787138	-0.538963223156353	negative	-0.445831623442862	0.307581164473296	-1.0713813630154	0.273777013958997	zero
YBL091C	-2.53738844546115	0.96479507979524	-4.69139827480681	-0.559929928375557	negative	-0.371178102423344	0.423293298626524	-1.20184434459798	0.549086113974252	zero
YBL091C-A	-2.31435645874137	1.03694460066863	-4.1773493332904	-0.50958460033978	negative	-0.361119715120991	0.225823887979568	-0.872497394765645	0.190515494290653	zero
YBL092W	-2.70910658288199	0.89070637490288	-4.71527278723424	-0.878980014758346	negative	-0.545467983775014	0.311999663209242	-1.30833662970531	0.120735354581883	zero
YBL093C	-2.49999713085962	1.033889541618	-4.74104382145714	0.17734680864665	zero	-0.437468387537904	0.356927839167635	-1.12408803737992	0.672136374417202	zero
YBL097W	-2.44381908589587	0.832841278334956	-4.13002434755083	-0.500696192858433	negative	-0.457252343592088	0.269931448373419	-1.2070395186378	0.110368235366873	zero
YBL098W	-2.32265267396125	1.07745503533269	-4.95506791892532	-0.0957267992385435	negative	-0.357626645903724	0.307250971888118	-1.07316446919198	0.279131087168343	zero
YBL100W-C	-2.22398680078208	1.13156450387558	-4.25245227662757	0.694675026601015	zero	-0.322091329510224	0.394893493976394	-0.9795389359687	0.843484445582961	zero
YBL101C	-2.48728572523911	0.903575328055394	-4.56006939442167	-0.707666186923839	negative	-0.421192939746374	0.225343557518551	-0.88043113766864	0.137302799852744	zero
YBL102W	-2.32319107874795	0.889667830628111	-4.1733268997677	-0.486020941053899	negative	-0.346259765604288	0.325809065063209	-1.01169895460698	0.330317442925433	zero
