Gene	Tx 0min Rep1	Tx 30min Rep1	Tx 60min Rep1	Tx 90min Rep1	Tx 0min Rep2	Tx 30min Rep2	Tx 60min Rep2	Tx 90min Rep2	Tx 0min Rep3	Tx 30min Rep3	Tx 60min Rep3	Tx 90min Rep3
Q0010	0.18723	0.215851	0	0.922931	0.603047	0.687587	0.62625	1.17243	0.187649	0.134998	0.503595	0.534363
Q0017	7.60238	0	0	0	18.3648	3.48989	0	0	3.8097	0	0	5.42438
Q0032	4.63011	2.66895	0	0	0.932065	1.06273	1.93586	3.62421	1.74018	0	0	0
Q0045	370.761	319.754	374.428	406.759	345.77	338.962	374.115	418.688	300.129	329.688	410.916	432.773
Q0050	481.767	419.072	491.511	571.097	454.918	455.266	463.956	519.441	361.609	364.922	440.912	587.567
Q0055	367.898	306.788	371.803	420.798	362.023	356.267	379.722	418.589	310.792	311.163	369.806	487.618
Q0060	66.6247	51.4349	64.2568	70.9876	59.6663	58.2477	58.9126	64.2702	45.1294	48.15	54.4351	75.1077
Q0065	156.953	138.925	164.383	184.383	150.874	155.659	162.741	184.988	128.076	132.478	156.855	195.609
Q0070	111.068	100.922	111.201	122.453	108.379	104.829	115.322	123.233	89.6895	98.6332	118.321	126.828
Q0075	23.0197	13.6161	18.4321	23.1941	19.7088	14.2156	18.7461	18.6052	15.8039	16.7576	23.9532	25.1681
Q0080	25.6663	4.93163	0	8.43462	6.88901	0	7.15408	0	4.28729	0	2.87645	0
Q0085	264.411	240.937	271.592	312.055	264.589	245.929	274.607	294.188	191.218	257.413	299.023	342.741
Q0092	0	0	0	0	0	0	0	0	0	0	3.00435	0
Q0105	381.654	313.932	372.383	406.137	331.554	315.585	374.212	399.802	269.582	326.604	386.988	426.025
Q0110	57.3331	46.5302	53.8954	64.616	49.0537	49.1594	50.2653	56.6997	35.3122	40.6466	44.055	66.6058
Q0115	47.9929	36.6352	43.0132	51.9999	42.9654	39.0091	45.5291	45.6458	34.1703	41.6277	44.8263	52.1281
Q0120	105.102	86.6123	101.779	114.903	91.8269	85.458	94.1296	102.545	73.5261	82.9736	95.1093	114.349
Q0130	21957	21758.4	24003	25488.6	20250.4	18093	22671	22625.1	18245.4	20748.1	24042.2	22917.2
Q0140	6.92278	5.2788	3.50621	4.19174	4.32343	1.92677	3.1907	2.10494	2.32186	2.12237	2.47415	2.02246
Q0142	16.6298	3.83439	0	13.116	8.03441	12.2143	8.34354	6.94237	33.3341	2.3981	11.1823	14.2387
Q0143	12.2616	0	13.1448	16.1179	23.0376	11.2574	30.7595	25.5939	24.578	17.6818	21.9867	11.665
Q0144	0	0	0	0	0	0	0	0	0	0	0	0
Q0160	54.4338	38.0942	47.885	57.1614	40.3864	40.1047	43.1171	47.822	37.6868	36.2041	38.7982	63.219
Q0182	36.4379	37.4253	21.8396	34.4537	26.6732	19.0078	29.0845	25.4102	20.7497	23.6454	25.2814	29.3078
Q0250	466.864	405.039	484.816	583.214	439.534	416.137	484.188	555.541	344.917	398.683	463.136	580.265
Q0255	7.57467	3.89529	4.82958	6.57506	4.83675	3.52785	4.43192	4.51737	2.98795	3.31195	4.32123	6.36578
Q0275	365.69	331.698	387.713	405.16	328.914	326.861	363.059	397.183	283.79	310.727	354.17	407.028
Q0297	586.803	464.809	308.118	499.806	379.29	128.273	317.11	316.628	188.037	348.266	424.109	244.948
YAL001C	12.6872	13.8898	14.1964	14.8395	16.2375	16.394	16.1274	17.6271	16.8153	15.3058	18.5559	18.4127
YAL002W	12.9044	11.945	13.257	13.057	14.0621	15.8875	15.5155	17.0875	14.3889	13.9879	16.7716	18.9305
YAL003W	2461.67	2173.69	2231.34	2227.24	1993.38	2055.25	1891.25	1968.3	2051.46	2003.34	1879.43	1839.49
YAL004W	0	0	0	0	0.0521432	0.356718	0.0541494	0.0675838	0	0.046691	0	0.0924087
YAL005C	453.545	363.053	383.162	453.296	510.592	413.549	431.958	481.101	560.008	401.614	452.449	525.786
YAL007C	136.96	146.549	133.601	129.599	140.578	140.963	138.406	132.667	135.903	135.731	146.003	131.775
YAL008W	20.492	28.0756	29.2512	32.4267	40.4743	45.8075	40.9141	44.9432	45.5405	42.0239	44.0342	56.8959
YAL009W	16.106	16.4925	16.8229	15.7826	21.0402	20.6393	20.385	19.2469	20.7262	20.1383	22.6419	22.567
YAL010C	18.1891	14.6401	13.8495	15.1639	15.2537	16.6803	15.4902	14.5655	14.0504	15.4265	16.6695	16.417
YAL011W	6.26515	6.76573	8.79943	8.61607	9.28504	9.98964	10.133	9.46871	10.8256	9.28626	10.4735	10.5249
YAL012W	279.937	244.315	227.274	204.763	241.815	271.28	216.426	225.869	260.727	245.59	197.927	218.824
YAL013W	6.02615	5.7792	8.7042	8.67498	13.2689	14.0764	10.8809	12.6064	15.981	11.2663	11.4392	14.307
YAL014C	32.2599	36.9044	38.0262	35.3381	40.2072	43.5584	40.3388	40.6308	39.7665	38.8029	38.9326	36.2317
YAL015C	11.6555	13.4686	15.0291	13.0981	16.8672	18.8078	17.7434	16.7297	16.0112	16.3965	16.3875	20.8975
YAL016C-A	2.72699	0.449122	2.5058	0	0.627381	0.715332	0.65152	1.21974	2.7331	1.12356	1.57175	1.66778
YAL016C-B	0	0	0	0	0	0	0	0	0	0	2.0464	0
YAL016W	69.0721	63.3994	71.0509	74.5916	75.533	79.9018	79.5072	83.3197	77.1405	76.9444	86.933	91.8554
YAL017W	28.3932	25.0489	26.775	27.1858	28.3281	30.2449	30.8369	30.5854	28.7074	27.4474	32.2206	34.3435
YAL018C	0.0708855	0	0.056994	0.139769	0.142696	0.130161	0.0889121	0.0739807	0.0710442	0.102221	0.166829	0.252888
YAL019W	31.4618	31.425	30.9205	31.4384	34.9859	36.3251	31.8832	33.9324	33.1862	32.2808	31.5294	32.0908
YAL019W-A	0.160983	0.278388	0.51774	0.396774	0.19444	0.812895	0.336536	0.252018	0.403358	0.406255	0.378873	0.229726
YAL020C	2.95093	4.31187	4.35902	5.27726	8.59282	11.6561	8.20612	9.66907	14.7533	8.95611	6.50661	11.8497
YAL021C	47.5233	41.308	41.0533	40.2618	43.4382	49.004	43.4593	44.8956	42.1532	41.8654	38.8825	41.1361
YAL022C	35.4205	35.2885	36.3272	35.135	35.2173	36.8096	35.016	37.2357	33.7139	33.2622	30.3546	30.6835
YAL023C	148.437	139.918	142.628	140.985	154.241	164.511	149.58	160.163	157.273	152.019	144.903	151.551
YAL024C	15.2964	13.7306	13.2251	13.8567	13.624	14.2833	13.6426	13.8185	13.321	12.6309	13.7443	13.8528
YAL025C	7.76671	10.2395	15.3334	21.6444	29.8764	37.5947	25.4638	27.1666	38.3424	27.8891	29.8358	34.7312
YAL026C	36.1418	33.5782	36.0327	37.2055	39.1424	40.9338	37.9499	37.9529	37.511	36.5277	40.2801	41.6308
YAL026C-A	39.3719	45.2329	50.1221	54.3153	50.4166	56.8569	46.1835	59.7817	50.147	46.7221	56.0749	56.1845
YAL027W	12.125	12.4253	14.0816	13.3294	15.7685	15.5495	14.2428	14.9141	13.3577	12.7667	14.8181	16.4787
YAL028W	8.20707	6.27808	6.36582	8.62424	8.81652	10.2121	10.3184	10.6413	9.71569	9.71863	10.427	12.9517
YAL029C	30.482	28.9726	31.4282	33.7683	36.7922	40.1169	37.0101	39.4167	39.1883	35.8377	40.6019	44.3922
YAL030W	144.197	171.063	176.084	169.089	180.11	174.183	188.275	165.902	162.77	172.1	174.234	181.895
YAL031C	18.9147	16.4754	16.9749	17.3827	17.4706	18.7768	17.0062	18.9318	15.5323	17.1642	18.6468	19.922
YAL031W-A	1.70568	1.47481	0.685706	2.10199	1.71681	2.34898	0.356573	1.33511	0.427373	2.15221	1.72041	2.43404
YAL032C	16.1522	17.3844	15.9946	17.2107	18.8437	21.938	19.8355	20.4287	20.2573	20.0515	18.895	18.8287
YAL033W	26.311	31.3151	27.5469	24.3532	30.8647	28.6746	27.6204	25.8794	30.259	27.8422	26.8566	22.6899
YAL034C	24.4067	24.028	23.0547	26.4477	23.0051	29.1923	32.354	33.7278	23.9397	25.59	30.3739	34.2348
YAL034C-B	0.492141	0.851058	0	0.727786	0.198141	0.451836	1.02882	1.28407	0.493242	0	0.661858	1.40459
YAL034W-A	5.32566	4.89263	5.82082	7.0553	7.47108	8.06005	6.61042	6.68721	6.17158	6.0299	7.30213	7.59984
YAL035W	101.947	106.296	116.291	125.639	130.492	154.475	124.162	131.234	153.281	131.596	140.258	149.568
YAL036C	35.8308	38.6788	51.3446	51.7446	63.5269	72.3775	56.2349	63.359	72.3332	65.3446	59.5883	73.0142
YAL037C-A	5.96279	6.8743	0	5.87859	0	5.47446	34.9027	0	0	8.59865	12.0286	17.0181
YAL037C-B	0.711785	0.328237	0.286147	0.245607	0.401201	0.163373	0.416637	0.11143	0.249682	0.307929	0.430761	0.30472
YAL037W	4.42268	5.2061	5.98899	6.19611	4.7983	5.94112	6.26758	6.99657	3.63938	5.13576	6.32352	6.577
YAL038W	3079.46	2817.37	3006.28	3324.62	3367.01	3927.48	3442.74	4033.41	3754.57	3504.03	3451.81	4179.37
YAL039C	12.3892	11.6814	13.4052	13.077	15.2052	20.5081	17.7544	18.506	19.2024	15.4417	15.8255	20.0458
YAL040C	42.181	37.3042	39.88	38.1582	31.9318	44.0456	39.0752	39.7991	30.5582	34.2293	31.9105	35.1929
YAL041W	27.1988	25.3245	26.4971	26.9577	29.95	31.67	31.0371	30.7035	28.6797	29.3925	33.0677	34.2602
YAL042C-A	1.00146	2.0782	1.28833	2.17211	1.6128	2.20667	1.84234	4.38981	2.40889	2.16624	2.02024	3.71569
YAL042W	90.8331	101.677	100.191	105.92	106.775	127.228	106.666	120.955	115.351	114.147	101.375	114.968
YAL043C	32.5882	30.9033	30.1813	29.9418	32.643	35.3745	32.9668	32.8987	32.9926	32.4893	30.9833	32.413
YAL044C	224.906	231.869	242.367	239.001	333.276	329.678	314.591	344.837	315.357	293.7	253.569	279.745
YAL044W-A	80.5531	93.2214	84.0487	73.6564	85.1637	96.2558	70.9581	92.0923	69.6402	81.8009	77.1143	83.3614
YAL045C	0.426419	0	1.37141	0.420397	0.686723	0	0	0.445038	0	0	0.573471	0
YAL046C	86.3644	96.8085	81.5576	81.1352	89.1915	86.32	86.8218	94.6297	85.119	94.1826	85.9041	74.4243
YAL047C	11.0209	10.9772	9.9255	10.1892	10.1714	10.1037	10.0026	10.4868	8.69581	9.57935	10.0062	9.90057
YAL047W-A	0.63753	2.57245	2.05037	2.82837	1.28338	0.585318	2.13242	1.66342	0.319478	1.37903	1.71477	2.72931
YAL048C	8.98383	9.87781	10.4588	11.6678	12.232	13.8922	12.8144	12.9251	12.9032	11.681	13.1004	14.6849
YAL049C	73.9423	66.1743	77.0169	80.7678	76.666	83.4601	85.6321	87.9134	79.1079	86.2949	90.4014	92.1027
YAL051W	14.6369	13.2835	13.3472	14.0167	15.6955	15.1999	15.3366	14.9593	15.2511	13.842	16.0297	16.3532
YAL053W	52.081	50.864	55.2796	55.2943	50.5041	59.2085	56.9061	63.7797	47.9124	53.5681	57.5003	67.483
YAL054C	2.2794	2.5649	2.91916	2.51634	2.62674	2.66917	3.03597	3.61825	2.91377	2.5686	2.6341	3.29171
YAL055W	4.8336	6.68699	8.62063	11.5235	14.2947	15.4918	12.4196	11.3734	16.0306	11.4693	10.3417	15.6765
YAL056C-A	0	0	0.407329	0.998912	0.407933	0.23256	0.423629	0.52873	0.761616	0.913197	0.851646	1.44589
YAL056W	18.7793	18.6514	20.6355	19.8442	22.1	21.3734	21.362	22.1337	21.2984	21.7347	23.6589	23.6258
YAL058W	12.4062	12.7424	12.3327	12.4736	16.7762	16.85	14.6267	15.6231	16.2361	15.9387	14.7817	16.2408
YAL059C-A	0.742465	0.513578	0	0.73198	0.358709	0.545328	0.372511	0.46493	0.297651	0.214134	0.199701	0.423805
YAL059W	20.5377	25.3576	28.2317	21.4887	26.1931	27.3713	20.6638	23.4396	23.5716	23.5021	20.537	20.9882
YAL060W	100.222	87.7738	97.4084	105.911	121.016	119.399	126.873	136.178	123.177	114.552	120.962	135.399
YAL061W	10.1809	11.589	13.6842	17.1594	23.4549	29.5519	31.0218	32.6275	29.0134	25.0806	33.3132	47.1436
YAL062W	1.76845	2.06527	2.47445	2.21897	4.06856	4.2172	3.74498	4.53028	4.53461	3.9909	3.55202	4.94892
YAL063C	0.298662	0.480443	0.357407	0.314988	0.385901	0.414493	0.418173	0.442184	0.508166	0.290463	0.392317	0.416286
YAL063C-A	1.73629	2.00171	3.72274	3.99413	3.72826	3.18819	6.77549	3.62421	0.580059	2.50382	3.11341	6.60727
YAL064C-A	0	0	0.314762	1.15786	0.630458	1.25797	0.327358	0.612862	0.392358	0.282268	0.263243	1.11731
YAL064W	0	0.745682	1.0401	1.27535	2.60411	0	1.08172	0	1.29651	1.86546	0.434931	0
YAL064W-B	1.56593	1.8053	5.98048	5.01739	4.25559	7.36812	5.07405	8.58007	4.70829	4.93969	4.21189	7.26248
YAL065C	0.374461	0.215851	0.301077	0.369173	0.150762	0	0	0	0	0.809987	0	0.267182
YAL066W	0.426419	0	0	0.420397	0.343361	0	0.356573	0	0	0.307459	0.286736	0
YAL067C	0.320233	0.252601	0.379439	0.564957	0.597146	0.696333	0.690591	0.914696	0.574332	0.583317	0.623334	0.432928
YAL067W-A	0	0	0	0	0	0	0	0	0	0	0	0
YAL068C	0	0	0	0	0	0	0.568568	0	0	0	0	0
YAL068W-A	0	0	0	0	0	0	0	0	0	0	0	0
YAL069W	0	0	0	0	0	0	0	0	0	0	0	0
YAR002C-A	176.15	185.9	175.495	179.86	189.068	178.692	171.583	182.463	167.66	188.065	191.917	161.031
YAR002W	33.2065	39.2387	35.9724	33.1835	36.6935	38.0136	34.1656	33.6337	35.5096	32.2453	33.4555	30.0939
YAR003W	9.1634	11.3146	10.5482	14.4396	19.6358	21.2163	17.5441	19.6235	22.0062	18.6478	18.7545	22.2941
YAR007C	38.509	37.5245	36.3068	37.6501	37.5959	35.6633	37.1585	36.705	34.5595	35.5427	39.0137	37.9656
YAR008W	5.5781	6.07068	6.96065	9.63483	9.77374	12.9466	10.6349	9.45438	13.8199	9.74922	11.1626	13.3092
YAR009C	5.86027	4.73284	4.17724	4.53512	5.09856	5.55069	4.68057	5.33348	4.02924	4.47626	4.91276	5.63768
YAR010C	0.0962301	0.0277351	0.0773717	0.0948712	0	0.154611	0.020117	0.0502159	0.0723341	0.138769	0.0485308	0.0343306
YAR014C	27.2251	31.4344	33.42	33.9503	38.8783	40.356	37.8127	39.8396	38.6851	35.546	37.6576	37.3415
YAR015W	49.0995	52.6157	61.0245	66.8664	77.0904	83.2379	74.7516	77.2462	79.4979	75.2673	75.2616	78.6802
YAR018C	22.7148	26.0465	25.9728	24.7994	25.7166	26.2978	24.5435	23.6048	21.9587	23.3267	24.7404	23.5014
YAR019C	10.7368	8.4487	8.39977	8.11973	9.62509	10.3539	9.58366	10.3893	9.47376	8.69525	9.69336	10.3338
YAR019W-A	0.922364	0	0.494404	2.72801	0.742706	1.41138	1.54257	1.92527	0.308143	1.10841	0.826963	2.63247
YAR020C	54.1608	20.8134	40.6437	56.9557	49.4263	66.3003	75.4824	109.283	21.7128	36.4479	29.1354	77.2887
YAR023C	8.61259	6.14175	7.13894	8.3159	9.15139	8.88547	11.0627	10.1006	10.9456	7.81039	10.6871	10.2631
YAR027W	48.2418	48.6724	45.1694	49.2254	49.6785	52.3016	57.8504	59.8068	43.5543	51.3433	64.6511	65.1469
YAR028W	13.8821	12.5421	12.4828	13.1833	14.6457	15.3983	14.7354	16.2032	12.096	13.5229	14.5165	14.3118
YAR029W	43.2713	47.7171	45.38	61.2082	75.7456	60.455	48.7692	56.9418	43.3682	66.469	74.6397	64.4339
YAR030C	2.77794	2.24181	3.12696	3.56032	5.59214	5.10087	4.64584	5.79847	3.6194	6.60978	5.60388	4.3606
YAR031W	1.31581	1.0113	1.47472	1.76895	1.86219	1.46431	1.53373	1.45649	1.23883	2.87495	1.76958	1.65009
YAR033W	2.26647	2.28632	2.73346	2.23447	2.28126	2.39298	2.17952	2.83852	3.57768	2.32871	2.97187	2.83002
YAR035C-A	0	0	0	0	0	0	0	0	0	0	0	0
YAR035W	3.31692	2.74078	2.90726	2.38589	3.31277	3.30667	2.85694	3.66975	3.99491	3.34616	2.39312	2.47839
YAR042W	28.2284	26.1426	26.1463	27.3231	28.9253	33.5093	29.6019	32.1592	29.5559	27.793	27.8309	31.1815
YAR047C	4.29631	2.88929	2.3029	2.47079	1.72974	2.62964	2.99382	2.61561	2.51179	2.8396	5.53717	0.510911
YAR050W	0.733994	0.504988	0.456892	0.350143	0.414673	0.652144	0.494974	0.685732	0.539862	0.473745	0.366188	0.523713
YAR053W	0	0	0	0	0	0	0	0	0	0	0	0
YAR060C	0	0	0	0	0	0	0	0	0	0	0	0
YAR064W	0	0.569273	0.794041	0	0.397609	0	0	0.51535	0.494894	0.356035	0	0
YAR066W	0	0	0	0	0	0	0	0	0	0	0	0
YAR068W	0	0	0	0	0.0877853	0.100092	0.091163	0.11378	0	0.0786063	0.146616	0
YAR069C	0	0	0	0	0	0	0	0	0	0	0	0
YAR070C	0	0	0	0	0	0	0	0	0	0	0	0
YAR071W	0.111852	0.12895	0	0.19849	0.324236	0.102692	0.0748247	0.280166	0.179363	0.177426	0.270764	0.287307
YAR073W	0.0804915	0.061864	0.043145	0.105806	0.108022	0	0	0.056004	0.0268905	0.0193455	0.0180416	0
YAR075W	0	0.132389	0.18466	0.113213	0	0.10543	0.096025	0.119849	0.230183	0	0.154436	0
YBL001C	257.116	311.242	356.451	364.482	432.893	422.761	414.367	481.798	433.781	422.74	468.119	498.665
YBL002W	849.834	845.397	743.918	692.967	828.525	740.7	671.832	648.283	728.248	693.481	650.521	550.809
YBL003C	390.323	353.081	353.994	344.733	421.512	430.629	383.572	335.097	586.622	392.093	370.183	356.42
YBL004W	51.647	45.0704	49.1024	47.9735	47.8348	50.6543	42.8259	45.0178	45.8839	46.6837	47.5678	42.3816
YBL005W	9.74938	9.45159	9.74425	9.53572	9.89058	10.4722	10.1825	10.3058	9.54912	9.24539	10.8183	10.9706
YBL005W-A	17.971	14.034	13.5014	12.7839	12.4947	14.7101	14.1221	13.3072	12.345	12.9402	13.4269	15.6891
YBL005W-B	25.5649	20.3865	21.54	21.3264	20.4569	24.8419	22.5613	23.4629	21.3036	20.6564	22.3692	26.0279
YBL006C	55.9819	58.7644	57.2353	50.9458	55.4096	60.7567	51.442	54.2988	50.9104	55.9525	47.6308	57.4386
YBL006W-A	8.36496	9.64368	13.4513	4.12342	3.36782	7.6799	6.99481	8.73021	16.7674	12.0627	5.62483	5.96849
YBL007C	104.292	99.4198	103.693	109.637	104.288	119.555	108.66	116.427	106.702	108.032	111.86	120.217
YBL008W	12.2372	13.0337	13.5937	13.8454	14.5105	15.4911	14.4228	14.5028	15.0659	14.0583	14.8833	14.8036
YBL008W-A	0	1.71528	4.78507	2.93367	5.99022	1.36599	1.24414	9.31685	1.49117	0	3.0014	4.24637
YBL009W	13.6439	11.8682	13.22	11.8216	13.7183	13.1654	13.0458	13.3619	14.1539	11.8971	12.1189	12.7869
YBL010C	7.26416	9.42769	10.4921	9.94902	12.1889	13.0589	13.0579	12.0303	13.6017	11.1966	12.3432	15.3319
YBL011W	65.8094	55.5417	55.8891	58.8097	56.1257	57.2662	54.4555	57.0122	54.0097	54.027	55.3214	54.2809
YBL012C	0.675497	0.19469	0	0	0.271962	0	0.282427	0.352496	0	0.365288	0	0
YBL013W	6.15571	6.69207	6.33866	5.98893	6.17414	6.22169	6.29882	7.80519	5.95301	6.4435	4.93807	6.74236
YBL014C	11.784	13.94	12.775	13.0711	15.0658	15.9411	14.9803	14.9331	15.4353	14.6529	16.0688	16.1652
YBL015W	39.9981	34.4166	41.1119	48.6127	37.7679	43.1159	46.0661	54.3773	40.457	39.7629	45.4177	53.9226
YBL016W	27.7446	25.5374	24.3772	19.4885	21.5472	24.9181	23.3862	21.3273	22.5511	20.9899	18.5067	20.363
YBL017C	41.3773	40.2871	45.2955	51.2691	53.1455	59.0324	55.7388	59.8283	58.3011	54.9516	67.055	72.3136
YBL018C	60.9636	60.1591	66.5321	65.0974	69.3504	62.9479	58.6035	62.3918	63.6389	60.5161	56.8914	61.9338
YBL019W	7.94404	8.43299	8.85358	8.00633	8.40755	9.82088	9.93135	10.3636	8.31655	8.03884	10.1943	9.82106
YBL020W	28.2885	27.8905	28.9376	27.8373	30.2351	29.5397	28.383	29.4872	27.6325	29.2825	28.0739	28.6525
YBL021C	17.3641	22.4207	19.8808	20.2688	19.6866	24.9971	19.3986	22.0367	21.4404	22.4358	22.8851	23.3913
YBL022C	71.8017	64.9033	65.6634	67.3945	71.3827	74.6336	67.8936	68.6678	73.8924	66.9677	72.2402	72.9002
YBL023C	16.9951	18.2666	17.9374	18.7212	20.5669	21.5186	20.277	21.2251	20.8988	20.3678	21.6328	20.8592
YBL024W	66.4543	69.7186	73.9409	69.1266	65.0074	72.9647	66.7789	65.6978	68.3523	67.3805	65.7346	64.2488
YBL025W	11.0733	15.1302	12.3107	12.3995	14.6406	17.5717	15.4326	13.269	16.0306	15.6726	17.0982	14.8265
YBL026W	397.523	453.355	407.146	390.704	413.66	317.241	333.433	362.542	334.054	358.942	422.342	321.164
YBL027W	2178.18	2081.32	2042.22	2054.97	2002.15	2000.53	1810.83	1798.82	2000.17	1934.12	1782.43	1671.03
YBL028C	196.914	190.693	194.02	172.249	185.37	174.214	144.602	138.254	170.084	163.664	147.337	113.422
YBL029C-A	157.174	207.3	165.376	139.013	181.246	203.092	188.761	186.314	182.16	144.573	148.311	146.758
YBL029W	1.93344	1.82372	1.17768	0.981949	1.58043	1.69441	1.15132	1.28409	1.76161	1.18284	1.14251	1.00329
YBL030C	104.811	121.716	150.232	163.883	156.215	179.186	185.479	199.426	199.85	168.694	172.194	207.165
YBL031W	15.8122	15.9022	14.8774	14.1627	15.7935	14.0539	14.6288	14.115	12.5095	12.7837	14.2521	11.7623
YBL032W	73.8263	72.0612	71.7026	62.8161	74.8938	78.2262	71.3925	74.0436	81.4975	76.2842	66.7263	67.9875
YBL033C	35.2691	36.5454	35.0714	38.0641	38.9997	45.0383	40.8563	45.6952	40.7962	37.2358	36.818	41.9181
YBL034C	12.5367	11.8928	12.2817	11.79	12.9929	12.8251	12.5064	12.9019	12.5648	11.2568	13.4079	13.029
YBL035C	17.6537	16.862	16.3393	16.8048	17.7216	18.6322	17.3516	18.0927	16.7511	15.7191	16.2306	17.0645
YBL036C	24.6566	28.9364	37.275	42.5034	53.38	55.3056	53.2116	50.6446	54.948	51.7019	63.4069	70.1604
YBL037W	18.6865	19.1423	20.8257	21.1689	19.0475	20.7534	21.6744	22.2095	19.2318	19.9599	23.976	24.3201
YBL038W	38.9863	41.7025	40.9946	39.5679	37.5417	41.5394	40.0904	41.1081	34.7576	36.8454	39.4197	39.0014
YBL039C	104.755	119.25	133.87	121.829	119.207	138.989	109.825	117.63	128.123	126.01	112.133	109.031
YBL039C-A	349.198	208.478	350.957	319.677	351.477	246.175	276.358	214.763	243.736	341.703	306.092	266.954
YBL039W-B	187.424	156.468	98.7308	162.477	124.898	112.739	175.64	158.51	103.638	153.777	186.871	161.397
YBL040C	67.9578	77.7664	81.2776	83.0504	92.0285	88.6536	84.2672	92.3141	85.1215	89.8396	101.158	98.0537
YBL041W	97.1219	99.479	103.741	119.354	129.977	133.528	122.885	131.212	136.698	129.939	137.9	148.644
YBL042C	42.0579	39.2175	42.0956	35.0615	41.1869	40.1183	34.6518	33.5178	37.193	38.9094	32.0551	28.2436
YBL043W	0.689007	1.87236	1.02882	1.40707	0.713318	0.722949	0.781918	0.719092	0.937174	0.993584	0.628774	0.912998
YBL044W	0.861259	0.992916	1.03871	0.212274	0.173376	0.197681	0.180047	0.674148	0.431593	1.24198	0.289567	0
YBL045C	78.432	82.849	97.5007	103.816	79.2444	92.9893	92.5297	106.569	78.6536	79.8014	89.5573	94.6521
YBL046W	3.91045	5.44859	5.59382	8.63288	9.85201	12.5987	10.5119	12.2937	14.6429	11.036	12.6635	14.1733
YBL047C	104.511	99.5592	99.5375	101.068	96.1776	118.292	106.404	110.161	99.0439	99.4492	107.601	116.583
YBL048W	12.6254	11.2687	25.5418	21.6821	15.7413	19.8177	22.4771	31.0291	12.2455	21.7304	31.7679	38.9395
YBL049W	11.3809	11.3476	15.0861	12.4332	13.8701	19.4857	18.1333	23.2742	17.4179	15.5247	24.7166	29.6285
YBL050W	28.9137	36.5961	38.8446	44.1935	52.5082	57.1958	54.0141	57.827	62.766	53.3164	63.7875	68.826
YBL051C	43.7684	37.9206	40.0833	37.5428	39.7877	49.0627	42.523	41.9521	41.4948	38.139	40.4307	44.5473
YBL052C	11.6023	11.3344	11.2793	11.8125	14.9164	14.8433	13.3461	13.1169	15.4774	13.0499	15.2786	14.4728
YBL053W	0.615185	0.236409	0	0.404332	0.66048	0.188268	0.342946	0.214015	0.616562	0.591419	0.137889	0.877883
YBL054W	15.2616	15.1739	16.8508	13.4936	15.9208	17.4209	13.6884	14.4062	15.2178	14.3683	13.0207	14.3156
YBL055C	22.1723	23.7886	24.6489	25.9783	25.3253	25.1338	25.8282	24.371	24.3799	26.7063	27.2676	27.8362
YBL056W	87.5985	80.4108	85.9676	90.1011	92.7247	93.2277	88.4749	94.8698	91.708	91.5075	99.053	95.903
YBL057C	69.5159	66.5096	65.6204	66.7822	62.9107	69.4081	63.2736	62.3498	62.3413	63.2326	55.983	54.4287
YBL058W	79.0287	80.9183	80.5385	83.8639	96.9889	105.159	97.9962	94.4731	103.684	92.6022	98.5547	103.261
YBL059C-A	84.4727	95.1807	101.493	83.9083	86.4998	75.506	82.3646	81.8401	65.8125	73.548	84.4524	78.2401
YBL059W	9.77646	10.9131	13.8495	11.3978	10.9336	11.8965	10.6406	12.1468	11.5092	10.8533	10.3305	8.85792
YBL060W	4.99673	4.23426	5.97476	5.92263	7.93231	9.6194	8.21371	8.23093	9.70193	7.71875	8.95983	11.5387
YBL061C	15.7243	17.4488	17.1427	17.784	21.6409	20.8628	19.9049	19.4412	21.7765	19.0545	20.2414	20.8376
YBL062W	0.391481	0.451326	0	0.57893	0.472844	0.718841	0.327358	0.204287	0	0	0.263243	0.279326
YBL063W	10.9645	7.95105	6.82382	7.69056	9.76567	10.8043	8.58766	8.35097	11.2072	8.56954	9.12319	10.5704
YBL064C	107.297	97.0174	100.815	103.647	91.5115	100.365	119.133	123.129	95.8185	99.74	113.562	128.534
YBL065W	1.34562	0	1.2983	1.32662	1.08352	1.48251	1.80034	1.1235	1.61836	1.16427	1.99063	0
YBL066C	8.96808	7.09758	6.96374	7.79003	8.34026	10.7037	9.45837	9.63792	9.22298	8.25462	8.70874	11.9791
YBL067C	31.6529	34.9835	38.8203	39.7735	37.6682	42.3543	39.6915	41.118	38.2139	37.9037	42.1679	42.3047
YBL068W	32.6149	36.4612	39.2782	36.0518	36.3805	37.5918	39.3742	36.3967	36.4378	37.9466	36.1484	32.9422
YBL068W-A	98.4698	111.721	90.4829	83.2108	123.34	130.586	121.551	102.769	130.02	120.586	111.407	100.37
YBL069W	13.105	14.9081	15.2465	15.9542	18.9864	18.7997	17.7868	17.1484	20.1244	18.1465	18.4922	18.1699
YBL070C	0	1.23827	1.15145	0	0.57658	0	0	0	0.358827	0.774437	0.240746	0
YBL071C	2.55851	1.47481	0.685706	1.26119	2.40353	1.56599	0.356573	0.445038	1.70949	1.84475	1.43368	0.608509
YBL071C-B	0	6.66286	9.29358	5.69777	4.65368	0	9.66548	6.03173	5.79232	8.33417	0	8.24731
YBL071W-A	314.858	436.469	403.818	339.317	380.809	319.501	327.242	290.025	356.446	340.991	289.721	285.594
