Gene	Tx 0min Rep1	Tx 30min Rep1	Tx 60min Rep1	Tx 90min Rep1	Tx 0min Rep2	Tx 30min Rep2	Tx 60min Rep2	Tx 90min Rep2	Tx 0min Rep3	Tx 30min Rep3	Tx 60min Rep3	Tx 90min Rep3
YDR108W	12.08	11.4766	12.523	13.1086	13.6562	14.1458	13.7958	13.7894	12.8217	13.2263	15.1553	14.3055
YDR109C	5.06143	5.53712	6.03866	6.27768	8.42503	10.3681	9.38633	10.2383	9.83187	9.33938	9.14904	12.2515
YDR110W	11.4241	12.5551	13.3917	11.8768	13.9417	14.6219	13.4217	13.1487	15.3911	12.9458	14.3946	15.4137
YDR111C	14.1247	12.9897	13.3607	12.5467	13.1031	13.2098	11.523	10.8075	12.4908	12.2152	11.7735	10.0926
YDR112W	0.426419	0.491604	0.685706	0.840794	0.343361	1.56599	0	0.445038	0.427373	0.922377	0.286736	0
YDR113C	11.1875	12.8977	12.0886	11.1462	14.3944	15.5699	13.1663	13.8382	13.8229	12.3131	13.0554	12.0369
YDR114C	1.87819	1.62398	0.755059	1.38875	2.26854	2.15547	0.785275	1.47015	2.35299	1.35422	0.315737	2.01017
YDR115W	145.918	138.538	161.431	155.263	150.251	120.263	146.046	135.152	147.741	138.577	160.354	153.376
YDR116C	25.0317	27.5375	27.1533	27.1878	26.3395	28.2402	26.2177	25.5047	22.5364	22.6983	26.1038	25.0045
YDR117C	25.285	25.3882	25.5772	25.4553	27.6827	27.6181	24.8562	24.9188	26.0564	24.2739	26.9423	25.8021
YDR118W	6.13458	6.48009	6.05006	8.11856	8.62622	8.35117	8.1874	8.61018	8.541	8.2036	9.32711	9.91853
YDR118W-A	26.1133	36.1261	41.9916	102.978	46.2593	76.719	61.1408	70.859	62.8121	86.6103	45.6541	37.2642
YDR119W	30.006	31.4086	33.4529	33.246	40.9329	42.9481	39.2324	39.2172	47.9408	38.4272	40.1511	41.368
YDR119W-A	74.8379	56.527	33.1982	45.7951	60.2611	49.7547	97.1064	91.5721	85.3509	83.7311	112.793	125.208
YDR120C	27.7615	27.4069	33.8576	30.2056	35.9684	42.1126	30.9769	32.9154	40.453	35.2615	33.8699	35.1333
YDR121W	18.9628	24.5616	23.0826	22.2702	24.4551	30.7967	23.8799	25.7832	26.7285	23.3144	25.4006	27.1682
YDR122W	41.8877	41.6378	42.5217	46.709	42.7119	52.0494	51.0585	52.385	44.3372	44.1902	50.6241	56.2953
YDR123C	37.0109	33.0972	30.0073	31.2483	32.426	39.3225	34.4198	32.1081	29.6672	33.0076	31.1741	32.1099
YDR124W	9.39556	8.8624	9.50009	11.1926	11.3769	12.3183	12.142	11.4401	11.2357	9.26353	11.1759	10.3605
YDR125C	4.59648	5.21883	5.71153	5.28683	5.12184	5.47753	5.92068	6.92926	5.09536	4.75367	6.46258	5.2673
YDR126W	6.51031	7.03642	6.05236	6.2178	6.77122	6.81767	6.60645	7.3254	5.74325	6.28325	6.49816	6.19357
YDR127W	95.9166	88.657	102.032	113.562	124.246	139.999	127.243	137.199	133.181	122.635	134.481	141.755
YDR128W	16.3284	15.08	18.7216	20.2875	21.9631	25.2053	22.9163	25.2458	24.8591	22.3696	25.1049	29.6998
YDR129C	138.524	142.554	155.906	168.743	171.333	185.552	188.072	197.365	180.514	186.053	215.179	232.419
YDR130C	15.6593	18.7656	17.0966	17.3882	18.0842	18.1602	17.8152	17.4182	18.9158	17.4709	16.4873	16.8772
YDR131C	9.13952	8.65136	8.06429	8.11479	9.27598	8.85812	8.55413	9.10243	7.81239	7.95234	10.031	9.25666
YDR132C	5.56795	4.66406	5.29837	4.338	5.69244	6.08839	5.89403	5.00579	5.2042	5.26263	6.198	5.80295
YDR133C	817.664	618.511	562.893	468.04	768.611	791.86	639.293	678.602	784.678	650.139	563.794	533.417
YDR135C	58.6654	54.4892	55.5914	57.1259	57.5516	63.2304	58.193	61.4528	59.634	58.2335	64.1412	65.5943
YDR136C	0.478477	0.55162	0.641182	0.786201	0.513707	0.732153	0.866893	0.665826	0.799247	1.20748	1.12609	0.682798
YDR137W	13.46	14.9707	14.4455	16.7773	17.5107	18.1282	17.0564	17.4358	15.7929	16.3317	18.4605	19.5884
YDR138W	18.4721	19.1914	19.6374	18.8576	19.8943	20.8421	21.7131	21.8008	17.9466	18.7131	22.4566	22.3978
YDR139C	541.221	544.543	453.618	506.091	611.444	528.517	555.427	448.459	535.857	530.955	545.897	517.23
YDR140W	34.3264	37.1451	35.8693	34.5137	37.2197	35.4973	41.3978	36.3426	30.8636	37.3041	36.5396	36.1637
YDR141C	24.159	20.3192	21.4942	23.5341	25.1481	26.4815	24.7743	25.9481	25.2012	25.1278	28.9567	30.4445
YDR142C	14.3445	16.5034	16.6856	15.7938	15.3139	15.3287	16.7634	16.3207	14.848	15.4506	16.6625	15.6461
YDR143C	23.7009	24.9922	21.9547	22.2084	22.158	27.1063	22.5468	22.5397	23.6232	22.6167	21.6627	20.996
YDR144C	42.0576	39.8326	39.0428	39.0519	41.3809	43.1514	37.8869	35.5874	43.4616	38.3588	37.3395	35.3168
YDR145W	40.4057	38.5217	39.3666	35.9519	35.7375	44.6578	37.7902	41.4029	35.623	35.5337	35.8506	39.0763
YDR146C	33.7224	32.7805	34.3698	33.693	34.266	36.0303	34.4817	35.1088	32.8341	31.0297	34.0461	32.6567
YDR147W	24.4468	24.8668	24.4512	23.5004	23.3827	24.544	23.6929	23.7046	20.1856	23.3833	26.7529	22.7861
YDR148C	64.1536	72.5011	74.7729	75.7279	62.7976	68.8616	73.3986	80.7091	62.8699	69.4824	73.7066	78.3551
YDR149C	0	0	0	0	0	0	0	0	0	0	0	0
YDR150W	25.9573	21.7056	23.8808	24.9888	28.3437	33.2099	27.3731	29.3733	31.9988	26.7613	29.8995	33.326
YDR151C	37.3212	36.3661	34.7093	34.5579	35.1604	36.7378	38.3507	39.1728	35.4155	35.4961	41.8502	37.832
YDR152W	43.2983	58.0015	64.7068	61.0607	69.4641	81.3626	64.8169	70.0918	77.4038	65.3567	65.9517	73.2049
YDR153C	36.0996	40.0486	42.2642	43.1517	43.9711	48.9336	45.2908	45.7902	42.3985	43.9789	46.718	48.0034
YDR154C	6077.29	5056.44	5522.97	5920.55	5086.93	6256.33	5630.45	6921.88	5041.9	5406.13	4934.61	6098.03
YDR155C	3477.12	3315.22	3324.06	3491.49	3223.67	3224.28	3418.19	3854.56	3030	3420.41	3548.14	3782.67
YDR156W	102.725	127.996	114.573	99.8847	116.761	122.347	109.207	126.822	114.568	119.23	102.454	99.6636
YDR157W	36.8146	38.9379	51.0532	45.1187	46.5056	48.3738	44.9058	47.7632	46.5444	49.801	47.5799	43.8597
YDR158W	94.7994	73.8898	76.931	86.6499	127.6	203.577	139.686	168.275	224.124	151.451	129.947	303.437
YDR159W	19.154	18.1478	17.008	17.9501	18.8594	19.9789	19.077	19.3488	17.6178	18.2578	20.0013	19.6303
YDR160W	7.80726	8.30439	8.38167	10.3546	10.4476	12.0765	11.3827	12.981	11.6026	11.7101	13.982	14.924
YDR161W	25.6119	32.5546	35.0098	34.5763	39.7685	42.388	36.1038	38.2533	43.414	39.3158	38.5836	41.2634
YDR162C	9.2837	12.5082	11.6912	15.383	20.7151	23.0543	20.0156	20.4871	21.8039	16.9361	20.6458	21.7076
YDR163W	9.44607	14.5201	13.9985	17.5297	22.8185	23.6367	19.4373	20.297	25.2459	20.4326	23.7881	28.1489
YDR164C	21.0083	20.3532	20.2134	22.1532	22.231	25.2736	22.7499	24.3198	21.9561	22.286	25.168	27.9883
YDR165W	56.9097	54.8024	57.2728	50.3594	51.9936	51.2224	49.299	45.1667	47.6422	50.4855	46.5707	40.8773
YDR166C	19.1337	18.2388	18.8347	19.7804	20.1966	19.5769	20.9737	20.1815	19.7106	17.7845	21.2566	21.7604
YDR167W	24.5876	23.5417	28.7043	27.938	33.3329	36.2841	32.5246	33.1275	41.419	27.594	36.4294	37.9613
YDR168W	61.9335	62.7364	55.0715	63.6422	64.2636	67.2303	65.9379	64.3833	62.2349	60.7662	74.6728	69.5101
YDR169C	26.1375	25.1109	23.6502	22.0844	23.9428	28.8037	25.2985	25.6104	21.5496	21.8571	21.9829	27.2897
YDR169C-A	37.6423	24.1092	20.177	20.6171	16.8391	53.7593	62.9533	48.0161	58.6858	24.1254	30.9366	59.6849
YDR170C	67.7923	58.5651	63.5339	65.8876	68.3391	76.7007	67.4143	69.6096	71.868	66.3947	73.5954	76.8291
YDR170W-A	5.96627	4.79817	3.8299	3.96087	4.95914	5.23469	5.41147	4.82073	4.70171	4.49264	5.09573	4.80629
YDR171W	89.8002	89.0914	87.3986	117.656	104.097	115.559	127.422	147.377	125.56	107.349	131.699	174.162
YDR172W	142.129	146.105	152.804	155.654	161.565	176.49	157.94	167.415	167.169	163.043	160.112	166.705
YDR173C	10.6001	12.0023	13.4437	13.2496	13.1588	13.758	15.1952	14.2238	12.7423	13.7619	15.6981	15.0816
YDR174W	212.531	187.807	186.884	183.747	184.075	184.085	188.61	183.61	179.216	177.512	185.252	173.414
YDR175C	20.8955	19.9421	22.4398	24.6131	23.9361	23.7885	24.3709	24.2731	24.4023	23.5033	24.2406	28.5219
YDR176W	17.9753	18.7853	19.367	20.1866	22.4606	24.2447	20.7693	22.1817	22.5542	20.7431	23.539	23.9662
YDR177W	84.3128	96.1561	92.3649	93.5922	92.5541	102.319	100.447	103.471	95.7293	94.0823	100.325	114.494
YDR178W	39.4961	50.047	60.1545	59.4368	58.4925	88.5772	85.8405	86.4363	69.4909	73.5152	80.2598	107.758
YDR179C	12.2729	13.032	12.8108	11.5689	13.8701	10.7736	13.9536	10.7864	11.653	11.7212	12.5238	11.8295
YDR179W-A	9.24554	9.51219	9.12397	9.58298	10.3389	9.92038	9.6025	9.95593	8.65452	9.46969	10.6403	8.96777
YDR180W	10.9687	9.91509	10.6988	11.0605	11.3143	10.7877	10.2847	10.7405	10.7852	10.0564	11.0286	10.7835
YDR181C	16.3834	15.8767	16.9735	17.365	16.738	17.1621	17.3278	18.1801	15.3816	15.4547	17.4466	18.8206
YDR182W	32.8289	31.9238	33.2524	34.6905	36.1334	39.2269	38.3337	37.2952	38.1575	35.5437	38.8685	41.3184
YDR182W-A	4.97979	17.2231	16.0156	31.9115	14.0344	4.57196	10.4103	18.1903	9.98187	16.1575	20.0913	10.6594
YDR183C-A	173.18	217.122	200.159	154.728	149.906	179.865	150.244	146.852	107.395	157.644	178.315	106.575
YDR183W	11.5804	12.6798	14.1303	17.0967	16.7284	16.6159	16.0582	15.0013	15.514	14.6017	18.2349	17.7712
YDR184C	34.8566	39.5293	36.5837	28.7171	29.8338	31.0695	30.2683	28.7043	25.4884	25.2497	24.9137	22.8415
YDR185C	12.3418	11.8741	10.7084	11.2046	9.65186	11.4125	12.8446	11.7686	10.4116	11.0114	11.6424	12.2904
YDR186C	37.3321	32.76	32.9079	37.3709	41.7585	46.9263	41.182	44.4684	40.4015	39.2434	44.4221	50.1972
YDR187C	0	0	0	0	0	0	0	0.199748	0	0	0	0
YDR188W	60.9192	58.5692	71.8146	85.1476	101.126	121.182	98.4205	114.722	133.422	106.746	108.588	138.823
YDR189W	43.5496	41.5529	43.7067	42.5712	44.8759	50.6118	43.6059	42.496	44.5783	44.6177	46.42	46.2362
YDR190C	37.3891	42.4009	49.0368	51.347	61.9967	71.6426	60.0345	66.0819	73.4502	65.1795	67.0184	76.5486
YDR191W	8.31354	9.20516	8.4636	9.43441	8.0668	8.92311	9.15238	9.4256	8.21226	8.21518	8.58647	8.79102
YDR192C	14.874	13.7239	13.8097	13.7124	15.3248	16.2689	15.2522	15.3685	15.8251	16.2207	14.9443	15.6102
YDR193W	0.861259	0.397167	1.10796	1.86801	0.416102	0.94887	1.1523	1.61796	0.690549	0.248396	0.810788	0.983229
YDR194C	61.472	58.1249	61.0379	53.4844	53.2044	48.0549	51.2175	48.5109	47.238	47.3745	53.1968	48.2956
YDR194W-A	0	0	0	0	0	0	0	0	0	0	2.74833	0
YDR195W	10.4459	10.6777	9.55034	11.5786	11.3944	14.219	12.1362	12.4765	12.8617	11.3733	13.419	14.1707
YDR196C	24.1586	27.2271	30.138	30.5461	32.8869	39.2379	36.2359	37.0852	37.8933	31.3619	38.609	37.4122
YDR197W	11.6705	12.1608	13.3082	12.3354	13.4635	14.2949	13.0431	14.3174	12.5963	13.1682	13.3748	13.5714
YDR198C	12.8213	12.7303	12.6634	12.5119	12.8918	14.241	13.1339	14.7396	12.5456	12.7952	13.4499	14.2098
YDR199W	0	0.254594	0.355116	0	0.533464	0.20275	0.738653	0.691433	0	0.636912	0.296991	0.315137
YDR200C	10.7905	9.51069	9.631	10.264	12.4884	14.6178	11.7962	13.1902	14.5849	11.361	14.0457	19.1654
YDR201W	21.9984	29.9071	20.1903	24.9614	28.4922	28.3899	24.2087	23.1756	28.1836	27.982	25.2586	28.1346
YDR202C	19.7225	18.6772	19.307	20.7382	23.0738	22.4872	19.9993	23.424	20.8898	19.8994	23.1869	25.0833
YDR203W	0	0	0	1.83961	0.300503	0.342629	0.62413	1.16846	0.374028	0	0.752835	1.06511
YDR204W	30.3313	34.1438	29.0676	30.9434	31.7148	34.2231	33.7321	35.3151	33.4357	32.154	33.8553	36.7253
YDR205W	12.6372	11.8779	12.361	13.0671	14.8531	16.1347	15.447	15.3871	14.615	14.5865	15.8134	15.1811
YDR206W	27.6312	27.1876	29.8059	28.5326	29.8674	30.8895	29.2296	31.0904	27.3055	28.4324	31.643	29.3314
YDR207C	12.245	12.1415	11.7556	9.96619	12.2973	12.6369	11.6529	12.4101	11.803	11.102	10.5304	10.4321
YDR208W	38.0091	36.0271	37.0778	37.2165	40.6053	45.4695	39.5432	41.5387	37.9332	36.1546	38.2295	41.6144
YDR209C	0.313185	0.361061	0.25181	0	0.504367	0.143768	0	0	0	0.112907	0.105297	0
YDR210C-C	6.68799	5.13099	5.57076	4.62497	4.99788	7.97351	5.5724	5.92548	6.48596	5.15179	6.01782	6.93478
YDR210C-D	2.68725	2.09504	2.14407	1.96414	2.36281	2.74131	2.36332	2.24045	2.47657	2.36073	2.56508	2.74752
YDR210W	627.973	734.341	613.413	667.001	594.038	558.372	636.455	546.473	629.378	720.044	613.435	600.844
YDR210W-A	0.314505	0.167345	0.233419	0.214659	0.233765	0.222114	0.30345	0.227241	0.0727404	0.104661	0.276553	0.207141
YDR210W-B	0.520429	0.741158	0.590738	0.558352	0.529988	0.702659	0.657043	0.633679	0.562503	0.51136	0.569528	0.793631
YDR211W	54.2183	55.8713	60.4103	59.5446	60.0817	64.0864	57.9351	58.8971	59.9572	58.1463	62.3718	58.7791
YDR212W	140.04	123.792	134.401	134.52	145.941	150.951	136.654	135.565	147.466	143.544	138.677	136.585
YDR213W	25.7549	23.6938	27.3657	39.2158	31.4455	41.0492	37.9593	43.0611	30.6322	34.6589	42.1771	48.3924
YDR214W	105.408	97.6985	101.029	108.64	156.97	123.949	125.415	126.109	166.647	112.612	122.612	122.491
YDR215C	0.62637	0.902651	0.503619	0.771906	0.252183	0.575073	0.261886	0.81715	0	0.451629	0.73708	2.01115
YDR216W	29.1759	23.3147	26.4938	27.765	26.5499	27.3664	27.4147	27.1108	25.0679	24.4643	29.3954	28.2351
YDR217C	13.0979	13.3198	14.143	15.2242	16.3852	16.9294	16.1118	17.1934	16.3422	15.0617	17.223	18.1701
YDR218C	0.681936	0.436767	0.487374	0.771906	0.223711	0.463768	0.654716	0.711711	0.354387	0.455271	0.764253	0.865011
YDR219C	19.4964	18.1991	17.7549	16.6494	19.1212	18.7255	19.0671	17.6018	16.0918	15.8896	20.0202	18.7404
YDR220C	1.09655	0.632085	1.76331	0.54053	0.882962	0	0	1.14442	1.099	1.58128	1.47469	0.782397
YDR221W	23.2818	25.7998	25.2866	26.815	29.3397	30.0476	29.9807	29.3146	27.3574	26.372	29.8254	30.2501
YDR222W	42.7785	49.4669	51.5302	50.6398	42.4433	44.594	48.6181	50.1259	40.5931	44.5136	51.3221	53.5166
YDR223W	3.31081	4.79695	4.24479	6.46196	4.35917	5.48373	7.20188	6.86406	4.77555	5.48407	7.14516	7.59768
YDR224C	915.22	917.536	821.08	810.454	830.365	881.255	773.687	798.155	861.953	839.857	791.877	776.048
YDR225W	658.174	557.821	589.159	553.951	611.671	624.357	576.438	572.757	721.451	638.129	575.891	589.2
YDR226W	777.84	735.326	734.322	737.016	684.835	720.859	707.173	709.782	711.944	697.727	693.182	678.252
YDR227W	14.4308	12.8394	13.1657	13.0093	14.0168	15.3745	13.9579	13.7084	13.2928	12.5415	14.0563	15.3918
YDR228C	25.9011	25.6443	23.3965	23.475	22.8703	26.9486	24.0018	23.3143	21.0719	20.0794	23.5806	23.6092
YDR229W	12.0948	13.3281	13.5509	16.4327	20.0574	22.1872	19.5868	21.9992	20.9398	18.7469	21.8541	25.0114
YDR230W	0	0.300871	0	0.257291	0	0.239603	0	0	0	0.376341	0	0.372419
YDR231C	17.4352	16.2257	16.1015	16.1536	21.4253	20.8931	21.1372	19.9504	24.1412	18.4278	18.8807	19.3848
YDR232W	90.2104	82.6081	83.335	81.1744	86.435	98.637	90.5798	94.6702	87.8746	86.2057	77.9594	86.349
YDR233C	428.123	433.247	421.533	401.228	375.697	444.18	401.04	442.385	351.11	376.063	388.836	387.175
YDR234W	34.1403	39.4404	41.0953	45.5399	48.6134	56.2049	47.4664	54.0055	49.8275	48.673	46.2644	52.6615
YDR235W	15.4169	16.8065	16.6374	18.6728	16.2268	17.1153	17.7085	16.7516	16.7032	16.4388	19.9563	18.7814
YDR236C	27.4843	31.0286	29.5321	27.9078	29.5249	30.9894	34.103	31.5264	32.6234	34.4284	30.5749	33.3466
YDR237W	29.6109	34.7994	31.5901	31.4975	29.2593	29.7463	29.4248	25.8103	27.0465	27.3531	27.9088	26.0439
YDR238C	127.971	119.852	124.413	127.155	126.263	136.704	126.19	131.511	129.003	123.647	138.134	139.649
YDR239C	11.4835	11.6192	12.1012	13.1158	13.0635	13.9414	13.3413	13.8591	13.358	12.0234	13.9157	14.1557
YDR240C	13.0029	13.1743	12.397	12.0737	12.1617	12.8637	11.8743	12.5403	11.7478	12.2229	12.854	12.2004
YDR241W	1.22315	0.705063	2.95034	2.41175	1.47736	0.561488	1.5342	1.27655	0.612942	0.881921	0.411239	0
YDR242W	8.11465	6.9738	8.89692	8.58188	8.15276	8.73692	8.46645	9.14263	7.04227	7.79229	8.28398	10.0797
YDR243C	11.3359	11.9307	11.6051	12.0317	12.7873	13.0798	12.3542	12.5415	11.9754	11.4625	12.1092	13.0433
YDR244W	12.8539	15.0811	13.7711	15.7163	16.631	16.9335	17.0535	16.7223	16.8077	15.1615	17.1227	18.8529
YDR245W	42.5645	43.4201	48.8074	45.54	52.1355	47.3927	46.8932	45.2612	50.4589	49.0802	49.1054	45.012
YDR246W	21.7515	20.5831	21.027	21.3204	23.3362	29.2626	23.0775	23.9479	25.9586	22.8905	24.6872	30.5913
YDR246W-A	10.3225	23.8008	20.7489	15.265	6.2339	26.062	15.1054	29.6263	33.6231	27.9104	32.9703	33.1434
YDR247W	13.5893	12.8896	13.1187	13.0837	13.1382	15.585	15.7339	16.08	13.3464	12.6983	15.4028	20.0732
YDR248C	29.407	29.3402	28.3229	26.7733	25.1786	27.9959	27.7694	28.2616	25.8178	26.7977	27.6002	28.0132
YDR249C	10.8027	10.0315	12.3266	11.5547	11.8206	11.4125	11.4834	11.7686	10.6489	11.3315	12.319	11.9525
YDR250C	1.53574	0	2.46955	2.27107	0	0	1.92628	0	0.769586	2.21461	2.06534	1.09576
YDR251W	44.9398	39.106	40.4747	43.9419	42.491	47.5281	47.0529	46.0248	44.0479	42.6225	50.3723	48.7342
YDR252W	8.3555	9.03999	13.6428	11.1523	13.042	11.4478	9.45918	11.9401	12.2392	11.3076	11.7556	12.8407
YDR253C	0.790146	0.819839	1.52472	1.71377	2.67222	2.10376	1.98217	1.89669	1.74221	2.56372	1.75334	2.70613
YDR254W	5.61193	6.39058	7.51411	6.75213	8.0417	7.48665	7.58495	7.00445	8.26455	7.77889	8.61	8.85821
YDR255C	13.084	15.2013	14.9117	17.8836	16.4477	20.2463	20.8833	19.9925	17.1873	18.5931	24.2587	24.0369
YDR256C	1.39234	1.97207	1.53528	1.33345	1.61764	1.93572	1.86284	1.57768	1.61474	1.73533	1.63174	1.50436
YDR257C	21.3852	21.6176	21.3458	22.4434	22.926	21.0732	22.165	21.2935	20.9511	22.1416	23.7417	20.4939
YDR258C	41.6098	40.602	46.3551	54.1256	61.3975	62.0974	63.4338	67.643	76.8343	58.1976	71.9112	81.1602
YDR259C	9.07041	10.9848	12.1471	10.6913	6.61248	7.69709	7.63255	8.36153	6.02223	7.15892	6.8688	8.37051
YDR260C	14.0933	14.4424	14.9512	15.3416	25.2971	22.1942	20.7872	19.6116	23.5415	20.8878	22.5073	19.9718
YDR261C	41.9505	42.0335	40.0194	39.2884	42.0148	43.1934	40.5256	41.2916	39.5088	38.4884	40.5032	38.3562
YDR261C-C	0	0	0	0	0	0	0	0	0	0	0	0
YDR261C-D	8.05238	6.17148	6.42429	6.34312	6.15132	7.05003	6.91797	7.68346	6.73762	5.87125	7.13073	7.631
YDR261W-A	6.77395	5.29927	6.30232	6.27282	5.45453	6.17476	6.00831	6.89298	4.58265	5.14584	6.0679	6.28327
YDR261W-B	4.81142	4.19401	3.95467	4.75856	4.02216	4.76402	4.7529	5.1919	3.37502	4.51027	5.06399	6.07237
YDR262W	58.339	59.2614	57.3662	56.7554	56.6848	60.6777	67.1291	70.7738	51.3823	63.5371	74.5559	76.7177
YDR263C	8.5631	7.70366	8.31768	6.49022	7.49303	7.99814	8.42288	8.21377	7.0444	6.79877	8.7203	9.85348
YDR264C	77.4755	71.2658	71.7252	68.5627	81.0749	82.2841	80.5723	83.3888	81.1547	81.967	87.3966	89.4926
YDR265W	13.206	12.3823	12.8176	14.3181	15.0939	15.7215	15.9289	15.8976	14.5895	14.5141	17.6466	18.2668
YDR266C	31.7135	31.0532	28.7434	27.6985	32.8948	35.2774	30.0488	29.4673	31.1956	28.318	28.9983	27.5816
YDR267C	4.20211	4.84447	5.64033	9.41539	12.6676	16.8667	12.3129	14.824	19.4217	13.9723	15.7861	20.0709
YDR268W	15.4563	14.9773	15.4816	16.0957	15.3412	18.3171	18.3078	16.1917	17.2347	16.3925	16.6915	19.3666
YDR269C	0.687927	0	0	0.339106	0.276967	0	0.287623	0.717964	0	0	0	0.490843
YDR270W	7.41692	6.17073	6.8797	7.41348	10.9065	12.5041	9.81861	11.0652	14.1555	9.88061	12.1731	15.1163
YDR271C	0.630189	0.484349	1.01338	0.414193	0.676589	0.771439	0.351311	1.09618	0.421066	0.454383	0.423757	0.299765
YDR272W	27.4078	30.5632	30.6565	39.315	51.76	54.0329	54.1641	54.7746	59.434	47.3181	57.4308	71.7578
YDR273W	2.55639	2.91209	3.67037	3.45039	4.87658	5.92345	4.45346	5.08192	5.58174	4.08142	5.52531	6.73147
YDR274C	0.210063	0	0	0.828387	0	0	0	0.219235	0.210533	0.151461	0.141252	0
YDR275W	20.659	15.1858	18.7376	27.5818	29.9159	34.6265	29.7489	38.3046	38.7024	32.3077	39.4795	60.9698
YDR276C	3199.1	3767.22	3379.23	2911.86	3657.55	2287.36	3315.19	2841.36	3524.71	3780.17	3734.18	2869.99
YDR277C	11.2135	12.8429	12.2318	12.8695	10.4717	13.2238	13.2753	14.3921	12.3699	12.119	11.9622	14.0761
YDR278C	1.11958	1.72096	3.00057	2.94338	1.50251	1.71315	2.49652	1.55795	1.87014	4.57439	3.01134	2.13022
YDR279W	22.592	22.8223	22.3763	22.8116	21.2192	22.6891	21.955	20.8617	20.71	22.4298	22.6251	20.3158
YDR280W	15.7962	17.9883	18.9422	20.1803	26.5273	32.1254	26.5468	26.9256	32.5921	27.2623	30.1254	32.1864
YDR281C	3.11656	3.14386	5.63806	1.53628	1.56845	2.146	2.28032	2.84606	4.29486	2.24712	2.09566	2.2237
YDR282C	5.96656	7.50669	8.6351	9.46283	11.1546	10.5271	10.8462	11.4524	9.87985	9.89469	12.8038	12.7346
YDR283C	18.0116	17.3147	19.4614	19.1087	20.317	20.7133	20.1305	20.4396	19.9294	19.2361	22.1481	23.0064
YDR284C	40.3585	40.2443	40.6788	45.7774	44.1229	44.1966	45.4031	48.6777	41.7832	43.5893	45.2956	42.8084
YDR285W	5.31092	5.28387	4.5059	5.39653	4.80118	5.69362	5.50358	5.29344	3.78801	5.31718	5.94471	5.43999
YDR286C	38.7539	49.9526	38.5163	34.7575	37.2732	36.0743	40.7327	38.4799	33.4461	48.8995	42.3462	43.0132
YDR287W	16.0358	19.1964	17.7406	19.2866	22.06	20.1447	21.9143	22.4288	20.0588	19.1324	21.1522	25.0489
YDR288W	17.5759	21.3859	20.179	20.2861	19.6754	20.931	23.2024	23.9562	19.6853	19.2198	24.0826	24.0802
YDR289C	8.00681	12.1154	10.9695	13.9179	14.782	15.9838	16.0115	15.0086	15.0464	14.2619	17.2323	17.9281
YDR290W	0	0	0	0	0	0	0	0	0	0	0	0
YDR291W	11.9105	10.8672	12.5133	12.1434	14.1001	14.2331	12.8982	14.147	13.7936	12.8941	15.3602	15.4401
YDR292C	32.1015	31.8691	33.5061	37.6344	42.5624	48.9692	41.7148	43.1255	46.042	42.1213	44.6546	46.4024
YDR293C	73.9518	68.2545	70.9551	73.5545	70.7398	84.6644	83.0127	86.0001	72.9201	74.6145	81.6688	91.3675
YDR294C	52.7288	47.5503	46.9027	48.3667	55.0016	57.2847	53.5808	55.2616	55.9284	52.974	51.174	53.04
YDR295C	17.9235	17.3257	16.5165	17.4409	16.4121	18.2321	18.1263	18.949	15.5724	15.294	18.4501	18.9338
YDR296W	33.3738	34.2694	40.0098	36.3814	37.3722	38.8224	35.8593	40.5113	42.0204	39.6312	37.0002	35.9322
YDR297W	41.7082	37.597	32.5749	34.9179	46.831	47.562	43.5889	43.664	46.2953	45.8184	40.8431	40.7377
YDR298C	103.881	106.395	126.031	127.299	104.719	116.845	118.554	128.953	105.774	108.148	119.48	120.729
YDR299W	15.1292	18.8478	19.2116	19.2362	23.3981	25.3137	21.1276	21.8353	24.788	21.034	24.0494	25.1789
YDR300C	51.1777	48.1249	53.2767	49.1298	48.405	49.546	49.1643	48.7881	46.0034	47.7947	50.6491	44.7923
YDR301W	17.8264	17.1327	18.8788	19.4127	21.0553	23.7962	20.8713	20.339	21.0685	20.0811	21.135	22.8263
YDR302W	23.1974	29.7875	27.1936	26.5265	30.1193	30.4747	27.7036	30.5089	32.0702	26.9247	28.9567	31.7576
YDR303C	33.5923	31.4691	30.1309	31.4155	30.6765	33.6575	31.3636	32.2271	29.6257	28.5284	32.3536	32.8304
YDR304C	188.513	201.43	189.923	191.848	211.349	213.606	202.156	231.945	222.799	218.258	218.046	225.352
YDR305C	21.2444	25.0068	25.5447	23.1458	25.6853	26.0646	24.8598	26.1004	24.361	22.1256	24.4952	21.3943
YDR306C	16.638	17.5516	17.172	17.0677	18.4059	17.2921	20.3689	19.7024	17.9613	17.0615	21.0156	20.2356
YDR307W	15.4136	15.9723	16.4284	15.5033	17.4572	17.5868	18.1661	17.2954	17.9334	16.574	19.2313	17.1006
YDR308C	57.3183	55.9799	53.0103	46.5539	47.3496	49.3522	49.1714	50.3674	42.8617	45.8248	44.134	40.0496
YDR309C	80.6322	76.7943	72.2844	65.6992	64.3968	71.3229	68.8844	72.8648	54.0567	59.7264	65.2055	67.6582
YDR310C	23.3243	22.0468	23.7138	23.5235	27.3156	31.0077	26.5514	26.9201	28.309	25.4606	27.0657	31.4784
YDR311W	16.6561	16.7023	15.9764	15.7689	16.4212	18.6526	15.7927	16.8216	16.6472	15.6024	18.0566	17.0309
