Gene	Tx 0min Rep1	Tx 20min Rep1	Tx 40min Rep1	Tx 60min Rep1	Tx 0min Rep2	Tx 20min Rep2	Tx 40min Rep2	Tx 60min Rep2	Tx 0min Rep3	Tx 20min Rep3	Tx 40min Rep3
YOR025W	36.5448	40.2345	35.5444	35.7484	37.263	41.6996	40.6619	40.2365	37.8875	41.0195	41.3793
YOR026W	18.5779	20.7131	21.1056	17.4512	19.07	20.0993	20.8275	20.6121	18.8904	21.0089	20.5671
YOR027W	250.178	274.5	287.659	242.274	218.045	254.548	298.23	269.985	243.307	272.971	308.593
YOR028C	9.06335	12.3176	13.2589	10.557	9.96956	13.9338	12.8392	11.8476	11.8111	11.8151	17.5211
YOR029W	0	0	0	0	0.18075	0	0.199311	0.735157	0	0	0
YOR030W	16.1683	16.6502	18.0313	16.3295	16.4816	15.9154	16.4514	18.0957	15.2329	15.31	16.8991
YOR031W	190.01	220.449	263.196	215.909	167.412	221.436	223.386	255.579	209.127	244.088	231.078
YOR032C	1.12994	0.863046	1.16864	1.43147	0.863944	0.856677	0.969091	0.928961	0.942706	1.3526	1.13272
YOR032W-A	2.90673	12.4127	7.111	9.01362	7.85525	9.51099	12.1267	12.7798	6.93684	10.19	9.55752
YOR033C	16.7733	18.9981	19.7642	19.3715	16.5162	17.791	18.8838	19.8696	18.0106	17.1412	19.9102
YOR034C	22.3253	24.7398	24.6812	22.0204	23.5671	23.1641	24.3577	24.459	22.5958	22.8166	22.859
YOR034C-A	176.872	223.414	207.903	224.823	168.802	194.215	193.734	185.652	201.543	201.097	234.46
YOR035C	20.3076	23.5354	24.8065	24.1466	19.5343	20.9669	21.205	22.9948	20.9353	20.9966	22.7388
YOR036W	20.5322	22.3889	27.4573	29.3886	17.8932	23.1517	21.8638	23.5687	25.7734	22.0806	25.6263
YOR037W	9.90593	10.6726	11.894	11.5986	10.0803	10.5621	10.973	13.3161	10.7604	11.1365	12.6916
YOR038C	8.34308	10.0736	10.0556	10.1286	9.06493	11.7282	9.80628	11.8775	12.719	10.7535	11.2626
YOR039W	66.9698	76.7326	64.2302	60.9763	67.5366	66.6405	72.534	72.4186	68.0502	64.4417	68.3257
YOR040W	12.3771	14.8971	12.9768	14.4483	12.8886	15.1674	14.3545	14.4973	14.1416	14.3655	16.4201
YOR041C	0.477097	1.13186	1.03748	0.863014	0.601684	1.30091	0.663473	0.932271	1.01207	0.278756	1.04582
YOR042W	65.1941	76.9973	75.5011	63.9818	61.1022	60.3969	69.6615	69.6813	67.225	65.4063	68.3516
YOR043W	38.4437	41.4091	42.1778	38.8686	42.0239	42.5847	44.7938	44.147	43.7808	41.6474	44.0958
YOR044W	40.4854	41.15	48.3085	44.0203	47.0494	49.0945	49.6455	50.4235	45.7878	40.3564	44.2311
YOR045W	1042.08	853.894	1025.88	1458.93	1057.91	1365.58	1186.98	1180.57	1325.25	1348.91	1248.28
YOR046C	96.9855	100.648	96.8676	90.4722	92.1239	90.6833	93.0419	91.6117	92.6816	89.3778	92.662
YOR047C	31.5148	30.7645	28.9771	29.6667	30.3008	30.1638	30.9049	31.6547	29.717	29.0996	32.0737
YOR048C	41.2711	45.1847	40.9238	39.1817	42.1332	40.6567	42.3303	44.7517	42.4187	40.6976	41.4597
YOR049C	2.6749	2.74144	2.1522	1.90779	1.7349	2.5382	2.67828	2.06462	2.26972	2.75066	2.81448
YOR050C	0.293956	0.627643	0.479421	0.227886	1.11216	0.961842	1.22637	1.29241	0.935358	1.03051	1.20818
YOR051C	67.2013	62.0556	62.5192	63.4233	69.8305	61.5124	62.5299	66.6913	71.4878	58.9475	61.765
YOR052C	185.888	214.238	238.487	194.097	158.146	180.183	203.89	191.409	201.324	189.671	222.813
YOR053W	0.938697	1.78157	1.53095	3.15342	1.35294	1.79169	2.05133	0.91713	1.49345	1.64537	1.28604
YOR054C	14.6662	15.9197	17.0643	14.9903	13.241	14.7585	16.7103	16.0663	16.7898	16.1568	17.619
YOR055W	0	0.111361	0.127593	0.121299	0.253706	0.255985	0	0	0	0.13713	0
YOR056C	26.6841	25.1268	25.2851	28.8653	30.8197	26.964	26.9301	32.0168	29.8447	26.7014	27.7093
YOR057W	34.3718	37.213	39.2506	37.7709	34.4413	36.7114	38.2183	40.8345	34.739	34.144	38.0629
YOR058C	18.0368	20.0768	20.5011	20.1453	19.7063	18.8259	19.1523	19.4047	18.7881	18.7511	20.4672
YOR059C	19.9819	22.0264	21.8407	21.6216	19.4342	21.5208	20.5659	23.1608	24.1367	20.7699	24.8332
YOR060C	13.7477	15.6236	15.6408	18.0063	14.8309	14.5107	16.2218	18.4823	17.3744	14.332	17.2702
YOR061W	51.3737	50.7484	49.3732	48.2252	49.4946	47.2118	49.853	49.5664	49.305	47.5387	51.4144
YOR062C	22.7921	28.6197	28.5809	29.1522	19.9582	20.3508	23.4376	23.5806	25.8479	23.8149	22.4225
YOR063W	2925.53	3076.29	2358.01	1858.91	2846.96	2550.06	2643.16	2522.45	2659.29	2388.94	2298.78
YOR064C	13.5955	15.4718	18.882	18.0603	17.1841	14.4809	20.0038	19.7172	19.2081	15.6388	20.0232
YOR065W	56.0691	71.1119	69.5592	55.1949	51.5779	64.1834	76.0025	67.2652	51.7416	57.4169	76.5468
YOR066W	16.4934	18.8576	16.993	16.1685	16.9088	17.3943	18.2118	16.9722	15.9702	15.8695	18.1355
YOR067C	28.025	29.7655	29.0701	26.3447	27.1272	28.2633	29.1538	28.2619	28.5764	26.5882	29.046
YOR068C	0	0.215746	0.247195	0	0.16384	0.743904	0.180665	0.222127	0	0.26567	0.249181
YOR069W	20.8252	22.3664	22.0115	21.3949	19.4345	18.6411	20.1531	20.6065	20.0799	19.9576	22.0942
YOR070C	18.3882	22.3801	21.7226	18.9572	18.5639	19.56	21.0224	20.9799	19.9809	18.5207	20.6327
YOR071C	12.5022	13.9827	13.3533	11.7909	11.7973	11.3035	13.0088	12.2196	11.2465	11.4184	12.6879
YOR072W	10.5312	14.6782	12.8817	7.14366	13.0441	14.7168	16.2143	13.5047	14.3115	11.5371	12.2638
YOR072W-A	18.6657	33.7227	32.784	32.2799	18.625	30.5375	47.0654	27.3552	45.6873	37.7511	40.1291
YOR072W-B	42.8155	12.189	27.9316	63.0651	9.25649	31.5213	20.4141	25.0991	23.8416	26.2668	10.5585
YOR073W	10.3121	11.9739	11.6014	10.5998	10.5484	12.2782	12.0642	12.7478	11.3021	12.6192	12.1656
YOR073W-A	0	0	0	2.86422	0	0	0	1.35366	1.46953	0	0
YOR074C	24.9953	26.5289	26.9038	24.2216	21.0202	24.6645	25.054	25.3923	25.063	23.2083	27.9102
YOR075W	15.3966	19.0655	18.3686	20.1687	15.2531	15.5104	16.6005	19.6293	17.6849	18.1635	19.9057
YOR076C	13.9898	15.2311	15.5361	16.0589	14.3894	14.6897	14.2238	15.6709	13.8094	14.8434	14.9654
YOR077W	9.70098	10.3105	11.3388	8.87425	10.5564	12.8027	10.9467	12.8902	10.3923	10.3725	12.8653
YOR078W	69.3032	60.2563	60.2898	70.1918	68.0033	58.8552	59.35	66.7236	68.4595	58.0973	60.593
YOR079C	17.1762	18.1426	15.9243	14.7155	18.6578	16.352	17.9458	18.033	15.7347	15.7527	15.9142
YOR080W	11.5665	12.7678	13.424	13.3519	11.9062	13.3561	12.7019	13.7141	12.2285	12.413	13.8386
YOR081C	17.8603	18.9223	18.8104	16.6084	16.8853	18.7502	18.55	18.8212	16.5795	18.1003	18.8898
YOR082C	0.312899	0.890784	0.765473	1.69799	0.338235	0.511911	1.49188	2.29283	0.995633	0.548457	1.54325
YOR083W	8.47128	11.1183	10.2135	6.35539	7.9018	9.09047	11.8348	8.84399	11.014	9.93901	9.39701
YOR084W	12.5318	15.0991	10.8417	9.12329	12.4463	14.336	14.1604	12.3293	13.5617	13.213	14.6937
YOR085W	101.715	109.98	94.5752	85.1674	96.1588	90.4592	98.0731	95.3026	90.7328	86.9239	95.8708
YOR086C	57.3799	66.4045	66.5108	58.4001	56.5216	63.7934	67.0813	67.8018	69.1318	65.5905	73.7267
YOR087W	20.1872	23.0301	22.4784	20.2154	19.9031	20.5548	21.986	21.3976	21.082	19.6852	21.7849
YOR089C	39.865	54.5876	61.6794	56.8154	48.0904	58.4626	63.3728	61.8112	78.3762	60.1786	68.8411
YOR090C	30.1522	36.0436	33.7419	28.4707	28.2814	29.0214	31.4099	31.4518	28.9625	29.2193	32.5809
YOR091W	65.8412	59.6191	57.5412	52.9584	62.301	62.036	61.4662	66.1394	60.4452	54.051	56.4572
YOR092W	34.0722	37.9545	35.308	30.5354	28.2405	27.1093	29.8013	29.599	32.2488	29.541	31.522
YOR093C	13.4984	15.7619	15.4831	15.3052	14.5043	16.1447	15.8867	17.6125	15.1236	15.5437	16.9366
YOR094W	28.6227	28.8479	30.155	30.38	26.7354	27.028	30.912	29.2789	36.1402	28.6208	30.95
YOR095C	25.7958	27.029	23.1031	26.7492	32.8597	29.3074	28.4814	31.0192	36.4805	32.1725	30.9912
YOR096W	2236.16	2117.27	1873.83	1716.01	2143.52	1861.4	1808.97	1803.87	2002.86	1865.1	1756.28
YOR097C	15.751	17.9662	20.7552	19.8122	17.4775	17.407	21.2617	22.6251	23.8979	19.6553	26.8384
YOR098C	38.7551	41.1692	37.9702	37.1564	40.2211	40.7794	43.3918	42.6443	42.2807	38.1053	41.5084
YOR099W	161.329	178.581	159.767	140.472	149.171	133.501	148.688	149.394	159.452	149.128	148.282
YOR100C	1.38585	1.12724	2.19565	1.62689	2.28991	1.97579	3.23303	3.13357	1.7324	1.94333	3.0921
YOR101W	30.5559	27.2525	24.8824	24.4501	32.6837	28.9455	27.7368	27.1817	33.1799	26.2552	27.4009
YOR102W	1.42658	0.812257	0.232664	1.54831	1.38788	0.700176	1.02027	1.25442	0.907863	1.00022	0.234534
YOR103C	58.0038	62.427	51.7497	61.2611	49.9201	49.2664	50.7103	47.2424	54.5016	53.6692	51.0027
YOR104W	12.5628	13.429	13.0924	13.8754	13.8422	14.0459	15.8707	16.0654	13.1961	12.7531	15.3108
YOR105W	24.227	23.8747	26.139	29.7618	24.1743	21.9523	25.5461	30.8626	27.8708	22.2128	23.5916
YOR106W	25.628	22.2932	23.2207	22.4868	23.4772	20.2929	23.1555	23.6952	25.6851	19.0344	21.1459
YOR107W	6.9659	6.63062	6.23802	7.48742	5.33564	5.62829	6.59673	6.54489	4.7934	4.83156	5.40992
YOR108C-A	7.80863	7.41007	4.2451	0	2.81364	2.12919	1.55129	0	2.07057	0	4.27921
YOR108W	87.9035	95.1797	86.5185	75.7242	117.983	118.045	118.469	117.101	108.172	101.797	98.9462
YOR109W	41.2173	47.4549	44.2309	41.5721	40.2375	42.6274	43.9014	45.7237	45.0374	43.0577	47.4416
YOR110W	19.4294	22.4147	22.2085	21.3686	18.2103	18.771	21.7346	22.9166	21.6645	19.4849	22.0481
YOR111W	9.11892	12.612	11.8134	15.0912	10.1369	11.0039	12.8354	13.2219	12.9132	9.97574	14.088
YOR112W	23.4024	24.7296	24.6295	24.0237	22.2626	22.6963	23.9357	23.9744	21.4918	22.501	23.8761
YOR113W	16.4987	18.5223	18.7596	17.8613	16.5616	18.742	19.9649	19.8391	17.7436	17.9136	20.0126
YOR114W	7.55029	7.62085	9.36607	10.4649	8.65631	7.71094	8.91799	9.45574	6.95261	9.10361	9.8551
YOR115C	31.815	35.3756	34.7479	36.8345	32.728	29.4383	32.6075	32.4854	29.0426	32.9569	31.6402
YOR116C	41.7747	44.4525	39.7491	38.4105	42.5281	40.2708	41.869	44.653	45.6638	41.2454	42.8231
YOR117W	120.849	132.595	125.134	112.06	110.927	106.927	115.305	117.715	119.548	109.899	125.845
YOR118W	13.8614	16.3285	18.3008	18.0958	16.627	17.4909	18.4418	19.3763	20.5576	17.232	18.9083
YOR119C	15.9994	14.8049	14.8573	17.9782	17.5558	14.8051	15.9212	17.5239	16.5667	14.1912	15.3734
YOR120W	28.3437	38.6644	54.5844	53.2978	30.1829	36.883	56.4344	54.9832	29.6603	38.1483	61.0212
YOR121C	17.1237	17.2056	11.0889	9.37055	6.53305	7.00373	7.80428	6.27387	5.60897	10.1521	15.318
YOR122C	1044.84	1091.52	1105.71	843.84	995.264	940.361	1047.54	982.921	1017.42	970.779	1016.01
YOR123C	14.5007	17.4959	18.3895	18.0336	15.0846	20.2128	19.2521	19.502	22.4643	16.5367	21.752
YOR124C	30.3665	35.8737	38.4305	35.296	29.8469	33.9294	35.2829	38.1473	33.527	34.2583	39.0274
YOR125C	19.2735	24.2796	23.68	20.7687	21.7716	21.5994	23.8926	22.4555	22.3845	24.4364	24.2927
YOR126C	22.5734	24.121	25.2537	25.5988	26.0146	25.8414	27.1665	29.7557	23.9426	27.3592	27.8591
YOR127W	22.9467	25.8111	25.6224	23.2609	25.1676	26.1916	27.0146	27.7811	25.2618	24.8168	26.7594
YOR128C	30.69	36.7244	43.3071	42.2473	44.1119	51.0536	54.4472	58.4967	48.7483	46.5439	54.8584
YOR129C	10.4187	11.1611	11.276	10.8867	11.3011	11.4483	11.3852	12.9725	10.7715	10.7979	10.8062
YOR130C	47.9505	49.5142	49.4989	47.2004	65.8652	71.9866	70.2338	76.8064	63.3165	58.9071	58.6305
YOR131C	30.8862	38.4309	37.8089	32.6812	30.8426	33.2592	37.411	32.3544	32.7407	33.7581	38.3473
YOR132W	33.9017	39.6891	41.2744	35.454	30.8222	36.006	39.0049	37.7709	36.7917	37.0174	39.1407
YOR133W	81.335	90.0747	70.9264	51.4366	76.4893	66.6272	70.5291	69.3647	73.7891	66.6516	66.9636
YOR134W	1.246	1.85806	2.51597	2.55285	1.42706	1.89288	2.19245	2.65213	1.51037	1.40401	2.31671
YOR135C	1.2516	0.445392	1.02063	0.727712	0.845589	0.255956	0.559455	0.229283	0.746725	1.09691	0
YOR136W	113.133	130.317	130.046	104.868	107.971	112.95	139.244	129.812	123.177	122.228	144.289
YOR137C	15.1802	17.9641	15.9241	15.3475	16.0599	15.151	15.8033	15.7178	15.4627	15.162	15.5648
YOR138C	23.3548	28.0277	25.3306	22.268	23.1184	26.0296	26.582	27.6015	28.274	24.871	25.5748
YOR139C	1.61683	0.575364	0.82404	0.940069	0.76464	0.826618	0.60226	0.29619	1.92926	0.88563	0.66453
YOR140W	14.5089	15.1411	13.5432	12.7541	14.074	14.3629	14.2514	14.1548	13.1438	13.1508	13.8735
YOR141C	20.4583	24.1869	24.3066	23.7947	22.2789	23.7271	25.4279	26.2812	25.7782	23.495	24.971
YOR142W	131.258	150.47	155.91	128.002	129.383	127.804	148.896	146.834	132.158	143.158	156.581
YOR142W-A	0	0	0	0	0	0	0	0	0	0	0
YOR142W-B	0	0	0	0	0	0	0	0	0	0	0
YOR143C	20.1797	20.2761	18.592	19.2615	19.6013	16.9425	16.784	18.8662	17.4203	16.6454	19.9864
YOR144C	9.72834	11.121	11.2692	11.5513	10.4643	10.6106	11.0496	11.1892	9.64358	10.3488	10.7974
YOR145C	64.7742	56.098	58.6717	60.8695	71.9035	60.9218	64.5321	72.7518	69.3328	54.2006	64.9993
YOR146W	0.503639	0.358449	0.410699	0.39044	0.816631	2.05992	0	0.738102	0.801281	0.882791	1.242
YOR147W	20.4978	20.5852	21.9305	22.5616	20.5749	20.0152	21.2317	22.6553	20.7788	20.2632	22.1067
YOR148C	17.9892	19.7746	22.0427	25.9203	18.5295	22.6509	23.9126	23.7412	22.7765	22.1218	27.1747
YOR149C	14.5068	17.5791	16.496	15.5783	13.9538	14.1889	16.0795	16.7559	13.5315	14.6533	15.3791
YOR150W	76.7695	76.0332	79.0102	79.2907	69.0037	66.9132	73.7344	76.8779	66.4999	76.0986	74.6242
YOR151C	87.9034	98.5595	89.1799	79.1633	86.4631	89.6604	92.5678	92.4239	95.6183	88.2367	93.1436
YOR152C	12.8231	15.7927	18.7313	18.7149	13.9217	15.415	16.6805	17.7714	13.9705	15.5871	18.6985
YOR153W	118.788	137.102	134.162	116.892	117.028	129.823	129.463	135.371	152.321	143.303	155.966
YOR154W	14.9261	15.463	16.0722	15.5325	16.3631	14.9282	15.5934	17.6236	15.8467	14.4451	15.9487
YOR155C	21.8536	27.9739	28.2037	24.5031	19.4485	20.917	25.0435	23.7789	23.7593	25.3906	27.2385
YOR156C	10.1529	11.6752	10.5764	10.1364	10.0468	10.5725	10.7105	10.5856	9.82604	10.0863	11.1071
YOR157C	142.155	164.162	147.653	136.588	131.403	134.771	139.342	138.359	133.647	135.843	139.484
YOR158W	27.582	27.4419	32.0119	31.5162	25.4831	28.2115	29.1535	31.4464	29.9199	28.5683	34.0938
YOR159C	131.138	97.4815	121.791	143.458	121.675	147.202	144.591	163.36	141.41	146.856	123.967
YOR160W	14.3989	16.0507	16.6749	15.5988	13.9918	15.1578	14.922	16.805	14.3936	14.5777	16.5849
YOR161C	24.1357	29.3851	26.8482	18.8261	18.0014	23.303	27.8331	21.4813	22.0028	25.7852	33.2236
YOR161C-C	33.7281	44.5805	19.6457	29.8825	36.4591	35.4729	22.9733	49.4297	38.3291	29.5597	19.8036
YOR161W-A	14.2509	20.2853	29.0528	27.6196	19.2561	11.6575	38.2204	46.9919	39.6777	43.7139	35.1435
YOR161W-B	16.1363	20.508	12.2186	16.9771	19.9347	25.4566	13.0517	16.8917	17.4206	14.142	20.8439
YOR162C	9.5544	11.6748	12.3552	11.6114	9.96073	11.5109	11.4125	12.2935	10.4731	10.9779	12.1916
YOR163W	30.2927	36.9318	46.4199	44.7686	35.664	43.346	49.1444	51.0342	46.0838	39.3019	56.0462
YOR164C	58.3746	60.098	61.0506	56.1425	53.2076	52.271	51.809	55.4159	54.5897	55.5221	58.9756
YOR165W	39.7125	43.6945	40.1011	38.6864	36.0379	33.8232	35.5732	40.5516	39.6416	35.5763	40.7565
YOR166C	21.2338	20.1439	20.4923	18.4413	19.1183	17.1374	17.5757	19.9267	19.19	18.0669	18.5149
YOR167C	12696.2	10575.1	13406.4	11888.4	13630.2	14336.2	12810.3	12836	14758	14428.1	13421.9
YOR168W	98.7311	105.142	98.455	94.8706	94.9771	91.5152	91.8152	98.4444	99.7801	96.4345	99.7288
YOR169C	0.134736	0	0	0	0	0.220431	0.0803013	0	0.107181	0	0.110755
YOR170W	0	0	0	0	0	0.823968	0	0	0	0.441395	0.414
YOR171C	21.4603	24.0888	24.6665	24.5597	24.9006	25.3732	27.7457	28.5392	27.5792	25.8512	27.8661
YOR172W	15.3645	17.7513	18.1701	18.1818	17.5991	17.6408	18.8726	19.6192	19.753	16.7988	18.2595
YOR173W	28.4944	39.1077	47.961	43.8467	20.6054	28.1697	35.7569	35.1756	27.4795	33.0043	49.5823
YOR174W	29.247	32.0609	29.2934	28.109	28.3447	26.8315	29.7671	27.4489	28.2703	25.927	28.3445
YOR175C	70.5624	72.0137	64.4353	52.1257	57.2559	52.874	54.8453	55.6772	63.3171	53.6405	56.0135
YOR176W	81.3821	91.7326	88.672	83.6208	63.88	65.8062	69.4175	69.4857	73.3987	73.648	73.7179
YOR177C	1.19358	2.04239	1.78096	2.44123	1.44121	1.53725	1.69516	2.58663	1.39392	1.64699	2.1084
YOR178C	1.2689	1.92273	2.31427	1.92509	1.01768	1.29469	1.30922	1.52969	1.58465	1.62627	2.41137
YOR179C	16.3818	16.0885	20.4486	18.8723	17.1642	19.8388	20.5632	21.1916	18.4918	17.5656	19.8607
YOR180C	7.33989	10.8497	8.66419	7.87867	7.37939	6.92785	8.29015	8.50019	7.83953	7.51239	9.66205
YOR181W	13.4511	16.7158	14.0413	11.7108	12.2755	14.0996	14.9002	14.2171	12.759	14.0724	15.0514
YOR182C	9627.32	8097.75	9789.79	14575.2	10558.2	11734	9490.76	9530.31	9972.36	11192.7	9162.24
YOR183W	0.619211	0.146901	0.336629	0.320023	0.557792	0.506523	0.123015	0.453738	0.328385	0.180895	0.339334
YOR184W	258.393	290.336	281.452	255.795	344.714	350.761	366.149	370.554	340.906	322.752	327.815
YOR185C	85.692	99.4629	123.19	110.41	79.5226	82.3455	106.249	107.607	88.5782	101.778	125.221
YOR186C-A	15.6173	9.26258	10.6128	20.1785	15.475	14.9043	7.75646	7.62923	6.2117	22.8119	4.27921
YOR186W	1.56467	2.33857	2.04149	1.57689	1.77594	3.19981	1.67856	2.17843	2.11596	2.60547	1.92928
YOR187W	110.291	127.624	123.787	100.458	98.7798	102.424	118.109	119.084	105.126	113.592	132.981
YOR188W	18.7859	19.3453	18.1386	17.6501	19.5914	18.3157	17.9644	19.5401	17.9065	17.6407	17.5058
YOR189W	84.7387	82.4441	103.303	105.064	88.8245	93.5902	93.0148	94.0816	91.0133	93.5201	94.7517
YOR190W	1.87071	2.4346	2.65872	2.19608	1.48775	1.70516	2.18207	2.27161	1.48813	1.89715	2.57025
YOR191W	18.796	21.4049	22.2398	21.769	20.3658	22.49	23.1982	23.7446	22.5486	20.8485	24.0113
YOR192C	3.07729	3.73931	3.74883	3.47662	3.85384	4.23638	4.19368	4.52364	4.28393	3.79879	4.11828
YOR192C-A	2.97024	4.09219	2.95543	3.9504	2.94564	3.07613	2.16001	2.7955	2.55789	2.17328	2.82238
YOR192C-B	1.71836	2.24555	2.17453	2.64199	2.00039	1.72532	1.73656	1.96665	1.86526	1.88375	2.05973
YOR192C-C	61.6187	50.1202	71.7825	49.1339	43.7711	41.7641	52.4631	50.3125	40.6142	40.1167	50.6515
YOR193W	14.5845	13.2451	13.7766	14.376	13.7502	13.1179	13.6676	14.3139	11.8118	12.435	14.8366
YOR194C	15.9305	18.8178	22.6853	24.1469	18.7369	28.5135	30.5806	31.9886	36.6559	27.0482	32.9529
YOR195W	14.0723	14.2478	15.372	17.6667	13.0549	13.8845	14.6459	16.6604	15.0373	13.8173	16.1645
YOR196C	27.116	30.6537	30.5709	28.2474	32.5334	31.1685	33.9065	36.3137	36.377	31.0632	33.6748
YOR197W	135.342	148.286	137.512	114.377	125.568	122.094	129.477	128.3	129.029	124.324	125.22
YOR198C	262.176	265.48	267.071	248.43	222.541	215.221	211.613	220.421	226.976	227.89	224.577
YOR199W	0.718095	0	1.46395	1.94843	0.388121	0.293706	0.855956	0.263099	0.856857	0.94402	0.295143
YOR200W	0.776078	1.1047	1.10751	1.20329	1.04865	0.793553	0.925071	0.710857	1.23473	1.19029	1.59487
YOR201C	31.8956	31.4253	28.4309	26.6638	36.1943	34.7721	35.6713	38.1924	31.9439	31.3545	34.4589
YOR202W	167.728	158.2	151.967	130.738	228.119	225.013	231.854	219.284	206.459	177.372	171.738
YOR203W	175.446	198.054	158.665	134.508	238.339	235.568	208.468	204.724	213.869	188.014	172.016
YOR204W	270.271	276.426	230.989	191.212	258.054	242.368	247.649	237.279	242.141	227.487	224.947
YOR205C	19.3406	20.7422	20.6281	20.8481	21.3933	18.2651	20.6019	21.5507	18.446	18.5825	20.1209
YOR206W	64.7556	55.4438	54.8212	61.6374	68.0954	55.7762	55.6994	63.5696	62.9528	54.7489	55.0967
YOR207C	33.958	35.8678	33.1853	33.1835	35.6855	35.1856	34.8202	37.828	36.4661	33.546	34.5057
YOR208W	19.6779	20.0516	20.8428	19.7808	18.4377	17.653	18.4616	18.5483	16.2081	15.5659	17.2022
YOR209C	123.01	126.766	125.342	120.437	107.736	101.264	104.704	111.135	116.312	106.043	113.158
YOR210W	1119.1	846.378	1110.62	1477	1225.96	1122.29	996.732	1203.46	1141.17	1169.49	1074.27
YOR211C	19.6084	21.1279	22.7423	21.7051	20.6777	22.3566	22.8301	23.7456	21.6637	22.0798	24.3522
YOR212W	47.4238	52.4003	48.903	43.5354	47.2354	47.3339	48.5425	50.8023	52.5935	45.9011	50.3016
YOR213C	27.1744	26.3281	31.4525	28.8137	31.7753	31.1685	30.232	30.7039	31.2865	30.6791	29.4955
YOR214C	0.503947	0.0896671	0.41095	0.0976695	0.0340471	0	0.150174	0.184638	0.150332	0.0552081	0.207126
YOR215C	51.2362	56.3745	69.5842	73.1611	50.7017	57.706	57.1433	63.9771	57.4657	62.8986	77.4984
YOR216C	29.5373	28.4762	31.5448	30.5125	29.7378	28.9588	30.4905	32.5721	31.4632	28.6997	29.8542
YOR217W	18.0944	20.2345	21.7826	19.8971	20.0576	22.6759	22.1842	22.7127	25.6277	21.5116	24.4963
YOR218C	0	0	0	0.263879	0	0	0.608599	0.374135	0	0	0
YOR219C	27.1147	31.0168	29.8262	27.8588	23.9683	24.3394	25.5988	25.6629	25.478	25.8066	26.3276
YOR220W	82.2198	91.3413	96.2263	91.2329	62.9476	65.8693	71.1496	69.5708	75.3571	69.2243	77.2162
YOR221C	41.5607	47.2626	49.4566	47.8285	49.66	49.2117	52.7424	54.1837	44.6089	46.7918	47.8175
YOR222W	45.4006	44.1572	38.464	35.2964	43.9967	44.439	46.5876	42.9358	44.9646	43.0015	43.5577
YOR223W	6.6059	10.1593	8.70187	8.34423	8.48907	11.3365	10.765	11.5091	10.8039	10.6478	11.0882
YOR224C	211.754	217.487	181.577	185.311	214.482	202.356	211.574	214.035	212.58	195.016	210.697
YOR225W	0	0.255541	0	0.556693	0.582181	0.293706	0	0.263099	0.285619	0	0.295143
YOR226C	82.1961	96.6611	79.1079	84.7586	83.7503	97.0494	92.3508	96.1578	86.4517	95.3608	86.5325
YOR227W	24.1358	28.8809	30.7596	26.6127	24.937	28.5925	29.137	28.6297	24.3113	26.3461	30.6574
YOR228C	12.7877	16.1625	16.5407	14.8018	14.8718	17.0614	20.1045	18.0945	14.3467	14.5308	16.5287
YOR229W	17.109	16.3015	15.3079	13.3417	18.8485	17.2314	18.8318	17.7622	17.4786	15.9662	15.2445
YOR230W	373.611	449.97	433.467	364.821	376.687	375.787	445.549	423.771	408.112	395.884	439.488
YOR231C-A	0	2.06878	0	4.50681	0	2.37775	0	0	9.24912	2.54749	2.38938
YOR231W	22.5445	24.5705	24.8094	24.2211	23.1269	23.3223	26.4655	27.2829	23.6583	23.8496	24.2975
YOR232W	147.375	144.282	138.222	138.77	124.617	122.185	123.99	131.265	135.682	137.547	142.61
YOR233W	20.4693	19.2226	19.5786	19.4194	20.2135	19.9162	19.1972	21.0287	19.2926	18.2119	19.5472
YOR234C	2486.92	2075.51	2129.4	1986.82	2556.16	2300.86	2179.97	2199.06	2366.65	2170.73	2039.19
YOR235W	0	0	0.715652	0.680349	0.474332	0	0	0.321539	0.349062	0.38457	0.360701
YOR236W	31.2838	30.8288	32.9309	35.2708	35.2395	34.5719	36.1244	34.4958	35.1753	32.2946	37.09
YOR237W	75.2101	73.8689	69.0845	61.8522	60.1633	45.201	43.8883	51.9612	75.263	46.8096	41.5935
YOR238W	17.8656	20.1507	20.117	21.2345	19.0275	18.0255	21.1647	20.8432	18.891	19.2739	21.0364
YOR239W	41.1137	46.5855	45.8565	45.0131	41.1297	44.2704	45.6288	48.1716	55.4044	46.1228	49.3797
YOR241W	34.453	37.6184	36.6171	36.4085	32.9785	33.1726	36.0177	35.5276	32.8554	34.5555	37.5787
YOR242C	2.75253	3.7747	3.53111	5.0484	3.71926	4.311	4.00117	4.79644	2.51004	4.38341	3.42152
YOR243C	42.0049	40.9031	38.888	40.5274	41.4252	38.1413	37.2209	40.5212	38.4683	38.2592	36.5424
YOR244W	19.7226	20.8462	21.0083	21.7744	19.6152	19.8498	20.8173	23.1861	19.1332	18.4797	21.221
YOR245C	25.2341	30.0833	31.0781	27.4858	25.951	27.8452	29.7516	30.0422	26.3665	26.2146	31.5889
YOR246C	47.527	56.3764	47.7199	40.6352	46.9778	47.8692	52.6414	54.0022	49.0094	47.8583	47.9426
YOR247W	197.506	206.915	174.346	144.418	193.181	177.186	205.657	197.041	185.752	174.093	187.21
YOR248W	412.002	444.172	369.612	321.039	436.215	374.662	423.643	443.745	405.157	390.748	411.275
