Gene	Tx 0min Rep1	Tx 20min Rep1	Tx 40min Rep1	Tx 60min Rep1	Tx 0min Rep2	Tx 20min Rep2	Tx 40min Rep2	Tx 60min Rep2	Tx 0min Rep3	Tx 20min Rep3	Tx 40min Rep3
YAL001C	16.1803	19.2656	20.32	20.5594	17.3202	18.4402	20.6114	21.2993	18.9919	18.5263	20.8384
YAL002W	14.0957	15.8186	15.7353	15.8361	14.2474	15.4184	15.7832	17.2764	15.091	15.1639	17.1596
YAL003W	2042.6	2053.1	1803.79	1451.47	1844.65	1710.75	1782.63	1700.5	1857.5	1707.88	1739.95
YAL004W	0	0.155738	0	0.0565455	0.0394229	0	0.0434714	0	0	0.0639252	0
YAL005C	420.745	457.673	534.91	434.07	327.806	341.54	495.14	470.841	400.266	436.869	570.409
YAL007C	127.134	132.948	134.364	124.513	108.098	110.918	112.852	117.799	120.455	117.686	126.75
YAL008W	27.5976	36.1289	38.19	38.5752	29.0187	36.736	40.0731	42.8353	38.4521	38.699	45.7151
YAL009W	20.5529	21.5323	21.5871	22.4767	22.2764	21.0718	21.4282	23.5346	20.9276	19.646	22.8869
YAL010C	15.1534	16.3622	15.3981	16.5598	13.7906	13.612	14.2784	14.5285	13.4626	13.6322	14.901
YAL011W	10.0583	10.4646	10.0815	10.152	9.97472	10.1277	11.031	10.9181	10.531	9.39453	11.1612
YAL012W	240.441	264.667	205.807	150.652	216.486	206.604	218.778	196.602	208.36	199.553	198.669
YAL013W	9.82111	11.3291	9.08638	8.59159	10.3242	12.9229	14.9823	13.3148	14.2873	11.1606	13.1095
YAL014C	37.5703	39.5105	36.0787	29.5605	34.9146	38.0722	40.8395	40.2682	37.6038	38.0872	36.8756
YAL015C	17.1068	19.9072	19.1905	17.4372	20.3775	20.6774	22.8714	23.4785	21.374	17.9696	20.9799
YAL016C-A	0.438801	0.312303	1.4313	1.3607	0.948664	0.71789	1.30761	0	1.04719	1.15371	1.44281
YAL016C-B	0	0	0	0	0	0	0	0	0	0	0
YAL016W	72.6433	85.749	79.0506	70.3233	64.5119	65.235	69.7149	73.001	72.035	67.3092	74.8263
YAL017W	26.0799	32.5112	32.6615	29.4388	24.2161	28.7897	30.4242	31.0121	26.2767	29.5036	33.4623
YAL018C	0	0.170478	0.097664	0	0.0431543	0.0979696	0.047586	0.117013	0.0317574	0	0.131265
YAL019W	34.5499	35.1142	32.3445	30.3116	36.4878	34.5487	35.1531	36.8101	34.0903	31.6335	32.6576
YAL019W-A	0.362653	0.838848	0.443596	0.421713	0.441021	0.148328	0.486311	0.265741	0.576975	0.397292	0.67074
YAL020C	6.68633	8.91241	7.62713	6.29209	9.90159	10.7177	12.5078	11.1585	11.7754	10.7376	10.8972
YAL021C	43.1469	45.77	40.3607	33.0605	40.1959	38.532	42.0187	39.4596	36.6023	36.4856	39.3754
YAL022C	35.1242	37.8073	32.9707	27.7828	33.8822	34.1502	39.2623	36.7031	30.9214	32.5423	35.3438
YAL023C	146.89	161.483	135.009	104.943	133.079	126.91	137.121	128.553	136.502	127.104	132.902
YAL024C	14.8347	14.4007	14.8218	15.2857	14.2378	14.5631	14.8153	15.4991	13.8085	14.6225	15.2886
YAL025C	19.7917	18.3397	20.342	21.1515	23.4308	24.5151	27.5147	33.0358	34.6233	25.2025	26.4863
YAL026C	39.0097	44.2899	41.8284	38.7666	40.3108	39.7088	41.1622	41.5123	40.3311	37.3008	39.6525
YAL026C-A	49.1208	56.8788	55.5011	46.5558	46.357	45.2199	46.7124	49.5343	50.8345	45.0744	57.466
YAL027W	14.3076	15.1587	14.1864	13.6966	13.4157	14.8071	14.3735	14.932	15.6065	13.7268	15.7705
YAL028W	8.35241	10.016	10.7133	9.35853	6.60696	7.97112	9.19108	8.51116	8.44376	9.26456	9.02926
YAL029C	35.7658	39.5174	39.7305	40.0284	38.9639	41.1231	40.5176	43.0352	41.1409	36.9769	41.686
YAL030W	168.24	169.253	205.225	208.638	153.25	168.231	192.775	195.787	175.725	191.415	200.495
YAL031C	18.0713	19.3383	19.7886	17.67	17.4543	18.7854	19.2553	18.1698	17.6308	17.5935	18.4186
YAL031W-A	2.40153	3.41843	2.7417	1.11705	1.55759	2.35738	2.29006	1.40781	1.52832	1.26284	0.394819
YAL032C	16.5929	20.1319	17.9524	17.3454	17.654	18.3559	20.3041	19.8178	17.9804	17.7198	18.2846
YAL033W	30.702	27.314	22.95	26.6938	26.85	28.3412	24.461	28.6686	25.1864	25.5996	27.5159
YAL034C	23.3585	27.3254	25.5248	23.7204	21.8917	22.6319	24.5067	22.7431	22.3351	21.8074	24.8626
YAL034C-B	0.554333	0.591794	0.226019	0.644609	0.29961	0.680178	1.32151	1.21859	0.220483	0	0.455671
YAL034W-A	5.48316	7.30462	7.64327	7.30256	6.43374	6.74712	7.54134	7.555	8.68633	6.3252	9.01449
YAL035W	113.628	121.87	112.454	106.326	111.373	106.862	112.888	118.512	126.048	113.9	117.778
YAL036C	53.3723	57.4241	47.823	46.7742	59.0642	60.4704	59.5293	64.3487	64.9361	56.0483	55.4593
YAL037C-A	6.71632	9.56025	27.3845	10.4135	3.63008	5.49404	16.0114	0	0	23.545	0
YAL037C-B	0.36078	0.456487	0.261514	0.55938	0.606657	0.721412	0.477826	0.558111	0.255109	0.667516	0.560182
YAL037W	3.98527	4.96368	5.21684	6.17905	4.78978	4.58974	4.87537	5.37946	3.25367	5.05527	4.87082
YAL038W	3660.98	4135.43	3330.23	2498.12	3221.1	2938.46	3359.76	3107.43	3631.09	3244.43	3285.76
YAL039C	14.0586	14.3256	14.9332	10.9792	12.7296	15.5316	18.0871	15.7377	16.9197	13.4578	18.2941
YAL040C	33.7391	36.643	32.0562	29.5234	33.4178	35.5824	34.2606	31.1464	25.646	30.0645	30.4563
YAL041W	28.5123	30.6225	30.4545	30.4037	28.8922	29.1826	29.9869	31.7952	28.699	29.2836	30.8438
YAL042C-A	2.48164	3.53246	3.31149	1.22428	1.95098	3.87549	3.09253	2.81036	2.51252	3.36127	1.8545
YAL042W	100.943	123.988	98.5641	79.2707	103.952	102.662	120.061	109.638	110.194	100.774	106.828
YAL043C	31.3798	37.3111	32.7459	28.884	33.1376	34.7899	36.4255	35.826	31.3512	31.275	33.9619
YAL044C	456.607	509.275	453.612	392.265	631.156	633.49	747.809	708.837	578.252	560.362	599.617
YAL044W-A	68.569	84.0475	92.0628	68.7284	80.8595	74.7872	88.3376	91.1011	66.3918	82.2507	82.5545
YAL045C	0.480306	1.02553	0.391672	1.11705	0.519198	0.785794	0.858774	2.81562	1.14624	0.841891	0.394819
YAL046C	98.6257	115.263	110.75	96.9307	99.6208	109.553	109.209	117.883	96.8908	102.496	109.203
YAL047C	11.1202	11.7374	11.705	12.7153	10.8069	10.4191	11.3707	12.0846	9.83208	9.0846	11.489
YAL047W-A	1.43619	2.55541	1.46395	3.34016	1.74654	3.23076	2.35388	1.05239	2.85619	1.57337	0.590285
YAL048C	14.0162	15.1896	16.5172	15.0022	16.1004	16.432	17.2155	17.4895	15.1547	15.2157	15.8937
YAL049C	72.4616	78.053	79.2526	67.5474	70.624	74.3714	71.6013	71.1724	75.5235	78.1774	79.0142
YAL051W	14.5163	16.642	17.0348	15.8906	14.4638	14.2757	15.9251	16.4197	14.4984	14.8015	16.6594
YAL053W	53.8466	61.7059	57.8356	50.466	51.7518	49.2207	54.2374	54.303	47.0838	47.4101	51.9755
YAL054C	2.67507	2.82302	2.93364	2.92002	2.34326	2.87993	3.5918	3.09803	2.09131	2.29057	3.57645
YAL055W	9.00805	9.15885	12.6734	10.2065	8.02538	9.79796	11.8584	11.4608	12.5205	12.059	16.1928
YAL056C-A	0.855946	0.812257	0.930657	0.884748	0.771046	1.16696	0.850227	0.41814	0.453932	2.50054	0.469068
YAL056W	20.2651	24.5719	23.8117	21.0443	22.3265	22.4144	24.0614	25.0136	22.9577	22.3099	25.6119
YAL058W	14.3667	15.7156	14.0511	14.289	13.3203	15.0397	16.6843	15.842	13.6151	13.3199	15.8728
YAL059C-A	0.501775	0.357122	0.545571	0.259329	0.271202	0	0.498422	0.122562	0.266105	0.586348	0.549956
YAL059W	22.3122	20.3413	18.3165	21.6939	25.6516	20.2051	19.1241	23.7317	25.4069	22.6939	20.488
YAL060W	125.919	170.814	159.191	121.733	162.611	186.829	216.332	204.893	150.739	164.628	185.404
YAL061W	13.8999	22.3619	26.9203	20.631	11.003	16.3448	23.006	21.0499	22.0454	22.8921	34.016
YAL062W	2.66453	3.99533	3.35417	2.26619	2.4888	2.6875	3.29942	3.29838	3.21029	3.31013	3.82769
YAL063C	0.414639	0.345218	0.427438	0.266858	0.342502	0.326381	0.419639	0.521677	0.466756	0.377107	0.392287
YAL063C-A	1.30381	4.17574	1.59481	1.51614	2.81876	3.73286	1.94264	1.43308	1.03717	4.57068	2.1435
YAL064C-A	0.440953	0.313835	0.719162	0.170922	0.476659	0.180353	0.394206	0.323117	0.350774	0	0.181235
YAL064W	0	1.03704	0.594101	1.69438	1.57508	1.78788	1.73682	0.533855	4.05686	1.27701	1.19775
YAL064W-B	3.30715	3.76602	5.21393	2.3929	4.64742	4.50883	6.3073	7.27013	7.19088	7.72913	6.70571
YAL065C	0.210891	0.30019	0	0.490471	0.227967	0.345023	0.251378	0	0.167762	0.184827	0.520067
YAL066W	0	0	0	0	0	0.392897	0.286258	0	0	0	0
YAL067C	0.341717	0.283741	0.247696	0.323781	0.54382	0.745412	0.690183	0.932043	0.256731	0.183019	0.436951
YAL067W-A	0	0	0	0	0	0	0	0	0	0	0
YAL068C	0	0	0.832712	0	0	0.208829	0	0	0.203079	0.447475	0
YAL068W-A	0	0	0	0	0	0	0	0	0	0	0
YAL069W	0	0	0	0	0	0	0	0	0	0	0
YAR002C-A	197.418	208.945	189.339	175.278	177.084	169.311	178.009	184.304	177.436	163.525	180.558
YAR002W	36.6175	37.4528	36.2823	33.176	35.8652	34.1558	35.1962	36.8339	33.3842	33.4687	36.3645
YAR003W	15.4539	20.7532	19.685	17.0961	17.7112	20.6462	21.1099	22.7102	20.7508	18.8825	22.5786
YAR007C	38.21	41.0803	40.0823	38.1609	34.2708	34.8928	36.1597	37.5475	35.6645	34.8442	39.9901
YAR008W	7.38883	8.29955	8.60759	10.4041	9.78015	10.9371	10.7845	12.6702	12.0754	10.8809	12.602
YAR009C	3.85775	3.90462	3.9696	3.9493	4.77258	4.50915	4.68141	4.92623	4.00399	3.78547	3.97286
YAR010C	0.0812931	0.173573	0.0441943	0.0420142	0.0732297	0.132998	0.11305	0.138994	0.10778	0.0712462	0.133648
YAR014C	37.5352	41.1399	40.6642	36.8231	45.1321	45.4743	50.2832	52.1522	46.2899	39.744	45.01
YAR015W	95.1042	102.086	96.1655	91.3545	125.066	121.407	133.392	141.854	124.713	107.984	111.641
YAR018C	22.6997	23.2753	21.9395	22.1569	21.5226	21.626	23.0776	23.2388	21.7739	23.2421	25.1655
YAR019C	8.97232	10.0469	10.8463	9.85597	9.48134	10.4888	11.0124	10.5832	8.82442	9.76973	10.102
YAR019W-A	2.77046	3.94358	2.25921	2.95318	1.87175	3.96599	3.71513	2.03011	2.75485	6.07017	1.42335
YAR020C	61.0052	72.3642	102.811	50.4463	70.3413	83.1718	55.7498	68.5441	64.7054	78.4163	70.2061
YAR023C	9.00091	10.0362	9.62343	9.3813	8.10812	7.93553	10.0733	9.52695	8.75128	8.0638	9.53634
YAR027W	48.6317	57.2656	57.9607	56.0846	40.8494	40.5075	49.1633	47.3905	45.5961	47.956	53.2666
YAR028W	16.0832	15.5348	15.3532	16.5254	14.4879	13.1563	15.5954	16.2749	14.1141	14.6548	13.5354
YAR029W	57.216	72.3941	65.6662	77.2122	56.1222	50.2704	55.5707	69.8768	53.9435	72.4314	52.2583
YAR030C	3.75479	4.89931	4.33768	2.91085	3.55147	5.11911	5.22158	7.10776	3.48472	3.56497	7.20182
YAR031W	1.70665	1.91788	1.9777	2.57648	1.65065	2.16758	1.49896	1.87587	1.82208	1.92871	2.06743
YAR033W	2.55289	2.27117	1.9777	3.36446	2.93208	2.50596	2.58655	2.29158	1.62464	2.34925	2.62314
YAR035C-A	0	0	0	0	0	0	0	0	0	0	0
YAR035W	3.28711	3.99426	2.74589	2.26238	4.02993	3.73823	5.37076	4.62938	2.95926	3.2884	3.96741
YAR042W	26.9628	30.5827	28.5604	25.4924	26.4438	28.7143	31.6268	31.3523	27.1283	25.8751	29.5397
YAR047C	4.0327	2.58313	0.328852	3.1263	3.05147	4.28845	3.60518	3.54604	2.88718	2.82744	3.64644
YAR050W	0.453379	0.578923	0.554571	0.346307	0.407208	0.50722	0.576182	0.449477	0.302317	0.40319	0.476817
YAR053W	0	0	0	0	0	0	0	0	0	0	0
YAR060C	0	0	0	0	0	0	0	0	0	0	0
YAR064W	0.55619	1.18755	0.453552	0.862357	0.300613	1.36491	0.994453	1.22268	0.442444	1.94981	0
YAR066W	0.0801734	0.0570609	0	0	0	0	0	0	0	0.210795	0.0659038
YAR068W	0.122797	0.174794	0	0	0	0.10045	0.073186	0	0.293052	0	0
YAR069C	0	0	0	0	0	0	0	0	0	0	0
YAR070C	0	0	0	0	0	0	0	0	0	0	0
YAR071W	0.075592	0.0179334	0.0616425	0.117203	0.0544753	0.0824471	0.105122	0.0923191	0.0400885	0.132499	0.0207126
YAR073W	0.0906633	0.0645268	0.0492884	0.0234285	0.0653364	0.0247213	0.036023	0.0221451	0.0240406	0.0529723	0.0993689
YAR075W	0	0.276175	0	0	0.13982	0	0.154178	0	0	0.113361	0
YBL001C	409.84	482.82	538.886	560.607	475.518	494.627	562.009	613.497	528.131	533.014	616.078
YBL002W	739.848	694.804	664.506	771.854	764.551	751.446	704.659	750.462	744.615	710.702	710.531
YBL003C	355.25	340.799	338.423	323.534	359.687	400.586	356.384	327.847	468.579	397.726	398.239
YBL004W	45.0003	45.1834	40.9615	42.2598	46.4585	42.8111	40.4862	44.8981	41.5715	42.0977	41.6115
YBL005W	12.5982	12.9978	12.6803	12.2903	11.8999	11.7879	11.2918	11.8476	12.1712	11.5072	12.9695
YBL005W-A	15.3915	16.798	15.9763	16.5536	14.9828	17.1345	16.15	15.1901	14.5934	15.3892	15.6591
YBL005W-B	24.4061	27.6711	26.5127	22.7549	24.3107	26.1403	25.9364	25.6257	23.9122	23.2701	23.8754
YBL006C	54.0483	55.2349	50.0478	37.7562	56.2847	53.7673	61.0028	52.8065	48.5858	49.1904	51.6706
YBL006W-A	14.1331	10.0588	23.05	25.5651	17.8237	15.4147	8.42318	6.90418	7.49516	12.3864	27.1078
YBL007C	103.797	117.457	107.776	88.4797	97.4694	102.24	104.976	104.071	101.464	98.9516	107.249
YBL008W	15.8057	18.1171	16.4686	15.1899	16.3454	15.2429	16.8645	17.7433	16.615	15.6806	17.6846
YBL008W-A	0	5.96372	1.36661	7.79515	3.62313	5.48352	3.9952	2.45604	2.66627	2.93749	12.3983
YBL009W	12.902	13.646	13.6508	14.0409	13.0198	12.3709	11.9138	13.3076	11.9653	11.3647	13.9753
YBL010C	10.8279	12.6929	11.147	11.3948	11.228	11.1819	13.0234	14.1453	13.9141	11.5937	13.6531
YBL011W	56.1568	60.7013	55.2587	46.3564	50.3027	51.2703	54.3411	52.7105	52.4918	49.0155	51.368
YBL012C	0.190215	0.270759	0	0.294924	0.102809	0.466796	0.3401	0	0.151314	0.166707	0
YBL013W	6.35581	6.68793	5.97649	4.83296	5.25968	5.62204	6.03544	5.86067	5.53982	5.89013	6.2495
YBL014C	15.555	16.5892	15.9482	15.0689	16.0591	15.0892	16.0349	16.3707	15.4626	14.8367	16.754
YBL015W	36.6627	46.2935	43.4202	33.9441	30.8808	33.8154	39.8077	38.6649	36.3778	35.8273	43.4638
YBL016W	17.2183	18.4711	16.347	16.8172	17.8773	16.5153	19.9479	21.2995	17.1996	16.8786	17.9202
YBL017C	54.0131	63.2462	61.4315	56.8789	55.0944	58.8936	61.0303	64.1671	62.6023	58.3273	64.9668
YBL018C	73.2329	73.105	70.8869	81.5464	84.7144	71.1086	77.4293	81.9576	80.0454	71.3505	73.9582
YBL019W	9.3466	10.325	10.5477	10.1304	8.30779	8.04424	9.30615	10.5492	9.81368	8.9485	9.79499
YBL020W	28.7875	31.7713	27.8646	24.7934	27.3246	24.8227	27.5806	28.5354	25.1745	22.8795	27.1323
YBL021C	15.0209	21.7153	20.1597	18.8014	20.1273	23.5506	22.3807	25.7972	23.4001	24.4091	23.5372
YBL022C	69.5683	76.6772	74.5315	64.3791	61.6368	62.6386	68.6762	69.8074	66.6705	65.7352	74.0758
YBL023C	18.9823	21.9868	20.6526	19.2511	19.4921	19.7278	20.9862	21.4433	20.6966	20.1951	22.5433
YBL024W	70.5013	70.4887	64.4427	64.2745	70.8622	63.4711	63.9636	67.9329	66.9665	62.0988	63.7021
YBL025W	13.0886	16.5486	18.5841	19.4579	15.813	15.7451	18.0793	18.6177	18.7414	15.3847	19.2397
YBL026W	420.204	394.18	405.014	500.385	389.074	386.559	379.352	420.982	370.435	380.346	419.027
YBL027W	1973.83	1915.15	1663.78	1376.4	1915.11	1770.07	1718.24	1699.08	1873.73	1688.81	1605.53
YBL028C	184.698	149.822	174.291	243.538	200.743	171.538	164.396	200.351	176.759	159.044	165.747
YBL029C-A	141.338	177.333	182.983	174.521	148.057	181.768	181.932	175.638	164.592	169.204	208.409
YBL029W	0.725923	0.77498	1.13011	1.12552	0.85604	0.944706	1.04228	0.773722	0.971192	1.30133	1.22056
YBL030C	166.849	199.963	185.468	161.246	171.961	187.595	217.867	209.673	181.874	188.63	225.512
YBL031W	12.4294	14.429	11.4336	14.4829	12.7804	12.3683	13.3024	12.9676	12.9622	12.7863	12.8649
YBL032W	66.9335	73.9621	64.5563	56.467	64.3745	63.9355	63.1539	63.9058	64.1882	58.8603	64.2216
YBL033C	46.9926	50.4307	44.0056	31.226	53.3894	48.2468	57.2234	51.3006	47.9161	43.577	45.4205
YBL034C	12.1347	13.3986	13.3671	13.1176	11.8165	12.2554	12.9048	13.5068	11.2385	12.661	13.1346
YBL035C	15.2755	17.8427	17.3199	18.2521	17.0932	15.8965	17.5771	19.4887	16.7099	17.4817	19.0463
YBL036C	42.8506	53.065	49.0017	54.4488	47.6986	49.8352	52.0352	57.5185	54.8571	52.7613	54.6357
YBL037W	21.0376	23.0268	22.1888	21.3175	18.293	18.7154	20.0489	21.5292	20.0168	19.4655	22.291
YBL038W	40.0974	44.4181	42.7182	36.6501	37.1921	38.0377	41.8595	41.6088	40.0772	36.5021	42.6362
YBL039C	118.715	111.289	92.9716	89.9742	123.791	102.427	102.512	113.351	117.2	106.438	96.9919
YBL039C-A	287.972	289.936	257.74	255.916	288.512	333.238	280.466	391.153	245.841	307.783	306
YBL039W-B	138.313	202.061	181.056	191.877	116.069	131.006	145.343	144.026	144.772	165.879	203.455
YBL040C	86.3883	86.3801	93.1972	88.2704	77.3857	80.0504	82.5896	79.699	89.957	80.4902	87.7761
YBL041W	116.107	126.623	132.045	123.924	115.714	126.769	131.561	129.251	137.887	123.948	142.385
YBL042C	50.1943	44.0045	34.4836	34.9159	50.4368	40.0766	39.3923	40.0224	41.9242	34.3287	35.4766
YBL043W	0.776078	1.42033	0.813681	1.20329	1.34826	1.17899	1.71799	2.55908	1.19063	1.26316	1.68601
YBL044W	1.21262	0.863045	0.593308	0.188014	0.131081	0.198388	0.289084	0.355428	0.385852	0.212551	0.199359
YBL045C	76.9869	95.851	86.9554	80.6002	71.0285	81.9582	93.3397	88.26	70.4	79.3071	100.498
YBL046W	8.16071	11.1739	9.71771	10.7885	9.50795	10.8533	11.5312	13.8805	14.4453	9.923	12.1948
YBL047C	94.0226	105.686	104.344	88.3129	81.8738	88.3905	93.3839	92.0557	86.9548	90.8783	97.9514
YBL048W	19.2671	34.6083	23.9415	18.8485	16.6122	16.136	26.5203	24.8751	21.1656	18.4941	33.5612
YBL049W	17.8429	22.9324	27.264	29.1421	19.7558	21.9644	27.7728	25.1339	17.7767	20.0405	25.2047
YBL050W	45.2712	58.3583	57.7487	56.1534	48.6873	54.604	57.1286	58.8657	59.9357	55.9111	62.2
YBL051C	37.612	38.7988	41.9974	38.0391	37.0964	38.8787	39.8503	40.7469	38.5984	39.1588	40.906
YBL052C	11.8251	13.6059	12.727	13.5751	12.0406	13.1164	12.8139	13.3345	13.7856	13.4852	13.83
YBL053W	0.461951	0.493169	0	2.32779	0.624196	0.377882	0.550637	0.846258	0.918695	0.404859	0.759462
YBL054W	16.5771	14.6659	13.2501	15.8729	19.6	13.6319	15.4135	16.9129	14.4063	12.9738	13.0866
YBL055C	25.5517	28.0901	25.3569	26.6353	27.6051	25.5779	26.6371	27.0803	25.2182	23.4059	25.1335
YBL056W	89.7215	95.2123	86.8547	74.8743	78.6759	79.7459	82.3517	80.8277	86.1869	79.7122	86.3751
YBL057C	60.7466	59.8926	56.8823	49.0029	61.7954	56.4934	57.404	62.2282	58.919	55.8031	52.6561
YBL058W	88.4467	96.8433	96.3214	80.7632	78.3873	87.733	93.1514	91.4942	95.4107	89.0845	101.235
YBL059C-A	84.7352	73.5957	96.3279	103.823	73.7429	74.0139	82.5998	94.7155	81.4014	85.5912	93.8554
YBL059W	10.4875	11.1341	11.1179	11.0437	10.7227	10.9382	10.7821	12.6802	9.31606	9.11481	10.9198
YBL060W	7.45612	8.251	8.7084	9.1614	7.38388	9.15538	9.977	10.6922	10.2043	9.03606	9.58241
YBL061C	21.6771	21.0842	21.4648	20.7489	20.8278	20.7048	22.6936	23.4328	22.0828	21.5321	22.4555
YBL062W	0.881907	0.627669	0.179791	0.512765	0.476659	0.180353	0.262804	0.484675	0.701549	0.386457	0.181235
YBL063W	8.87135	9.70905	9.94038	9.25269	9.37568	10.6887	10.1418	10.5558	10.1319	9.68358	10.772
YBL064C	83.6777	102.37	123.037	111.212	67.3421	80.774	107.753	107.74	73.7214	93.38	127.367
YBL065W	4.85015	3.88343	2.22475	2.35001	2.78528	2.23171	3.07131	2.4434	3.85825	3.18804	3.23935
YBL066C	8.03561	9.36558	9.27625	8.72694	9.04042	10.6155	10.2617	10.9563	8.99839	9.45115	9.90436
YBL067C	38.0307	39.3497	39.9346	36.9807	36.482	34.6896	34.8032	37.7021	37.007	34.0593	38.085
YBL068W	36.657	35.682	35.5661	36.2466	39.7541	37.8889	39.6662	40.2333	35.9918	36.3428	37.9436
YBL068W-A	95.0688	88.9633	91.8816	99.6325	96.106	80.6479	86.0395	91.5945	98.0342	92.5771	98.4087
YBL069W	16.6622	17.3902	16.2091	16.5799	17.8452	15.8025	19.1279	19.7073	20.3267	16.5631	19.4418
YBL070C	0	0.287015	0.657703	0.937889	0.653886	0.32988	0	0.295504	0.320798	0.35343	0.331494
YBL071C	2.40153	1.02553	0.783343	3.35116	2.85559	0	2.00381	1.40781	0.764158	1.68378	3.15855
YBL071C-B	0	4.6331	5.30845	0	3.51842	10.6501	0	9.54025	0	5.7052	0
YBL071W-A	343.161	335.183	365.308	375.115	346.89	384.068	342.294	346.149	327.806	334.726	308.05
YBL072C	372.912	296.42	363.561	551.804	355.119	406.393	318.385	357.477	317.38	384.177	333.842
YBL073W	0	0	1.12226	0	0	0	0	1.3446	0	0	0.377092
YBL074C	11.7265	14.5422	14.4307	17.1072	12.868	15.1444	14.9096	15.493	13.8228	14.8552	17.1171
YBL075C	11.3264	13.139	14.9286	13.1842	11.8459	11.7983	14.4797	16.1228	13.202	13.0905	15.9065
YBL076C	333.135	349.654	297.861	259.094	333.455	312.171	309.443	318.615	320.959	305.739	300.867
YBL077W	0.159032	0.339559	0.389055	1.10959	0.945504	1.04073	0.189564	0	0.632544	0.418134	0.522909
YBL078C	52.9388	68.8453	81.3668	84.2289	42.5446	57.8152	61.7806	56.4615	59.0896	60.4851	71.9959
YBL079W	43.6339	46.2058	44.3227	41.8026	43.1829	43.8187	45.1054	46.9065	43.1448	40.9296	43.9039
YBL080C	6.65753	7.94228	8.87594	8.99517	7.24231	8.07384	9.34644	9.55553	8.05329	8.68728	9.78118
YBL081W	14.7889	16.3918	12.6407	12.0697	16.3714	14.678	14.5755	15.9819	14.8135	11.9802	13.1326
YBL082C	17.4411	19.9419	17.4206	12.9409	19.467	18.8891	20.8356	19.3217	19.4773	17.3207	19.3845
YBL083C	28.2808	31.3622	25.6095	21.287	29.9487	25.8241	30.4764	31.9283	28.383	27.0913	28.6536
YBL084C	11.1791	12.7363	12.4513	11.2808	11.2544	12.1263	11.9141	12.1245	10.5139	11.2438	12.0913
YBL085W	25.5596	28.3402	28.6215	26.2717	25.2587	26.3781	26.919	28.1889	26.3995	25.9701	27.3242
YBL086C	9.19572	12.1725	11.3924	9.87072	9.76282	11.366	13.5207	13.3101	11.9373	11.6018	13.6436
YBL087C	1232.73	1238.27	912.761	785.282	1100.8	1059.61	1019.89	948.412	1056.53	961.195	915.746
YBL088C	14.6429	16.083	16.0936	14.8354	14.5299	15.522	15.2077	15.6231	14.4555	14.5242	15.9133
YBL089W	11.5794	12.4535	13.3036	12.6672	12.7117	12.9242	15.152	13.8777	12.8549	11.975	13.4528
YBL090W	36.251	37.7923	38.3049	44.1733	38.4689	37.3388	41.0196	43.9235	32.4928	38.304	41.2148
YBL091C	73.3153	84.4206	83.7983	69.0382	75.8183	87.3611	93.7692	91.8452	100.071	83.1144	95.6688
YBL091C-A	20.5494	26.5038	24.4129	22.8042	18.3796	18.0043	23.1268	19.1855	20.1639	21.9408	24.2661
YBL092W	5301.38	5164.46	4622.54	4397.01	4843.01	4537.47	4297.36	4324.97	4627.81	4472.96	4303.49
YBL093C	105.586	97.3615	88.4518	81.3636	91.6429	78.7228	81.4046	82.3152	94.6176	69.3718	73.3294
YBL094C	0.346308	3.69711	1.97681	3.49012	1.31022	0.849854	2.06396	2.03011	1.37742	1.82105	3.41605
YBL095W	16.7187	18.6932	16.2424	12.6009	18.7418	19.2479	19.0058	19.5108	19.2926	17.4563	18.4937
YBL096C	0.960612	1.70921	1.95836	1.4894	1.55759	0.785794	3.4351	1.40781	0.764158	1.68378	1.9741
YBL097W	3.72448	4.35633	5.52107	5.87543	5.25885	7.227	6.92599	7.79615	10.1516	6.70548	8.23542
YBL098W	18.3241	19.672	19.5258	20.4129	21.0423	22.7149	21.6431	22.9054	19.4763	19.4333	20.0414
YBL099W	248.244	294.293	274.861	220.581	241.824	259.387	289.247	271.553	238.011	254.97	289.006
YBL100C	0	0	0	0	0.237166	0	0.261521	0	0	0	0
YBL100W-A	1.71675	1.64851	1.75548	2.00689	1.13407	1.02538	1.13685	1.0583	1.12721	1.38517	1.20959
YBL100W-B	2.79305	3.12496	3.01341	3.09643	2.42283	2.63264	2.56203	2.53095	2.50987	2.61408	2.39987
YBL100W-C	5.77716	8.22342	18.8442	8.95733	0	9.45159	10.3294	0	4.59568	5.06317	0
YBL101C	22.9074	28.7448	28.0126	26.8342	22.9842	27.1495	29.3889	29.7804	25.8502	27.2887	30.6493
YBL102W	93.8734	108.912	97.725	84.8182	97.9659	96.4197	110.939	102.246	97.3623	98.4448	102.467
YBL103C	24.0123	24.7805	24.3981	22.6733	27.9424	28.894	28.6509	30.5633	26.3984	24.98	26.5088
YBL104C	14.521	15.3543	15.8629	14.4826	14.7919	14.1445	14.6357	15.0276	14.0214	13.4201	15.4482
YBL105C	25.9721	30.9049	30.7625	28.0209	28.1242	31.7793	32.0184	34.5121	32.1603	29.4032	32.9343
YBL106C	31.6327	34.6929	31.2681	28.8099	29.7758	27.2613	26.0675	28.5032	31.0594	27.4209	28.6063
YBL107C	19.7423	18.8356	22.969	30.2801	18.9493	20.0477	21.4024	27.1248	25.6558	23.4925	23.993
YBL107W-A	0	4.48517	0	4.88545	3.40608	0	0	0	0	0	0
YBL108C-A	0	0	0	0	0	0	0	0	0	0	0
