gene,assay,estimate,est_error,lower_95,upper_95,eff_sample,rhat,seed,run_limit_stop,is_pos,is_neg,category,attempts
YAL001C,writer_loss,-2.66579910656491,0.950839820667727,-4.80283855272532,-0.543983276371443,429.553378824456,1.00694262250629,126,FALSE,FALSE,TRUE,negative,4
YAL001C,writer_eraser_loss,-2.48459962906652,0.874992584957897,-4.41077744968887,-0.755436038515393,732.654862172335,1.0031268548799,126,FALSE,FALSE,TRUE,negative,4
YAL001C,writer_add,5.06190695326292,1.46646581894963,1.52744393603069,7.89830165955577,128.724998803161,1.03202704238243,126,FALSE,TRUE,FALSE,positive,4
YAL002W,writer_loss,-2.65937347708703,0.976676414363259,-4.66993764890304,-0.626846814661311,1722.78227027795,1.00057100018673,124,FALSE,FALSE,TRUE,negative,2
YAL002W,writer_eraser_loss,-2.43445783573204,0.812869288370471,-4.07569495813114,-0.661436449507397,1723.79881782981,1.00184736079359,124,FALSE,FALSE,TRUE,negative,2
YAL002W,writer_add,5.30533688144262,1.30854062775291,2.45612627147573,8.14660386579533,286.283569322484,1.01260163563299,124,FALSE,TRUE,FALSE,positive,2
YAL003W,writer_loss,-2.61160000470653,1.05123082010161,-4.95244332795485,-0.585910581199725,235.38480661549,1.00267982825326,125,FALSE,FALSE,TRUE,negative,3
YAL003W,writer_eraser_loss,-2.62017047797757,0.777889565913986,-4.38734293108008,-1.07062737341549,890.083967198423,1.00860190630585,125,FALSE,FALSE,TRUE,negative,3
YAL003W,writer_add,4.96070872331511,1.22770633782576,2.34338559530458,7.60562083790521,542.127353331288,1.00530447510142,125,FALSE,TRUE,FALSE,positive,3
YAL007C,writer_loss,-2.72724745348387,0.957098308086594,-4.50558673260002,-0.871845471424355,323.427033092568,1.01392734724004,125,FALSE,FALSE,TRUE,negative,3
YAL007C,writer_eraser_loss,-2.46748195429116,1.02000905957695,-5.01811211343103,-0.404586808695112,389.876622657377,1.00905659242399,125,FALSE,FALSE,TRUE,negative,3
YAL007C,writer_add,5.31294038636957,1.28330802565188,2.70839822321998,8.18453132143878,645.908146626035,1.00206109137832,125,FALSE,TRUE,FALSE,positive,3
YAL008W,writer_loss,-2.2898632317612,1.00697750203244,-4.38823855396026,-0.20049420154877,998.396542769381,1.0052949301198,123,FALSE,FALSE,TRUE,negative,1
YAL008W,writer_eraser_loss,-2.4406411135079,1.22275512105993,-5.78029079435603,0.325495391247679,236.473115732933,1.00790755539761,123,FALSE,FALSE,FALSE,zero,1
YAL008W,writer_add,4.76769633007336,1.34633564684131,1.93750946351662,7.78856434966518,1111.39510317178,1.00359236621115,123,FALSE,TRUE,FALSE,positive,1
YAL009W,writer_loss,-2.31588284603349,1.0393988894653,-4.3924255366517,0.110146652899163,132.536864709311,1.03594992668645,123,FALSE,FALSE,FALSE,zero,1
YAL009W,writer_eraser_loss,-2.48513589110031,0.872608672769346,-4.21563049616823,-0.568545300838815,2187.09178308366,1.00222441397807,123,FALSE,FALSE,TRUE,negative,1
YAL009W,writer_add,4.81139876871088,1.30420831673715,1.9499363853956,7.53438271043158,412.177629737799,1.01470971297768,123,FALSE,TRUE,FALSE,positive,1
YAL010C,writer_loss,-2.62103185753118,0.871645456550103,-4.47468817824289,-0.800220627515019,2517.0177056298,1.00087479497031,123,FALSE,FALSE,TRUE,negative,1
YAL010C,writer_eraser_loss,-2.51254881089868,0.854277806991689,-4.49056815121586,-0.631460205929748,628.913532701196,1.00560861567602,123,FALSE,FALSE,TRUE,negative,1
YAL010C,writer_add,5.32533774508157,1.35093704581908,2.39192349734159,8.02474343313079,1054.62563886074,1.0052483745428,123,FALSE,TRUE,FALSE,positive,1
YAL011W,writer_loss,-2.48404010068867,0.924729461247316,-4.43299279393096,-0.598655506337109,624.506453382881,1.00489756033849,124,FALSE,FALSE,TRUE,negative,2
YAL011W,writer_eraser_loss,-2.33253056398662,0.867594299255688,-4.033173170984,-0.402173726180326,2043.61859471789,1.00144449613798,124,FALSE,FALSE,TRUE,negative,2
