gene,assay,estimate,est_error,lower_95,upper_95,eff_sample,rhat,seed,run_limit_stop,is_pos,is_neg,category,attempts
YAL016C-B,writer_loss,-0.704732953782763,0.450959575049781,-1.97039819145655,0.183038563040455,198.515722900424,1.01612812566982,126,FALSE,FALSE,FALSE,zero,4
YAL016C-B,writer_eraser_loss,-0.521588836501268,0.503567410409621,-1.60833530139444,0.643948117866207,1086.9821032314,1.00476069763154,126,FALSE,FALSE,FALSE,zero,4
YAL016C-B,writer_add,1.61296801409188,0.515038557928935,0.34405329732703,2.65956845076673,223.874061510916,1.01779617501455,126,FALSE,TRUE,FALSE,positive,4
YAL017W,writer_loss,-0.577527739506271,0.240754319498071,-1.15875639999396,-0.169843222505078,42.8268748431431,1.081136816226,127,FALSE,FALSE,TRUE,negative,5
YAL017W,writer_eraser_loss,-0.455854825450717,0.32497306327102,-1.30893553825593,0.257134951478919,169.589196035653,1.02224471568298,127,FALSE,FALSE,FALSE,zero,5
YAL017W,writer_add,1.61959822248913,0.355666825054928,0.824020332561373,2.34548808506489,171.849117573495,1.02547926603886,127,FALSE,TRUE,FALSE,positive,5
YAL018C,writer_loss,-0.436259700900887,0.364196850887522,-1.29455614134016,0.252422430693468,257.54016911636,1.01223047557625,123,FALSE,FALSE,FALSE,zero,1
YAL018C,writer_eraser_loss,-0.232466394715136,0.392577915589723,-1.00419563686848,1.09308395709518,143.717256475742,1.02868607998313,123,FALSE,FALSE,FALSE,zero,1
YAL018C,writer_add,0.976484645015797,0.571270528950787,-0.39815147885585,1.8399431028826,50.0377559330485,1.07377307144912,123,FALSE,FALSE,FALSE,zero,1
YAL019W,writer_loss,-0.508959367896973,0.167011210182693,-0.950805877514847,-0.21031578600882,213.243978035821,1.02549549932446,123,FALSE,FALSE,TRUE,negative,1
YAL019W,writer_eraser_loss,-0.439244928930721,0.261656674564646,-1.13941744938118,0.108786838080212,958.780997756546,1.00603580325214,123,FALSE,FALSE,FALSE,zero,1
YAL019W,writer_add,1.14740897602926,0.279088429897981,0.541455298068554,1.7382091945302,1638.27263961817,1.00328409277618,123,FALSE,TRUE,FALSE,positive,1
YAL021C,writer_loss,-0.564070003856004,0.177448433898812,-0.988248159047632,-0.160375368226837,642.388505907181,1.0107480202973,132,TRUE,FALSE,TRUE,negative,10
YAL021C,writer_eraser_loss,-0.404965412728408,0.271787496441485,-0.997100405751048,0.116258563170765,961.298682425764,1.00543635572161,132,TRUE,FALSE,FALSE,zero,10
YAL021C,writer_add,1.43795159898871,0.371258598373922,0.668328227806173,2.24442360938907,532.873716309754,1.01105198766205,132,TRUE,TRUE,FALSE,positive,10
YAL022C,writer_loss,-0.557841872982688,0.312331277038054,-1.46359867327276,0.0263451970972224,245.267566715827,1.03480438409302,126,FALSE,FALSE,FALSE,zero,4
YAL022C,writer_eraser_loss,-0.394403377629073,0.270732751960172,-0.971252885316945,0.251902575878843,1438.50780685784,1.00040107201306,126,FALSE,FALSE,FALSE,zero,4
YAL022C,writer_add,1.27442281988319,0.333679661659699,0.674722312052313,1.984240730693,468.018174182105,1.00817902140911,126,FALSE,TRUE,FALSE,positive,4
YAL023C,writer_loss,-0.512261530481593,0.207374339182482,-1.0345516385233,0.0177814518190764,121.446150311295,1.03287980067308,124,FALSE,FALSE,FALSE,zero,2
YAL023C,writer_eraser_loss,-0.353212890098229,0.252478375275339,-0.871464114437126,0.319171597910724,694.501863316781,1.00933129241213,124,FALSE,FALSE,FALSE,zero,2
YAL023C,writer_add,1.32423559169544,0.396588009029742,0.567391273277468,2.35817948356318,121.023970037772,1.03500940710782,124,FALSE,TRUE,FALSE,positive,2
YAL024C,writer_loss,-0.538849779794464,0.205645198299363,-0.999061106810615,0.0283478393675367,93.4429777917139,1.05025450953466,123,FALSE,FALSE,FALSE,zero,1
YAL024C,writer_eraser_loss,-0.427691531739368,0.337449406538341,-1.08949903645785,0.205778376384723,324.665962541047,1.00726295196446,123,FALSE,FALSE,FALSE,zero,1
YAL024C,writer_add,1.22670606832942,0.475004944474253,0.0191057383216634,2.10190794643756,58.7402371336663,1.04825389085454,123,FALSE,TRUE,FALSE,positive,1
YAL025C,writer_loss,-0.549904115952782,0.127032229674198,-0.824582747766661,-0.290992947362412,1587.4782258668,1.00544269907016,123,FALSE,FALSE,TRUE,negative,1
