Gene	rph1d_RNA_Rep1	rph1d_RNA_Rep2	rph1d_RNA_Rep3
YCR031C	3664.51	3677.49	3743.07
YCR032W	6.92003	7.00424	7.28598
YCR033W	20.5558	19.0531	18.2568
YCR034W	87.42	92.0308	89.4251
YCR035C	43.0629	41.4899	40.0459
YCR036W	29.7999	31.986	28.2182
YCR037C	20.5474	20.6766	19.1042
YCR038C	2.921	3.22194	3.14221
YCR038W-A	16.0416	0	5.07289
YCR039C	0	0	0
YCR040W	0	0	0
YCR041W	4.49184	8.64563	6.62883
YCR042C	9.86575	9.50467	9.42968
YCR043C	104.701	106.562	124.776
YCR044C	30.1479	30.6476	30.6108
YCR045C	8.23812	8.34921	7.80467
YCR045W-A	14.8029	16.3828	12.4831
YCR046C	63.4764	52.7521	51.7332
YCR047C	28.9035	26.8538	27.3977
YCR047W-A	105.188	145.096	170.015
YCR049C	20.3358	17.2466	24.5176
YCR048W	27.1674	24.9525	23.1778
YCR050C	45.6858	48.5632	44.6553
YCR051W	73.4995	68.5042	84.1292
YCR052W	39.8856	41.824	42.3377
YCR053W	164.728	167.008	158.57
YCR054C	14.1843	14.7024	13.5118
YCR057C	61.2432	63.9159	61.0663
YCR059C	49.5686	48.8501	46.5231
YCR060W	53.9795	61.364	53.0392
YCR061W	12.4274	11.4035	11.1456
YCR064C	5.43701	7.17589	5.23995
YCR063W	11.5575	14.3697	12.7331
YCR065W	29.8181	29.2935	27.3711
YCR066W	5.04002	5.68092	5.67661
YCR067C	20.2388	20.3998	19.3849
YCR068W	12.0976	12.2199	12.5368
YCR069W	52.0136	57.6219	50.8813
YCR071C	29.9278	27.4352	29.4286
YCR072C	43.8799	43.4314	42.0066
YCR073C	6.79455	7.3005	6.45659
YCR073W-A	30.0619	29.8835	29.7151
YCR075C	13.8238	15.1707	12.6675
YCR075W-A	204.463	164.443	234.615
YCR076C	18.4747	17.0828	17.7901
YCR077C	55.9431	57.9348	49.9336
YCR079W	10.7963	10.6629	10.2425
YCR081W	8.46129	9.2373	8.65833
YCR081C-A	60.894	85.7064	65.7935
YCR082W	183.879	169.53	193.572
YCR083W	68.0403	72.925	78.5992
YCR084C	76.5071	70.4106	63.9428
YCR085W	0.798895	2.42183	2.779
YCR086W	16.5699	15.473	17.1117
YCR087W	38.9579	38.5049	41.7282
YCR087C-A	46.0778	42.9796	43.8384
YCR088W	99.4835	96.1623	92.2558
YCR089W	4.95328	4.81359	4.37778
YCR090C	47.2554	50.4959	44.6542
YCR091W	3.08982	2.73314	2.6056
YCR092C	7.21449	8.33163	7.92605
YCR093W	47.3873	52.0653	46.0626
YCR094W	20.1343	21.4754	20.9471
YCR095C	9.88648	10.9416	10.832
YCR095W-A	12.6505	0	16.002
YCR096C	0	0	0
YCR097W	33.6812	40.7313	43.0063
YCR097W-A	0	0	0
YCR098C	1.21852	1.24982	1.01404
YCR099C	5.17101	5.63996	7.63112
YCR100C	5.61625	5.17492	4.45899
YCR101C	3.63503	3.75389	4.59805
YCR102C	0.733263	1.05851	0.803856
YCR102W-A	4.33753	3.75689	2.74334
YCR104W	0.332878	0.576634	0
YCR105W	3.65808	2.34374	3.54964
YCR106W	5.96517	3.58436	6.11895
YCR107W	7.16458	4.56793	6.13619
YCR108C	0	0	0
YDL248W	4.04098	3.45981	3.34895
YDL247W-A	0	0	0
YDL247W	0.0265292	0	0
YDL246C	0	0.0880678	0
YDL245C	0.172959	0.0499353	0.0911589
YDL244W	0.596084	0.563224	0.479821
YDL243C	4.64142	3.87302	3.57992
YDL242W	8.78784	4.49768	7.32646
YDL241W	30.0077	26.2861	28.4682
YDL240C-A	7.40691	0	4.68461
YDL240W	8.94178	9.92058	8.61544
YDL239C	4.48257	4.94293	3.94661
YDL238C	7.83204	8.41999	6.88709
YDL237W	44.4392	45.6065	40.5373
YDL236W	60.6041	59.7569	53.8618
YDL235C	74.3454	74.6504	73.6521
YDL234C	7.85371	8.11543	8.01676
YDL233W	6.13522	6.24789	5.83223
YDL232W	210.741	159.714	344.323
YDL231C	14.1685	13.8624	13.0305
YDL230W	14.7545	13.1144	13.1413
YDL229W	746.226	744.415	736.984
YDL228C	1063.93	1032.62	1010.73
YDL227C	39.3351	42.0463	38.8084
YDL226C	71.6649	68.6195	69.593
YDL225W	26.0241	25.2256	25.6411
YDL224C	20.5891	21.6772	18.4178
YDL223C	5.13406	5.45171	4.53128
YDL222C	3.75698	4.05422	3.58371
YDL221W	8.30547	6.59418	4.20233
YDL220C	5.18056	5.68074	4.92529
YDL219W	53.6619	49.3277	53.9647
YDL218W	6.54424	7.93547	6.88579
YDL217C	21.6983	22.6686	19.3118
YDL216C	4.02243	3.17954	2.91454
YDL215C	11.1293	12.7448	10.8473
YDL214C	1.24627	1.41308	1.20383
YDL213C	59.2476	63.3411	59.4235
YDL212W	153.025	152.313	159.785
YDL211C	5.39951	4.38441	4.66513
YDL210W	1.08645	1.06483	1.28387
YDL209C	10.1185	10.366	10.7003
YDL208W	355.001	384.88	377.117
YDL207W	17.2921	16.3051	14.6986
YDL206W	5.51011	5.75193	4.81131
YDL205C	44.3393	45.62	39.6284
YDL204W	9.17073	8.52714	7.90415
YDL203C	13.8517	12.9151	13.2064
YDL202W	23.441	27.3366	24.4622
YDL201W	71.2751	72.3591	71.9963
YDL200C	11.4749	10.2815	12.5128
YDL199C	2.8655	3.58276	3.36158
YDL198C	29.8216	26.2739	25.2698
YDL197C	11.8979	11.0979	11.058
YDL196W	2.06981	1.79274	1.30908
YDL195W	63.225	66.6877	58.4149
YDL194W	3.74799	3.97101	3.56122
YDL193W	24.5739	27.277	25.2899
YDL192W	631.823	641.427	622.988
YDL191W	246.136	285.206	266.668
YDL190C	22.872	25.4172	23.5798
YDL189W	27.5889	27.028	25.419
YDL188C	42.8431	42.321	40.6151
YDL187C	4.13962	6.27457	8.18177
YDL186W	3.94332	4.09854	3.21954
YDL185C-A	338.824	308.646	354.694
YDL185W	316.513	323.315	297.647
YDL184C	187.475	270.631	329.365
YDL183C	4.93443	5.74938	4.56982
YDL182W	110.514	118.993	113.648
YDL181W	426.956	400.238	410.053
YDL180W	8.50879	8.43746	7.41622
YDL179W	18.0114	18.9822	16.928
YDL178W	22.2508	22.759	19.7967
YDL177C	17.9527	16.7879	12.9622
YDL176W	5.69508	5.9386	6.01736
YDL175C	11.5796	9.24376	9.7199
YDL174C	18.4658	19.7826	17.0019
YDL173W	33.6066	29.2784	33.294
YDL172C	31.4116	30.6665	33.8768
YDL171C	50.7933	50.8321	52.3087
YDL170W	6.61427	6.81489	6.85981
YDL169C	3.96621	3.17762	3.88815
YDL168W	49.8988	51.4646	45.9573
YDL167C	32.4611	35.5866	33.9676
YDL166C	29.2991	28.6412	27.9113
YDL165W	53.3582	54.8808	49.1606
YDL164C	12.963	13.5308	12.7446
YDL163W	27.4399	36.3102	27.9605
YDL162C	0.776708	0	0.491241
YDL161W	23.2639	22.7864	24.1027
YDL160C-A	101.043	67.6268	87.145
YDL160C	95.5909	103.415	95.8275
YDL159W-A	0	0	0
YDL159W	10.0094	11.2983	10.5578
YDL159C-B	26.9953	51.4394	92.1972
YDL158C	64.3754	89.9319	76.6145
YDL157C	179.42	195.766	173.408
YDL156W	8.6745	8.88934	7.31509
YDL155W	26.6244	25.1663	23.8617
YDL154W	2.52646	2.39525	2.37525
YDL153C	16.6288	16.2834	18.7566
YDL152W	9.32057	6.52039	10.2028
YDL151C	26.7022	22.0368	23.9781
YDL150W	29.6066	27.3172	27.3595
YDL149W	5.08812	5.25399	4.7836
YDL148C	42.0963	43.2642	41.467
YDL147W	87.8523	92.6046	91.469
YDL146W	10.836	12.7015	10.5936
YDL145C	127.252	130.118	116.895
YDL144C	26.38	22.4067	24.5909
YDL143W	111.69	106.975	103.492
YDL142C	14.5373	11.9888	10.7341
YDL141W	24.6045	25.9713	21.946
YDL140C	74.7143	79.059	72.33
YDL139C	8.03157	6.26936	7.14918
YDL138W	9.54641	8.71302	8.73854
YDL137W	265.354	266.894	257.323
YDL136W	217.807	258.119	236.417
YDL135C	70.2539	65.0876	70.7393
YDL134C	48.86	53.1629	49.5421
YDL133C-A	208.305	261.61	276.666
YDL133W	17.4466	17.0554	15.1442
YDL132W	33.3786	35.8489	33.8738
YDL131W	47.7224	50.7712	45.3482
YDL130W-A	191.026	195.667	218.521
YDL130W	4740.15	4448.41	4334.86
YDL129W	22.142	20.047	17.431
YDL128W	60.9379	57.9333	54.1027
YDL127W	25.2398	25.6653	22.3017
YDL126C	264.875	275.99	263.393
YDL125C	206.218	191.518	203.026
YDL124W	138.35	137.362	132.021
YDL123W	36.1574	37.3719	31.2533
YDL122W	39.9811	43.99	43.5796
YDL121C	102.666	97.4168	115.083
YDL120W	66.5611	64.3637	69.1054
YDL119C	4.97098	6.51212	4.79455
YDL118W	6.35494	7.98114	5.0241
YDL117W	17.2019	17.9001	15.9009
YDL116W	25.3132	27.9793	24.7423
YDL115C	10.5243	9.16019	9.69076
YDL114W-A	94.9258	67.2697	49.1214
YDL114W	0.247449	0.0535811	0.117377
YDL113C	9.01992	9.30985	8.88995
YDL112W	31.648	31.6416	29.9231
YDL111C	62.8757	69.215	67.9368
YDL110C	30.0178	26.7117	29.518
YDL109C	5.74082	4.6937	5.4776
YDL108W	15.354	17.299	15.1979
YDL107W	4.83354	6.30225	5.25943
YDL106C	9.70161	10.9162	10.5849
YDL105W	7.20889	7.98458	7.26736
YDL104C	4.94708	4.99277	3.83625
YDL103C	35.3238	35.8681	35.2129
YDL102W	13.9809	14.4477	13.2418
YDL101C	10.4451	9.5245	9.7246
YDL100C	190.438	204.122	205.033
YDL099W	23.5894	23.4706	22.4645
YDL098C	9.98634	12.4337	13.1057
YDL097C	81.105	77.8161	79.1798
YDL096C	111.73	114.918	120.606
YDL095W	118.657	112.427	105.592
YDL094C	7.39219	8.07288	8.23259
YDL093W	13.0502	12.3658	11.7988
YDL092W	73.618	87.6034	83.8647
YDL091C	9.14567	8.11617	9.26912
YDL090C	11.5372	10.3745	10.3119
YDL089W	9.18147	8.22349	9.37032
YDL088C	21.5669	20.9062	21.194
YDL087C	12.1063	9.67393	11.263
YDL086W	40.2591	39.2443	38.8418
YDL086C-A	49.8351	52.3435	46.2087
YDL085C-A	475.293	381.299	527.293
YDL085W	2.05335	2.06617	1.77612
YDL084W	371.684	377.185	351.753
YDL083C	2576.38	2568.17	2725.93
YDL082W	1034.82	1043.99	965.183
YDL081C	4883.12	4833	4667.16
YDL080C	10.426	9.51282	9.31222
YDL079C	5.03845	4.65298	4.89604
YDL078C	81.4212	84.3013	78.3621
YDL077C	10.6266	11.5959	10.8358
YDL076C	22.1584	22.3337	20.1874
YDL075W	5153.39	4965.82	5176.78
YDL074C	30.9706	34.1138	32.9802
YDL073W	10.2764	10.0687	10.852
YDL072C	102.95	112.587	96.8281
YDL071C	4.99317	8.07288	7.15814
YDL070W	37.9445	41.8381	38.7412
YDL069C	7.03799	6.91961	5.71448
YDL068W	13.4538	10.3082	10.7999
YDL067C	818.319	799.643	905.726
YDL066W	151.81	162.531	142.782
YDL065C	16.5082	14.6243	14.9981
YDL064W	96.3748	102.041	92.3148
YDL063C	48.7512	51.2283	47.8279
YDL062W	36.7294	33.2493	40.6151
YDL061C	5952.36	5041.85	6208.25
YDL060W	50.1212	52.0735	49.3722
YDL059C	5.01878	4.81268	5.10139
YDL058W	21.708	22.1697	21.7022
YDL057W	5.74012	6.69458	5.49955
YDL056W	14.0367	14.1087	12.8692
YDL055C	1007.32	1048.74	1012.25
YDL054C	12.216	12.4091	11.2062
YDL053C	47.915	52.0818	46.3583
YDL052C	60.7314	57.5878	56.4954
YDL051W	131.044	138.159	127.047
YDL050C	176.977	176.914	162.614
YDL049C	10.5232	12.8255	10.6965
YDL048C	12.2675	12.228	13.1553
YDL047W	47.4373	43.2551	41.8953
YDL046W	101.553	104.859	97.4609
YDL045W-A	175.721	177.134	177.694
YDL045C	17.6633	17.5153	16.8953
YDL044C	7.1857	9.40333	7.80503
YDL043C	12.8411	15.5315	12.6869
YDL042C	13.8061	14.0771	12.6004
YDL041W	15.179	16.6068	20.7162
YDL040C	61.7368	64.6876	58.9303
YDL039C	35.1111	39.5322	34.9677
YDL037C	46.8871	46.8129	44.7872
YDL036C	14.6063	14.1488	14.7296
YDL035C	12.788	13.2803	11.6692
YDL034W	20.0961	19.6763	15.1968
YDL033C	12.6037	12.8323	13.1712
YDL032W	8.59466	9.73464	5.85396
YDL031W	46.3834	49.432	46.8464
YDL030W	8.36356	8.21704	7.42131
YDL029W	99.6307	99.2651	94.176
YDL028C	10.5164	10.1384	10.6316
YDL027C	11.6232	12.181	11.3015
YDL026W	15.2059	10.3073	9.61722
YDL025C	12.6036	12.3794	11.883
YDL025W-A	72.6573	70.7974	51.6973
YDL024C	0.977937	1.22348	1.25993
YDL022C-A	4.13856	3.58455	3.92624
YDL023C	110.425	119.806	117.993
YDL022W	135.918	140.962	132.178
YDL021W	3.96837	3.96593	2.97321
YDL020C	20.8935	21.0362	20.0087
YDL019C	18.5325	19.994	18.3033
YDL018C	20.7269	29.9769	27.2693
YDL017W	5.1976	5.67001	5.63834
YDL016C	105.949	130.056	107.985
YDL015C	114.361	125.608	116.425
YDL014W	283.498	268.382	254.409
YDL013W	10.7004	11.0044	10.3244
YDL012C	189.283	171.199	158.561
YDL011C	11.1672	10.1559	13.0662
YDL010W	11.0721	11.703	10.326
YDL009C	31.268	36.7546	26.8388
YDL008W	37.9	39.1	38.4592
YDL007C-A	0	0	0
YDL007W	65.0997	66.7889	68.2983
YDL006W	17.0019	16.2472	15.7741
YDL005C	15.5031	16.2036	15.9873
YDL004W	177.45	179.311	145.333
YDL003W	17.8516	18.9646	16.6252
YDL002C	28.3084	29.6228	29.4503
YDL001W	8.75813	9.81273	9.93501
YDR001C	33.855	33.4681	32.7526
YDR002W	371.374	359.108	364.025
YDR003W	19.5514	21.2859	16.9249
YDR003W-A	130.777	99.1115	103.39
YDR004W	7.1014	7.49625	6.22244
YDR005C	13.7575	11.9546	12.0912
YDR006C	26.9546	28.6247	26.7648
YDR007W	32.9831	35.9869	29.8898
YDR008C	46.4647	56.9836	43.1707
YDR009W	1.34063	1.85234	1.39298
YDR010C	3.49365	1.29684	1.57829
YDR011W	117.699	119.207	112.752
YDR012W	248.81	249.322	233.629
YDR013W	15.0905	17.8757	15.5795
YDR014W	4.20664	5.12235	4.05342
YDR014W-A	0.873805	0.908199	0.773711
YDR015C	7.24568	4.18382	3.05509
YDR016C	110.246	90.9412	96.9537
YDR017C	22.4156	22.3297	21.8868
YDR018C	2.18173	2.12106	2.02756
YDR019C	10.1559	12.7186	12.2626
YDR020C	14.8197	16.6301	14.6195
YDR021W	17.421	19.7493	17.1827
YDR022C	13.1224	14.5524	10.2386
YDR023W	306.071	311.56	300.619
YDR024W	0.353946	0.306565	1.00736
YDR025W	2262.07	2302.08	2196.74
YDR026C	12.4625	12.0845	10.6
YDR027C	13.0107	13.4298	13.4992
YDR028C	33.9021	35.8082	33.5196
YDR029W	46.1646	55.3214	61.5947
YDR030C	3.92388	3.71276	3.9624
YDR031W	27.9617	32.2915	30.1548
YDR032C	126.069	121.72	111.521
YDR033W	724.362	741.009	719.951
YDR034C	10.9991	12.3488	12.1396
YDR034C-D	0.819968	0.939764	0.990057
YDR034C-C	0.117816	0.170075	0.0745147
YDR034C-A	5.39906	0	10.2441
YDR034W-B	6.48	11.2251	0
YDR035W	79.6133	78.9629	74.178
YDR036C	25.2525	27.3184	26.1465
YDR037W	378.17	397.562	384.358
YDR038C	1.92601	1.8002	1.51609
YDR039C	0	0	0
YDR040C	1.24706	1.21213	1.35835
YDR041W	33.5079	33.4257	31.2042
YDR042C	2.6066	3.28388	1.64859
YDR043C	6.84969	7.23308	7.18075
YDR044W	32.4515	36.2295	35.5494
YDR045C	109.8	109.8	119.319
YDR046C	42.6658	41.4083	40.9089
YDR047W	28.0616	30.1003	27.4431
YDR048C	7.5887	3.83416	6.39945
YDR049W	12.049	12.7478	12.1864
YDR050C	2636.41	2568.27	2519.82
YDR051C	16.5329	16.5782	17.2287
YDR052C	14.5653	16.1003	14.344
YDR053W	15.1222	18.0404	14.7975
YDR054C	46.6686	48.153	45.9141
YDR055W	41.093	41.8809	36.591
YDR056C	51.8315	52.966	50.6821
YDR057W	9.48268	9.31891	9.89966
YDR058C	4.69849	5.21098	5.32719
YDR059C	16.9465	25.3195	17.9528
YDR060W	73.255	79.0252	76.3654
YDR061W	18.2333	17.9123	16.8915
YDR062W	75.129	76.7514	71.1639
YDR063W	70.5304	69.7641	68.3637
YDR064W	3858.11	3913.59	3646.66
YDR065W	7.50916	9.79871	9.18611
YDR066C	16.4337	17.4204	12.1777
YDR067C	14.3747	15.8615	14.8826
YDR068W	18.5185	19.5449	18.3829
YDR069C	8.77946	8.82373	9.45006
YDR070C	25.5585	34.6494	25.3015
YDR071C	128.521	134.536	138.477
YDR072C	38.1097	40.3825	37.3964
YDR073W	33.5862	36.1888	31.7107
YDR074W	27.5495	29.6039	26.3317
YDR075W	20.662	19.3963	21.2844
YDR076W	2.80481	4.52231	3.71163
YDR077W	414.456	402.02	381.743
YDR078C	8.6265	7.81524	7.96444
YDR079W	31.3274	35.4826	38.1029
YDR079C-A	133.084	178.666	189.384
YDR080W	8.17343	7.58496	7.06421
YDR081C	11.3937	13.6751	11.9158
YDR082W	6.20995	6.37797	5.66601
YDR083W	32.5619	35.8983	34.3998
YDR084C	37.4018	41.8134	37.7881
YDR085C	4.54768	4.92926	3.82952
YDR086C	1667.21	1784.16	1578.78
YDR087C	63.9839	56.0983	60.5434
YDR088C	8.99436	9.24345	9.7856
YDR089W	9.29098	9.44742	9.52778
YDR090C	15.6365	16.3582	15.1252
YDR091C	97.5206	100.374	97.5019
YDR092W	101.607	99.6034	97.0174
YDR093W	23.3928	24.4007	23.7242
YDR094W	74.7038	89.3327	68.5851
YDR095C	2.84796	1.56973	0.654993
YDR096W	8.98771	9.36534	7.97124
YDR097C	19.513	20.3249	19.8878
YDR098C	52.6865	51.5392	55.3195
YDR098C-B	0.125352	0.0940951	0.0687097
YDR098C-A	0	0	0
YDR099W	267.906	276.422	259.532
YDR100W	53.6316	53.7971	51.7498
YDR101C	99.3983	100.998	98.0798
YDR102C	6.48821	4.7551	5.3662
YDR103W	13.5455	15.1693	12.3264
YDR104C	4.43589	5.01865	4.36418
YDR105C	15.1966	16.538	17.3682
YDR106W	1.31503	1.43873	1.48833
YDR107C	13.7439	15.2495	14.1179
YDR108W	8.4203	8.86575	8.29694
YDR109C	6.78061	6.21727	5.79716
YDR110W	14.212	16.4377	15.9127
YDR111C	18.1916	20.2297	18.3298
YDR112W	42.9169	37.1718	46.4065
YDR113C	9.12841	10.5696	10.0882
YDR114C	1.52444	0	1.92831
YDR115W	126.613	131.702	136.402
YDR116C	22.6587	27.0819	23.6524
YDR117C	20.6674	21.4608	17.4102
YDR118W	5.39613	4.75875	5.10378
YDR118W-A	16.9559	58.7445	21.4481
YDR119W	52.357	53.4858	50.3992
YDR119W-A	0	10.8851	5.29896
YDR120C	47.5006	50.5217	48.742
YDR121W	25.2637	26.2369	22.8817
YDR122W	24.0892	24.1323	23.2226
YDR123C	14.1068	13.5275	13.5424
YDR124W	5.43059	4.45343	4.49428
YDR125C	3.09011	4.30844	3.88494
YDR126W	6.44001	6.43606	6.30109
YDR127W	55.0137	57.9495	53.2835
YDR128W	12.3546	11.7117	12.2599
YDR129C	95.4944	96.6367	92.3558
YDR130C	11.7065	9.84969	12.8617
YDR131C	5.07323	4.72621	5.1674
YDR132C	4.36691	4.7499	4.47473
YDR133C	631.85	606.544	549.9
YDR135C	49.1526	51.116	46.8531
YDR136C	0.647263	0.67274	0.573119
YDR137W	10.0345	10.6295	10.7144
YDR138W	11.9359	13.3564	12.419
YDR139C	511.166	488.857	550.611
YDR140W	25.9501	28.6616	23.601
YDR141C	13.358	14.1775	12.4812
YDR142C	8.87523	9.79491	8.08794
YDR143C	23.3015	23.9664	22.0725
YDR144C	59.3507	59.0388	55.1704
YDR145W	28.7572	33.2013	29.8359
YDR146C	14.9174	13.693	14.7797
YDR147W	10.8878	9.32311	10.3683
YDR148C	55.8868	54.2536	50.9425
YDR149C	15.5343	15.0377	15.3153
YDR150W	18.2863	19.1496	17.8573
YDR151C	20.5973	19.8832	21.542
YDR152W	75.3287	79.7362	79.775
YDR153C	27.5793	29.2611	29.618
YDR154C	4159.2	4215	4046.34
YDR155C	2403.31	2296.68	2362.8
YDR156W	102.95	112.947	100.16
YDR157W	53.7304	46.3003	46.466
YDR158W	63.1362	54.2994	52.6795
YDR159W	13.2698	14.0563	12.6144
YDR160W	6.8815	7.01397	6.70645
YDR161W	53.5399	56.1793	50.9091
YDR162C	10.8034	9.43583	11.6559
YDR163W	13.8305	13.802	16.6389
YDR164C	15.4182	16.1269	14.4619
YDR165W	61.176	63.691	59.5031
YDR166C	11.4017	13.1718	11.9954
YDR167W	28.0745	31.9335	28.6665
YDR168W	39.7004	39.3839	38.185
YDR169C	14.0458	13.3736	12.7199
YDR169C-A	27.1578	29.4029	38.6468
YDR170C	52.9271	54.6962	49.8837
YDR170W-A	2.26506	2.30009	2.66754
YDR171W	11.9291	12.068	13.0976
YDR172W	166.982	171.057	161.378
YDR173C	9.11574	9.40358	9.8141
YDR174W	172.8	168.571	163.477
YDR175C	21.5907	19.3136	19.5876
YDR176W	13.1014	14.1992	13.4918
YDR177W	55.9235	63.9154	59.9688
YDR178W	37.1411	37.7958	30.4572
YDR179C	4.19426	10.4443	7.18446
YDR179W-A	6.64183	7.34187	7.54274
YDR180W	8.01597	9.6291	8.81108
YDR181C	10.8273	9.62069	8.68728
YDR182W	25.3638	23.9818	21.9006
YDR182W-A	32.3349	7.00159	25.5633
YDR183W	10.958	10.9638	9.43987
YDR183C-A	72.0379	138.485	171.133
YDR184C	42.2064	46.6095	44.0452
YDR185C	18.1607	15.48	19.5992
YDR186C	22.0177	22.3756	21.422
YDR187C	45.8262	45.2081	41.8541
YDR188W	107.87	101.911	101.611
YDR189W	34.3776	38.1527	34.5217
YDR190C	57.795	59.1482	60.8989
YDR191W	4.66029	5.0035	5.37299
YDR192C	11.8114	11.1002	9.65551
YDR193W	11.7439	9.68746	9.72665
YDR194C	63.7067	68.7443	62.2767
YDR194W-A	0	0	0
YDR195W	7.81193	8.59198	8.74438
YDR196C	23.5652	27.4173	26.1379
YDR197W	10.1099	9.82157	10.2825
YDR198C	10.9523	11.7128	11.4261
YDR199W	22.226	17.0772	16.3244
YDR200C	7.74037	6.37943	6.5217
YDR201W	21.0555	19.9877	21.6266
YDR202C	13.825	16.2958	14.2333
YDR203W	19.3858	19.939	20.6902
YDR204W	22.2147	21.634	21.6691
YDR205W	10.649	11.6755	11.239
YDR206W	21.9824	23.9771	22.2604
YDR207C	9.82741	8.99366	8.78377
YDR208W	23.93	25.956	23.0258
YDR209C	103.204	103.7	115.916
YDR210W	467.343	409.842	495.093
YDR210W-A	0.157088	0.0680299	0.0745147
YDR210W-B	0.215345	0.229561	0.167629
YDR210C-D	0.459622	0.64419	0.44397
YDR210C-C	1.32779	1.04857	1.23497
YDR211W	56.3895	59.4126	59.1319
YDR212W	136.643	141.732	130.134
YDR213W	9.0514	9.02006	9.85328
YDR214W	76.6861	75.9544	72.8509
YDR215C	4.06716	2.64203	4.50159
YDR216W	4.82177	4.42024	4.14688
YDR217C	12.9668	13.5305	13.0366
YDR218C	0.327997	0.213067	0.31117
YDR219C	10.4765	11.4137	11.105
YDR220C	0	0	0.562903
YDR221W	16.9349	19.2382	16.2586
YDR222W	10.916	13.8184	11.1526
YDR223W	3.26826	3.67998	3.53696
YDR224C	980.944	989.01	912.934
YDR225W	783.209	802.121	692.538
YDR226W	609.566	658.574	620.232
YDR227W	8.74353	10.031	8.69689
YDR228C	17.6817	18.1862	15.9456
YDR229W	14.923	15.8302	14.1812
YDR230W	22.8768	24.5845	20.8993
YDR231C	15.7995	11.3217	14.5217
YDR232W	83.7952	86.6102	76.0333
YDR233C	343.483	342.756	310.149
YDR234W	34.8721	35.2379	35.0802
YDR235W	8.95744	11.0347	9.93336
YDR236C	17.8873	23.9515	19.6354
YDR237W	32.0894	34.944	32.3801
YDR238C	99.906	105.233	95.113
YDR239C	8.94379	9.96228	8.42851
YDR240C	9.27512	11.7254	9.64038
YDR241W	0.992772	2.57962	1.25579
YDR242W	7.42453	8.42726	7.80101
YDR243C	10.7758	11.1521	10.3103
YDR244W	10.6571	11.2183	9.64323
YDR245W	50.2143	51.9027	52.8839
YDR246W	18.1649	18.1198	18.0721
YDR246W-A	16.7565	36.2835	18.5463
YDR247W	5.34888	5.59137	4.33955
YDR248C	28.2137	29.2369	26.6866
YDR249C	8.88819	9.94546	8.05237
YDR250C	0	1.07962	1.57672
YDR251W	23.3264	25.3195	22.5316
YDR252W	7.92945	7.22945	7.65462
YDR253C	9.74813	10.9984	9.24803
YDR254W	7.88283	8.85655	7.26677
YDR255C	10.1454	9.21594	10.3031
YDR256C	9.29906	8.3339	7.88261
YDR257C	19.8515	18.9869	19.4018
YDR258C	11.6603	11.7605	10.9529
YDR259C	3.15847	5.95408	3.96587
YDR260C	19.8592	18.7144	19.6945
YDR261C	31.7774	29.2894	27.2088
YDR261W-A	1.33525	1.49666	1.63932
YDR261W-B	1.03531	1.09759	1.01101
YDR261C-D	1.51567	1.65489	1.32462
YDR261C-C	0	0	0
YDR262W	24.9448	25.3658	28.3888
YDR263C	6.42799	6.36783	5.76789
YDR264C	59.839	61.8605	56.9311
YDR265W	11.404	10.2098	10.3682
YDR266C	25.3262	27.0884	24.2571
YDR267C	10.542	11.3769	11.3383
YDR268W	13.7455	16.2273	14.7076
YDR269C	20.1009	20.7954	21.8948
YDR270W	12.5707	12.7003	12.3717
YDR271C	26.5977	23.0372	27.3899
YDR272W	27.9618	24.9124	28.3694
YDR273W	2.17371	2.7385	1.90596
YDR274C	16.0268	21.8558	24.5862
YDR275W	16.7222	14.5628	16.4134
YDR276C	2197.99	1913.91	2131.56
YDR277C	13.8215	14.3173	11.4876
YDR278C	2.42322	0.52471	0.766302
YDR279W	18.4673	18.0736	17.3879
YDR280W	33.1654	29.9203	34.6956
YDR281C	12.6478	9.31152	6.39945
YDR282C	4.88488	5.28871	5.9926
YDR283C	11.2503	11.5718	11.0236
YDR284C	36.5394	42.0609	39.1715
YDR285W	1.93934	1.87824	2.04056
YDR286C	25.7754	29.5144	27.3543
YDR287W	11.1847	11.9363	11.2004
YDR288W	13.6013	14.2463	13.5637
YDR289C	9.32058	10.4799	10.7082
YDR290W	1.55236	1.79274	2.94544
YDR291W	10.1028	10.3325	9.9977
YDR292C	31.3856	34.7553	31.0715
YDR293C	44.1331	44.8605	41.0778
YDR294C	38.9369	42.2751	39.1543
YDR295C	9.02144	8.57062	7.3637
YDR296W	35.4376	35.6552	35.9223
YDR297W	45.6604	45.9882	45.0731
YDR298C	103.781	107.121	102.844
YDR299W	35.2924	37.4532	37.4237
YDR300C	50.3473	54.8769	50.3711
YDR301W	15.9437	16.7441	15.4933
YDR302W	26.1248	31.8201	26.5918
YDR303C	16.2791	19.1216	17.7068
YDR304C	166.891	172.325	174.313
YDR305C	16.8806	18.0294	18.2743
YDR306C	8.40265	9.81589	9.55695
YDR307W	10.5339	11.3577	11.4646
YDR308C	33.2648	35.4928	38.7237
YDR309C	35.9044	39.5062	34.459
YDR310C	21.0426	21.8462	19.5165
YDR311W	12.7076	13.9041	13.7689
YDR312W	22.4975	22.4235	24.549
YDR313C	13.8438	14.4837	16.5145
YDR314C	5.72987	5.97525	6.4796
YDR315C	7.4471	5.71998	7.37608
YDR316W	6.82871	6.38152	6.38745
YDR316W-A	0	0	0
YDR316W-B	0	0	0
